Lon	Lat	Region	TypeCatOld	KW_Simple	KW_Working	Name	Map
47.90375	32.06082	Khuzistan	towns	cite	cite	Bayrūt ?	cornu4
50.84351	32.09289	Khuzistan	waystations	etape	etape	Sawǧar	cornu4
48.20426	32.16186	Khuzistan	waters	riviere	riviere	Nahr Sūs	cornu4
48.26047	32.20166	Khuzistan	capitals	capitale	capitale	Sūs	cornu4
48.26047	32.20166	Khuzistan	regions	region	region	Sūs	cornu4
48.53919	32.29866	Khuzistan	capitals	capitale	capitale	Ǧundaysābūr	cornu4
48.53919	32.29866	Khuzistan	regions	region	region	Ǧundaysābūr	cornu4
48.42219	32.38975	Khuzistan	towns	cite	cite	al-Diz/Dizfūl	cornu4
48.14577	32.46817	Khuzistan	towns	cite	cite	Karǧaŧ/Karḫaŧ	cornu4
48.30291	32.53782	Khuzistan	regions	district	district	al-Lūr	cornu4
48.45021	32.98650	Khuzistan	villages	localite	localite	al-Diz/Qanṭaraŧ Andāmiš ?	cornu5
57.81535	27.01075	Kirman	towns	cite	cite	Bās ?	cornu6
56.94955	27.09940	Kirman	towns	cite	cite	Hurmūz	cornu6
57.46843	27.22823	Kirman	towns	cite	cite	Ǧakīn	cornu6
57.56194	27.45601	Kirman	towns	cite	cite	Manūqān/Manūǧān	cornu6
57.75501	27.67797	Kirman	towns	cite	cite	Kūh Barǧān	cornu6
56.13806	27.77410	Kirman	villages	localite	localite	Dih Bārist/Dih Ruwīst ?	cornu6
57.22106	27.79812	Kirman	waystations	etape	etape	Kūmīz/Kūmīn/Kūmīr	cornu6
57.73088	27.82747	Kirman	regions	region	region	Ruḏbār/Ruḏbāl	cornu6
57.01290	27.93413	Kirman	towns	ville	ville	Ardakān/Sūrakān	cornu6
56.75347	27.96611	Kirman	villages	localite	localite	Marzaqān	cornu6
57.78820	27.97676	Kirman	towns	cite	cite	Maġūn	cornu6
57.27536	28.00340	Kirman	towns	cite	cite	Walāšǧird	cornu6
56.46959	28.02089	Kirman	villages	localite	localite	Ǧīrūqān ?	cornu6
56.29939	28.11572	Kirman	waystations	etape	etape	Kašistān ?	cornu6
58.18338	28.12851	Kirman	towns	cite	cite	Ǧuwī Sulaymān	cornu6
56.14160	28.40625	Kirman	towns	cite	cite	Dašt Barīn	cornu6
57.90910	28.43830	Kirman	waters	riviere	riviere	Nahr Harīrūḏ	cornu6
57.76854	28.45204	Kirman	villages	localite	localite	al-Mīǧan/al-Mīzan	cornu6
58.73846	28.65133	Kirman	towns	cite	cite	Rīqān/Rīkān	cornu6
58.29802	28.67780	Kirman	sites	mont	mont	Ǧibāl al-Bāriz	cornu6
57.80498	28.69436	Kirman	capitals	capitale	capitale	Ǧīruft	cornu6
55.24354	28.71262	Kirman	waystations	etape	etape	Ḫušnābāḏ/Ḥasanābāḏ ?	cornu6
56.31341	28.85863	Kirman	towns	cite	cite	Ḫabr	cornu6
55.33985	28.87915	Kirman	towns	ville	ville	Kāhūn ?	cornu6
58.49109	28.88667	Kirman	towns	cite	cite	Kurk/Ǧurǧ	cornu6
58.88326	28.97908	Kirman	towns	cite	cite	al-Fahraǧ	cornu6
58.64795	28.98436	Kirman	capitals	capitale	capitale	Narmāsīr	cornu6
57.92696	29.01602	Kirman	towns	cite	cite	Hurmuz al-Malik/Qaryaŧ al-Ǧawz	cornu6
57.48653	29.06085	Kirman	towns	cite	cite	al-Darbāná/al-Darfāná/Šiʿb Darfārid?	cornu6
58.34327	29.10304	Kirman	capitals	capitale	capitale	Bamm	cornu6
56.16823	29.12939	Kirman	towns	ville	ville	Bāḫtaŧ/Nāǧt	cornu6
56.81984	29.17945	Kirman	sites	mont	mont	Ǧibāl Maʿdin al-Fiḍḍaŧ	cornu6
58.17433	29.20052	Kirman	towns	cite	cite	Darǧīn	cornu6
57.89378	29.27422	Kirman	towns	cite	cite	Sarwīstān	cornu6
57.95411	29.32947	Kirman	towns	cite	cite	Awārik	cornu6
57.80931	29.42410	Kirman	towns	cite	cite	Tūštān	cornu6
55.74854	29.46102	Kirman	metropoles	metropole	metropole	al-Sīrǧān	cornu6
55.74854	29.46102	Kirman	regions	circonscription	circonscription	al-Sīrǧān	cornu6
55.28258	29.56070	Kirman	waystations	etape	etape?	Ribāṭ Bušt Ḫamm ?	cornu6
57.49859	29.61311	Kirman	towns	cite	cite	Rāʾin/Rāyin	cornu6
57.06721	29.61836	Kirman	towns	cite	cite	Kūġūn	cornu6
54.80361	29.63539	Kirman	waystations	etape	etape	Sarmaqān/Ǧarmaqān/Ribāṭ Sarmaqān ?	cornu6
55.59756	29.66254	Kirman	towns	cite	cite	Bīmand	cornu6
58.03255	29.70224	Kirman	towns	cite	cite	Našk	cornu6
56.61470	29.71010	Kirman	towns	cite	cite	Karistān ?	cornu6
58.26785	29.71534	Kirman	towns	cite	cite	Kašīd	cornu6
56.97972	29.72844	Kirman	towns	cite	cite	Ġubayrāʾ	cornu6
56.01438	29.76249	Kirman	towns	cite	cite	al-Šāmāt	cornu6
55.67825	29.79365	Kirman	villages	localite	localite	Kurdakān ?	cornu6
56.71727	29.85672	Kirman	towns	cite	cite	Ḫannāb	cornu6
57.76105	29.86457	Kirman	towns	cite	cite	Kūk	cornu6
56.35225	29.88550	Kirman	towns	cite	cite	Bahār ?	cornu6
56.77211	29.95407	Kirman	villages	localite	localite	Firzīn/Firdīn ?	cornu6
57.70606	30.11166	Kirman	towns	cite	cite	Kaṯruwā	cornu6
57.31039	30.11166	Kirman	towns	cite	cite	Māhān	cornu6
57.10475	30.30962	Kirman	regions	circon	circon	Bardasīr/Bardašīr/Kuwašīr	cornu6
57.75292	30.46232	Kirman	towns	cite	cite	Ḫabīṣ	cornu6
56.92513	30.67077	Kirman	towns	cite	cite	Ǧanzarūḏ/Ǧātrūd ?	cornu6
56.59714	30.82737	Kirman	towns	cite	cite	Zarand	cornu6
56.87568	31.24891	Kirman	towns	cite	cite	Zāwar/Rawār	cornu6
56.29779	31.38012	Kirman	towns	cite	cite	Kūh Bayān	cornu6
55.96459	31.83238	Kirman	towns	cite	cite	Bahāwaḏ ?	cornu6
58.76561	29.22421	Mafaza	villages	village	village	Dāristān	cornu6
59.96927	29.91949	Mafaza	towns	cite	cite	Isbīḏ/Isfīd/Sabīḏ/Safīd/Sabīǧ/Sanīǧ	cornu6
57.77635	30.76476	Mafaza	waystations	relais	relais	Darkūǧuwī ?	cornu6
59.28094	31.25781	Mafaza	waystations	etape	etape	Qaryaŧ Salm	cornu6
57.78936	31.27116	Mafaza	waystations	etape	etape	Šūrirūḏ/Šūr Duwāzdaŧ #	cornu6
58.27354	31.41567	Mafaza	waystations	etape	etape	Bārisk	cornu6
58.52604	31.68852	Mafaza	waystations	relais	relais	Nīmaŧ ?	cornu6
54.19969	31.74166	Mafaza	waystations	etape	etape	Qaryaŧ al-Maǧūs	cornu6
57.21668	31.88986	Mafaza	waystations	relais	relais	Ġamr Surḫ ?	cornu6
58.78635	31.90091	Mafaza	waystations	relais	relais	al-Ḥawḍ	cornu6
57.50413	32.13350	Mafaza	waystations	etape	etape	Biʾr Bar/Ǧāh Bar	cornu6
54.41329	32.14014	Mafaza	villages	village	village	Anǧīraŧ	cornu6
54.65669	32.32168	Mafaza	villages	village	village	Ḫazānaŧ/Ḫarānaŧ	cornu6
57.58788	32.33053	Mafaza	villages	localite	localite	Nāband	cornu6
58.87027	32.43440	Mafaza	waystations	etape	etape	Raʾs al-Māʾ ?	cornu6
55.21675	32.52933	Mafaza	waystations	relais	relais	Sāġand	cornu6
58.85980	32.62196	Mafaza	villages	village	village	Kūkūr ?	cornu6
57.40729	32.65943	Mafaza	waystations	etape	etape	Āb Šūr ?	cornu6
52.72262	32.66383	Mafaza	waystations	etape	etape	Rakūnīn # ?	cornu6
52.12330	32.69688	Mafaza	waystations	etape	etape	Sakš	cornu6
53.32456	32.70128	Mafaza	waystations	etape	etape	Kuškān ?	cornu6
58.87551	32.77833	Mafaza	villages	localite	localite	Ḫawst	cornu6
60.20763	32.81573	Mafaza	towns	ville	ville?	Ṭabas Masīnān/Ṭabas al-ʿUnnāb	cornu6
53.11258	32.84212	Mafaza	waystations	etape	etape?	Nāʾīn	cornu6
52.24892	32.89927	Mafaza	sites	mont	mont	Karkas Kūh	cornu6
51.67468	32.90827	Mafaza	waystations	relais	relais	Dānǧī	cornu5
58.45153	32.93881	Mafaza	towns	ville	ville	Ḫūr	cornu6
55.41827	33.02224	Mafaza	waystations	relais	relais	Bušt Bāḏām	cornu6
51.48549	33.07845	Mafaza	waystations	etape	etape	Ribāṭ Ibn Rustam	cornu5
55.93385	33.24359	Mafaza	waystations	relais	relais	Ribāṭ Āb Šuturān/Ḫān Ušturān	cornu6
57.18746	33.37701	Mafaza	villages	localite	localite	Kurī/Kurīn	cornu6
51.46355	33.39951	Mafaza	sites	forteresse	forteresse	Ḥiṣn Badraŧ	cornu5
56.18509	33.40323	Mafaza	waystations	etape	etape	al-Muhallabī ?	cornu6
54.93672	33.55385	Mafaza	waystations	relais	relais	Ǧarmaq	cornu6
55.43921	33.57348	Mafaza	waystations	etape	etape	Ḥawḍ al-Ḥāǧib ?	cornu6
56.94144	33.58656	Mafaza	towns	cite	cite	Ṭabas Ǧīlakī/Ṭabas al-Tamr	cornu6
56.78965	33.67155	Mafaza	villages	village	village	Ataškahān	cornu6
56.45466	33.73469	Mafaza	waystations	etape	etape	Ribāṭ Ḫūrān/Ribāṭ Kūrān	cornu6
56.79227	33.89125	Mafaza	waystations	etape	etape	Sarīš	cornu6
56.22435	33.94771	Mafaza	waystations	etape	etape	Ḥulwān	cornu6
56.48900	34.11501	Mafaza	waystations	etape	etape	Nuǧāy/Nūḫānī ?	cornu6
56.87872	34.16617	Mafaza	waystations	etape	etape	Bustadārān	cornu6
56.60995	34.25952	Mafaza	sites	relais	relais	Daskardān/Daskarwān #?	cornu6
56.73090	34.30394	Mafaza	waystations	etape	etape	Darzīnak ?	cornu6
56.97011	34.42374	Mafaza	waystations	etape	etape	Bannaŧ/Bunn ?	cornu6
52.27735	34.57768	Mafaza	sites	mont	mont	Siyāh Kūh	cornu6
57.43239	34.84612	Mafaza	waystations	etape	etape	Ribāṭ Zanǧī ?	cornu6
51.31000	34.92405	Mafaza	waystations	etape	etape	Kāǧ	cornu5
51.61984	35.08576	Mafaza	waystations	etape	etape?	Dayr al-Ǧiṣṣ	cornu5
-8.07804	29.19903	Maghrib	waters	wadi	wadi	Wādī Darʿaŧ	cornu12
-9.64810	30.06450	Maghrib	towns	cite	cite	Māssaŧ	cornu12
-8.84130	30.50052	Maghrib	capitals	capitale	capitale	Tarqālaŧ	cornu12
-7.42487	30.93544	Maghrib	waters	wadi	wadi	Wādī Darʿaŧ	cornu12
-5.84677	31.13962	Maghrib	villages	localite	localite	al-Naḥḥāsīn	cornu12
-4.23723	31.27819	Maghrib	capitals	capitale	capitale	Siǧilmāsaŧ	cornu12
-4.23723	31.27819	Maghrib	regions	circon	circon	Siǧilmāsaŧ	cornu12
-7.63570	31.44535	Maghrib	towns	cite	cite	Warīkaŧ/Aġmāt Warīkaŧ	cornu12
-7.69710	31.49952	Maghrib	towns	cite	cite	Aylān/Aġmāt Aylā/Aġmāt Waylā	cornu12
-7.17841	31.78429	Maghrib	towns	cite	cite	Tandalī	cornu12
11.37139	31.81241	Maghrib	sites	mont	mont	Ǧabal Nafūsaŧ	cornu12
-4.48761	31.87198	Maghrib	waters	wadi	wadi	Wādī Zīz	cornu12
-4.52149	32.30201	Maghrib	regions	canton	canton	ʿArīš	cornu12
-3.64184	33.37702	Maghrib	waters	wadi	wadi	Wādī Malwiyyaŧ	cornu12
9.28396	33.61536	Maghrib	regions	region	region	Nafzāwaŧ	cornu12
10.27879	33.69175	Maghrib	waystations	etape	etape	Katānaŧ	cornu12
8.81609	33.80380	Maghrib	towns	ville	ville	Biššará/Bišrī	cornu12
7.90257	33.87018	Maghrib	towns	cite	cite	Nafṭaŧ	cornu12
8.27517	33.88951	Maghrib	regions	region	region	Qasṭīliyaŧ	cornu12
-5.56626	33.91455	Maghrib	towns	cite	cite	Miknāsaŧ	cornu12
8.15027	33.93695	Maghrib	towns	cite	cite	Tawzir	cornu12
-6.88943	33.99489	Maghrib	villages	localite	localite	Ribāṭ	cornu12
8.26247	34.00718	Maghrib	towns	cite	cite	Taqyūs	cornu12
-6.79416	34.04753	Maghrib	towns	cite	cite	Salā	cornu12
8.19472	34.05630	Maghrib	towns	cite	cite	al-Ḥammaŧ	cornu12
-5.02852	34.06727	Maghrib	capitals	capitale	capitale	Fās	cornu12
-5.60437	34.09883	Maghrib	towns	cite	cite	Walīlaŧ	cornu12
-4.53948	34.11636	Maghrib	towns	cite	cite	Maṭmāṭaŧ	cornu12
-4.62840	34.13739	Maghrib	towns	cite	cite	Namālataŧ	cornu12
-4.31719	34.19475	Maghrib	villages	localite	localite	Qalʿaŧ Karmāṭaŧ/Kurmāṭaŧ	cornu12
-4.02927	34.22102	Maghrib	towns	cite	cite	Tīzā/Tāzaŧ	cornu12
-4.39975	34.24946	Maghrib	waters	wadi	wadi	Wādī Īnāwan	cornu12
-3.30734	34.32074	Maghrib	towns	cite	cite	Tābarīdā	cornu12
10.10538	34.35352	Maghrib	waystations	etape	etape	al-Zaytūnaŧ/ʿAyn Zaytūnaŧ/Biʾr Zaytūnaŧ	cornu12
8.82032	34.40681	Maghrib	towns	cite	cite	Qafṣaŧ	cornu12
-2.89875	34.41816	Maghrib	towns	cite	cite	Ṣāʿ	cornu12
-3.67995	34.42515	Maghrib	waters	wadi	wadi	Wādī Masūn	cornu12
-5.98544	34.45352	Maghrib	waters	wadi	wadi	Wādī Sabū	cornu12
-5.30163	34.49584	Maghrib	waters	wadi	wadi	Wādī Warġaŧ	cornu12
-6.48719	34.55645	Maghrib	waters	lac	lac	Buḥayraŧ Aryāġ/Buḥayraŧ al-Riġaŧ	cornu12
-5.83301	34.59132	Maghrib	towns	cite	cite	Kurt	cornu12
-3.92129	34.66535	Maghrib	towns	cite	cite	Kazannāyaŧ #?	cornu12
5.60554	34.67928	Maghrib	towns	cite	cite	Banṭiyūs	cornu12
5.38113	34.69495	Maghrib	towns	cite	cite	Ṭawlaqā	cornu12
-1.65814	34.73932	Maghrib	towns	cite	cite	Madīnaŧ ʿAlawiyyīn	cornu12
6.65773	34.76281	Maghrib	towns	cite	cite	Bādis	cornu12
10.80190	34.77411	Maghrib	towns	cite	cite	Asfāqus	cornu12
5.82783	34.79932	Maghrib	towns	cite	cite	Tahūḏā	cornu12
-5.88806	34.82887	Maghrib	towns	cite	cite	Baṣraŧ	cornu12
10.68123	34.83148	Maghrib	regions	region	region	Qabīšaŧ	cornu12
5.72622	34.84755	Maghrib	towns	cite	cite	Biskaraŧ	cornu12
-1.32364	34.88186	Maghrib	towns	cite	cite	Tilimsān	cornu12
-5.76527	34.99380	Maghrib	waters	wadi	wadi	Wādī Safdad	cornu12
-1.75553	35.03281	Maghrib	towns	cite	cite	Fālūsan/Qaṣr al-Fulūs	cornu12
-1.92701	35.06747	Maghrib	towns	cite	cite	Ġuzzaŧ	cornu12
-5.95157	35.07007	Maghrib	towns	ville	ville	Tušummus	cornu12
-5.95157	35.07007	Maghrib	waters	wadi	wadi	Tušummus	cornu12
-2.28691	35.09519	Maghrib	towns	ville	ville	Ǧarāwaŧ Abū al-ʿAyš	cornu12
9.13153	35.15407	Maghrib	regions	region	region	Qamūdaŧ	cornu12
-4.70461	35.19603	Maghrib	regions	canton	canton	Balad Ġumār	cornu12
0.05881	35.21592	Maghrib	towns	cite	cite	Fakkān/Afkān	cornu12
-3.90859	35.22154	Maghrib	towns	ville	ville	Haǧar al-Naṣr/Qalʿaŧ al-Nusūr/Nākūr/Nukūr	cornu12
6.58045	35.22457	Maghrib	sites	mont	mont	Ǧabal Awrās	cornu12
9.22256	35.23365	Maghrib	capitals	cheflieu	cheflieu	Subayṭilaŧ	cornu12
-1.45702	35.28205	Maghrib	towns	cite	cite	Arǧikūk/al-Šaqūr 	cornu12
-5.52392	35.29674	Maghrib	towns	cite	cite	Ṣanhāǧaŧ	cornu12
-2.96861	35.29761	Maghrib	towns	cite	cite	Amlīl	cornu12
5.35573	35.32395	Maghrib	towns	cite	cite	Ṭubnaŧ	cornu12
1.36504	35.36971	Maghrib	capitals	capitale	capitale	Tāhirt	cornu12
1.36504	35.36971	Maghrib	regions	circon	circon	Tāhirt	cornu12
8.13227	35.37489	Maghrib	regions	canton	canton	Tabassā	cornu12
9.16117	35.41674	Maghrib	towns	cite	cite	Sabībaŧ	cornu12
-1.16486	35.45814	Maghrib	towns	cite	cite	Āslān/Wāslān	cornu12
8.40114	35.48917	Maghrib	villages	localite	localite	Marmāǧannaŧ/Māǧannaŧ	cornu12
11.05807	35.49133	Maghrib	towns	cite	cite	Mahdiyyaŧ	cornu12
6.62915	35.49564	Maghrib	towns	cite	cite	Dūfānaŧ	cornu12
7.12454	35.50598	Maghrib	towns	cite	cite	Bāġāy	cornu12
5.02970	35.54259	Maghrib	towns	cite	cite	Maqqaraŧ	cornu12
0.44200	35.55078	Maghrib	towns	cite	cite	Huwāraŧ	cornu12
5.70399	35.58177	Maghrib	towns	cite	cite	Niqāwus	cornu12
-5.97486	35.58306	Maghrib	towns	cite	cite	Azīlaŧ	cornu12
7.73214	35.61620	Maghrib	towns	cite	cite	al-Miskyānaŧ	cornu12
6.14010	35.63685	Maghrib	towns	cite	cite	Bilizmaŧ	cornu12
4.53218	35.66309	Maghrib	towns	cite	cite	al-Masīlaŧ	cornu12
0.82730	35.67814	Maghrib	towns	cite	cite	Mindās	cornu12
10.14137	35.70049	Maghrib	capitals	capitale	capitale	al-Qayrawān	cornu12
3.16032	35.70178	Maghrib	towns	cite	cite	ʿAšīr	cornu12
-0.61866	35.70565	Maghrib	towns	cite	cite	Wahrān	cornu12
10.80402	35.75548	Maghrib	towns	cite	cite	Munastīr	cornu12
9.86192	35.77610	Maghrib	towns	cite	cite	Ǧalūlāʾ	cornu12
-5.84572	35.77868	Maghrib	regions	territoire	territoire	Tanǧaŧ	cornu12
0.60289	35.78297	Maghrib	towns	cite	cite	al-Baṭḥaŧ	cornu12
8.72082	35.80744	Maghrib	villages	localite	localite	Ubbaŧ	cornu12
10.61560	35.81044	Maghrib	towns	cite	cite	Sūsaŧ	cornu12
-5.33338	35.86107	Maghrib	towns	cite	cite	Sabtaŧ	cornu12
1.90701	35.95410	Maghrib	regions	region	region	Maṭmāṭaŧ	cornu12
7.20287	36.05429	Maghrib	towns	cite	cite	Arkū/Rakwaŧ	cornu12
6.83450	36.08680	Maghrib	towns	cite	cite	Tīǧis	cornu12
2.69033	36.10305	Maghrib	towns	cite	cite	Sūq Karā	cornu12
8.83937	36.10562	Maghrib	towns	cite	cite	Lurbus/al-Urbus	cornu12
3.18573	36.10990	Maghrib	waters	wadi	wadi	Wādī al-Māliḥ	cornu12
1.09406	36.11161	Maghrib	towns	cite	cite	al-Ġuzzaŧ ?	cornu12
5.40760	36.15863	Maghrib	towns	cite	cite	Saṭīf	cornu12
8.71976	36.18255	Maghrib	villages	village	village	Ḫawr al-Kāf	cornu12
1.45396	36.21758	Maghrib	waters	wadi	wadi	Wādī Šalif	cornu12
2.02980	36.21928	Maghrib	villages	village	village	Banū Wārīfan	cornu12
5.60237	36.24063	Maghrib	towns	cite	cite	Ǧamīlā	cornu12
2.22246	36.27861	Maghrib	towns	cite	cite	Miliyānaŧ	cornu12
6.62703	36.33790	Maghrib	towns	cite	cite	al-Qusṭanṭiniyyaŧ/Qusṭanṭiniyyaŧ	cornu12
1.35022	36.34557	Maghrib	towns	cite	cite	Taǧannaŧ	cornu12
3.91612	36.36220	Maghrib	towns	cite	cite	Sūq Ḥamzaŧ	cornu12
10.13608	36.40097	Maghrib	towns	cite	cite	Zaġwān	cornu12
6.28830	36.42482	Maghrib	towns	cite	cite	Mīlā	cornu12
1.37563	36.49038	Maghrib	towns	cite	cite	Tanas	cornu12
2.25421	36.54100	Maghrib	towns	cite	cite/port	Ašrašāl	cornu12
2.84276	36.59413	Maghrib	towns	cite	cite	Mattīǧaŧ	cornu12
10.28004	36.59668	Maghrib	towns	cite	cite	Awḏanaŧ	cornu12
9.20563	36.67738	Maghrib	towns	cite	cite	Bāǧaŧ	cornu12
5.04769	36.70199	Maghrib	sites	port	port	Baǧāyaŧ	cornu12
3.09046	36.70793	Maghrib	towns	cite	cite	Ǧazīraŧ Banū Zaġannāyaŧ	cornu12
10.94269	36.72745	Maghrib	towns	ville	ville	Manzil Bāšū	cornu12
3.58797	36.73169	Maghrib	towns	cite	cite	Marsá al-Daǧǧāǧ	cornu12
3.28946	36.73508	Maghrib	towns	cite	cite/port	Tāmadfūs	cornu12
10.17736	36.77071	Maghrib	towns	cite	cite	Tūnis	cornu12
5.71881	36.77325	Maghrib	towns	cite	cite	Ǧīǧil	cornu12
9.11248	36.81309	Maghrib	regions	region	region	Maknaŧ Abū Manṣūr #?	cornu12
8.42231	36.85460	Maghrib	towns	cite	cite/port	Marsá al-Ḫaraz	cornu12
10.26628	36.87916	Maghrib	towns	cite	cite	Qarṭāǧannaŧ	cornu12
7.74061	36.88509	Maghrib	towns	cite	cite	Būnaŧ	cornu12
8.81185	36.91556	Maghrib	towns	cite	cite	Ṭabarqaŧ	cornu12
10.99773	37.03058	Maghrib	towns	cite	cite	Ǧazīraŧ Abū Šarīk	cornu12
9.82170	37.24070	Maghrib	towns	cite	cite	Banzart	cornu12
43.51007	12.72778	noData	noData	noData	noData	noData	cornu7
44.99099	12.81210	noData	noData	noData	noData	noData	cornu7
44.86827	13.05673	noData	noData	noData	noData	noData	cornu7
43.27301	13.31198	noData	noData	noData	noData	noData	cornu7
44.17683	13.97911	noData	noData	noData	noData	noData	cornu8
44.12940	14.05288	noData	noData	noData	noData	noData	cornu7
44.74355	14.16433	noData	noData	noData	noData	noData	cornu8
43.23381	14.19526	noData	noData	noData	noData	noData	cornu7
44.37876	14.31533	noData	xroads	rPoint	rPoint	RoutPoint0801	cornu8
43.02533	14.47122	noData	noData	noData	noData	noData	cornu7
44.39660	14.54229	noData	noData	noData	noData	noData	cornu7
44.17560	14.88167	noData	xroads	rPoint	rPoint	RoutPoint0701	cornu7
44.26913	14.88867	noData	xroads	rPoint	rPoint	RoutPoint0802	cornu8
43.05763	15.23753	noData	noData	noData	noData	noData	cornu7
44.17050	15.41877	noData	noData	noData	noData	noData	cornu7
45.78041	15.42653	noData	noData	noData	noData	noData	cornu8
45.32826	15.44240	noData	noData	noData	noData	noData	cornu8
42.54671	15.46971	noData	noData	noData	noData	noData	cornu7
42.82566	15.72708	noData	noData	noData	noData	noData	cornu7
44.09710	15.87118	noData	noData	noData	noData	noData	cornu7
43.12845	16.10818	noData	xroads	rPoint	rPoint	RoutPoint0803	cornu8
44.02411	16.39057	noData	noData	noData	noData	noData	cornu7
42.81942	16.45034	noData	xroads	rPoint	rPoint	RoutPoint0804	cornu8
42.74775	16.46407	noData	noData	noData	noData	noData	cornu7
42.71626	16.77760	noData	xroads	rPoint	rPoint	RoutPoint0805	cornu8
42.55098	17.00988	noData	xroads	rPoint	rPoint	RoutPoint0806	cornu8
43.68167	17.02818	noData	noData	noData	noData	noData	cornu7
42.52744	17.05108	noData	noData	noData	noData	noData	cornu7
43.59547	17.31417	noData	noData	noData	noData	noData	cornu7
42.36220	17.33475	noData	noData	noData	noData	noData	cornu7
42.50109	17.34161	noData	noData	noData	noData	noData	cornu7
44.13162	17.49039	noData	noData	noData	noData	noData	cornu8
43.52035	17.64001	noData	noData	noData	noData	noData	cornu8
42.18021	17.91444	noData	noData	noData	noData	noData	cornu7
39.24636	22.41979	noData	xroads	rPoint	rPoint	RoutPoint0702	cornu7
57.71540	22.79185	noData	xroads	rPoint	rPoint	RoutPoint0708	cornu7
39.11532	22.82697	noData	xroads	rPoint	rPoint	RoutPoint0703	cornu7
57.72912	22.84241	noData	xroads	rPoint	rPoint	RoutPoint0707	cornu7
35.66637	22.87825	noData	noData	noData	noData	noData	cornu7
39.17322	22.99819	noData	xroads	rPoint	rPoint	RoutPoint0704	cornu7
32.70635	23.00335	noData	noData	noData	noData	noData	cornu10
32.63674	23.13126	noData	noData	noData	noData	noData	cornu10
32.65149	23.16952	noData	noData	noData	noData	noData	cornu10
58.36603	23.53921	noData	xroads	rPoint	rPoint	RoutPoint0706	cornu7
42.87282	23.80557	noData	xroads	rPoint	rPoint	RoutPoint0709	cornu7
32.81303	23.86016	noData	noData	noData	noData	noData	cornu10
32.81795	24.01161	noData	noData	noData	noData	noData	cornu10
32.78693	24.02232	noData	noData	noData	noData	noData	cornu10
32.85199	24.07483	noData	noData	noData	noData	noData	cornu10
38.04189	24.08274	noData	noData	noData	noData	noData	cornu9
67.33938	24.13910	noData	noData	noData	noData	noData	cornu20
67.60873	24.44466	noData	xroads	rPoint	rPoint	RoutPoint2001	cornu20
39.53597	24.44955	noData	noData	noData	noData	noData	cornu9
32.93106	24.45420	noData	noData	noData	noData	noData	cornu10
67.71342	24.53335	noData	xroads	rPoint	rPoint	RoutPoint1905	cornu19
46.69314	24.58959	noData	noData	noData	noData	noData	cornu9
32.86025	24.95820	noData	noData	noData	noData	noData	cornu11
32.54759	25.25900	noData	noData	noData	noData	noData	cornu11
49.54316	25.27985	noData	noData	noData	noData	noData	cornu9
66.70122	25.32585	noData	noData	noData	noData	noData	cornu20
68.38891	25.34015	noData	noData	noData	noData	noData	cornu20
69.62830	25.36875	noData	noData	noData	noData	noData	cornu20
55.98750	25.37617	noData	xroads	rPoint	rPoint	RoutPoint0705	cornu7
68.28628	25.39828	noData	xroads	rPoint	rPoint	RoutPoint1906	cornu19
41.42429	25.55300	noData	noData	noData	noData	noData	cornu9
32.53840	25.63094	noData	noData	noData	noData	noData	cornu11
39.21945	25.78047	noData	noData	noData	noData	noData	cornu9
32.83266	25.89182	noData	noData	noData	noData	noData	cornu11
68.94268	25.90129	noData	noData	noData	noData	noData	cornu20
33.13064	25.90701	noData	xroads	rPoint	rPoint	RoutPoint1101	cornu11
32.86638	25.99449	noData	noData	noData	noData	noData	cornu11
43.91699	26.07604	noData	noData	noData	noData	noData	cornu7
43.91699	26.07604	noData	xroads	rPoint	rPoint	RoutPoint0710	cornu7
61.73465	26.12472	noData	xroads	rPoint	rPoint	RoutPoint1908	cornu19
66.30567	26.15128	noData	noData	noData	noData	noData	cornu20
31.98818	26.19613	noData	noData	noData	noData	noData	cornu11
61.37513	26.22872	noData	xroads	rPoint	rPoint	RoutPoint1909	cornu19
65.22578	26.22931	noData	xroads	rPoint	rPoint	RoutPoint1907	cornu19
44.39764	26.36250	noData	noData	noData	noData	noData	cornu9
68.84247	26.46332	noData	noData	noData	noData	noData	cornu20
31.79967	26.57610	noData	noData	noData	noData	noData	cornu11
37.97634	26.60624	noData	noData	noData	noData	noData	cornu9
42.26444	26.74510	noData	noData	noData	noData	noData	cornu9
37.97240	26.79664	noData	noData	noData	noData	noData	cornu9
31.58664	26.83350	noData	noData	noData	noData	noData	cornu11
42.58583	27.08908	noData	noData	noData	noData	noData	cornu7
37.84314	27.09700	noData	noData	noData	noData	noData	cornu9
31.18662	27.13192	noData	noData	noData	noData	noData	cornu11
40.29365	27.17653	noData	xroads	rPoint	rPoint	RoutPoint0908	cornu9
61.55950	27.19216	noData	xroads	rPoint	rPoint	RoutPoint1910	cornu19
56.36540	27.24617	noData	xroads	rPoint	rPoint	RoutPoint0604	cornu6
31.05809	27.25506	noData	noData	noData	noData	noData	cornu10
43.02661	27.45736	noData	noData	noData	noData	noData	cornu7
38.50125	27.60589	noData	noData	noData	noData	noData	cornu7
65.31533	27.67109	noData	xroads	rPoint	rPoint	RoutPoint1911	cornu19
69.04816	27.70178	noData	noData	noData	noData	noData	cornu20
