Lon	Lat	Region	TypeCatOld	KW_Simple	KW_Working	Name	Map
53.70323	29.36324	Faris	waystations	etape	etape	Kaṯ	cornu6
52.80644	29.37477	Faris	waystations	etape	etape	Qaryaŧ al-Rummān	cornu6
51.30074	29.39151	Faris	villages	localite	localite	Hindūǧān/Hindīǧān	cornu6
54.85047	29.41342	Faris	waystations	etape	etape	Zarūdūwaŧ	cornu6
51.17294	29.42208	Faris	towns	cite	cite	Tawwaz/Tawwaǧ !?	cornu6
51.03513	29.44172	Faris	towns	cite	cite	Tawwaz/Tawwaǧ ?!	cornu6
51.83196	29.50280	Faris	waters	lac	lac	Buḥayraŧ Kāzarūn	cornu6
52.49957	29.50609	Faris	waystations	etape	etape	Kafrah/Kafr	cornu6
52.92548	29.54062	Faris	waystations	etape	etape	Dāriyān	cornu6
53.33817	29.54292	Faris	towns	cite	cite	Ḫurrāmaŧ	cornu6
51.30575	29.54859	Faris	towns	cite	cite	Ḫašt	cornu6
52.22036	29.56820	Faris	waystations	etape	etape	Ḫān al-Asad	cornu6
51.51373	29.57692	Faris	towns	ville	ville	Kumāriǧ	cornu6
50.53898	29.60089	Faris	towns	cite	cite	Ǧannābaŧ	cornu6
51.68412	29.60743	Faris	towns	cite	cite	Kāzarūn	cornu6
51.94222	29.60960	Faris	villages	localite	localite	Dašt Arzan	cornu6
52.52867	29.61884	Faris	metropoles	metropole	metropole	Šīrāz	cornu6
51.42853	29.64228	Faris	waters	riviere	riviere	Nahr Sābūr	cornu6
51.54129	29.66188	Faris	towns	cite	cite	Darīz	cornu6
53.92036	29.69008	Faris	sites	citadelle	citadelle	Qaryaŧ al-Ās	cornu6
53.47044	29.69700	Faris	waters	lac	lac	Buḥayraŧ al-Bāšfūyaŧ/ Buḥayraŧ al-Bāšfūriyyaŧ#	cornu6
50.38864	29.74023	Faris	waystations	etape	etape	Sanǧāhān ?	cornu6
54.30902	29.77106	Faris	towns	cite	cite?	Ṣahīh/Ṣāhik	cornu6
52.74824	29.77510	Faris	villages	localite	localite	Rakān	cornu6
52.87257	29.77510	Faris	sites	barrage	barrage	Raʾs al-Sikr	cornu6
53.73617	29.78210	Faris	towns	cite	cite	Ābāḏaŧ	cornu6
53.44398	29.79117	Faris	waystations	etape	etape	Ǧūbānan	cornu6
51.51624	29.83157	Faris	regions	circonscription	circonscription	Sābūr/Šahrastān	cornu6
51.51624	29.83157	Faris	capitals	capitale	capitale	Šahrastān/Sābūr	cornu6
53.22441	29.83708	Faris	waystations	etape	etape	ZiyādābāḏZiyādāwāḏ ?	cornu6
51.92718	29.86635	Faris	regions	region	region	Tīr Mardān	cornu6
52.29587	29.87379	Faris	villages	village	village	Ǧuwaym	cornu6
53.16886	29.88067	Faris	waystations	etape	etape	Kalwaḏār/Qalwaḏar/Qaryaŧ al-Ḥammām ?	cornu6
50.27838	29.92283	Faris	towns	cite	cite	Sīnīz/Šīnīz	cornu6
51.11281	29.92934	Faris	regions	region	region	Bazranǧ	cornu6
52.49428	29.94029	Faris	towns	cite	cite	Hazār/Azār Sābūr ?	cornu6
54.09036	29.95166	Faris	waystations	etape	etape	Ḫawaristān	cornu6
50.46130	29.96408	Faris	waystations	etape	etape?	Ṣāḥik	cornu6
52.92548	29.97008	Faris	capitals	capitale	capitale	Iṣṭaḫr	cornu6
53.06569	29.97467	Faris	towns	cite	cite	Fārūq	cornu6
52.19005	29.98842	Faris	waystations	etape	etape	Ḫullār/Ḫullān	cornu6
53.78841	30.00577	Faris	waystations	etape	etape	Raʾs al-Dunyā ?	cornu6
51.44858	30.01617	Faris	regions	region	region	Ḫumayǧān	cornu6
52.36712	30.03958	Faris	towns	cite	cite	al-Bayḍāʾ/Nasā	cornu6
51.94541	30.04859	Faris	waystations	etape	etape	al-Ḫarrāraŧ	cornu6
50.21436	30.06436	Faris	towns	cite	cite	Mahrūbān	cornu6
51.78402	30.09815	Faris	villages	localite	localite	Ǧarkān/Ḫarkān/Karkān/al-Karǧān ?	cornu6
52.67428	30.09815	Faris	sites	citadelle	citadelle	Qalʿaŧ Saʿīdābāḏ	cornu6
54.41315	30.11392	Faris	towns	cite	cite	Harāŧ	cornu6
54.70209	30.12067	Faris	waystations	etape	etape	Rāḏān/Dāḏān ?	cornu6
51.55235	30.12743	Faris	towns	cite	cite	Nūbandaǧān/Nūbanǧān	cornu6
53.03090	30.13418	Faris	waystations	etape	etape	Qaryaŧ Ibn Bundār	cornu6
55.05872	30.13418	Faris	towns	cite	cite	Šābābak/Šābāwak/Šahrbābāk	cornu6
51.64606	30.15444	Faris	sites	citadelle	citadelle	Qalʿaŧ al-Ǧiṣṣ ?	cornu6
53.16106	30.17019	Faris	regions	district	district	Kamīn	cornu6
53.16106	30.17019	Faris	villages	bourgade	bourgade	Kamīn	cornu6
52.63784	30.18595	Faris	towns	cite	cite	Maʾīn/Maʿīn #?	cornu6
51.50809	30.24443	Faris	villages	localite	localite	Ḫawāḏān/Ḫawrāwāḏān/Ḫawrābāḏān/Ḫūbaḏān	cornu6
55.98281	30.24893	Faris	towns	cite	cite	Ūnas ?	cornu6
49.70675	30.25118	Faris	towns	cite	cite	Hinduwān/Hindīǧān	cornu6
53.19750	30.28490	Faris	waystations	etape	etape	Kahamandaŧ/Kihmand/Kamahank	cornu6
50.84951	30.29389	Faris	towns	cite	cite	Ǧunbaḏ Mallaġān/Ǧunbaḏ Mallaǧān	cornu6
51.25820	30.30738	Faris	villages	bourgade	pont/bourgade/etape	Daḫwīd/Darḫīḏ	cornu6
55.70689	30.31412	Faris	towns	cite	cite	Dih Ušturān/Qaryaŧ al-Ǧimāl ?	cornu6
50.22217	30.34108	Faris	villages	localite	localite	Rīšahr	cornu6
52.21353	30.39049	Faris	waystations	etape	etape	Mihrǧānāwāz	cornu6
56.02186	30.39947	Faris	regions	territoire	territoire	al-Rūḏān	cornu6
56.02186	30.39947	Faris	towns	cite	cite	al-Rūḏān	cornu6
51.17750	30.39947	Faris	regions	region	region	Balā Sābūr	cornu6
50.51371	30.44661	Faris	xroads	rPoint	rPoint	RoutePoints0699	cornu6
53.61920	30.46456	Faris	towns	cite	cite	Bawwān	cornu6
52.48426	30.50270	Faris	waystations	etape	etape	Ḫūsikān	cornu6
51.90116	30.50943	Faris	regions	region	region	Kām Fayrūz	cornu6
50.39397	30.51616	Faris	towns	cite	cite	Zaytūn/Zaytān/Firzuk #?	cornu6
52.86431	30.60582	Faris	towns	cite	cite	Muškān	cornu6
50.29766	30.61030	Faris	capitals	capitale	capitale	Arrāǧān	cornu6
53.18449	30.63942	Faris	villages	bourgade	bourgade	Qaryaŧ Bīḏ/Bīḏ/Qaryaŧ al-Ḫillāf	cornu6
51.93240	30.69092	Faris	waystations	etape	etape	Kūrd/Kūrad ?	cornu6
51.92199	30.72449	Faris	villages	localite	localite	Kallār	cornu6
53.12982	30.73791	Faris	towns	cite	cite	Karaŧ	cornu6
50.80266	30.74015	Faris	villages	village	village?	Ṣāhik	cornu6
52.44000	30.74910	Faris	regions	region	region	al-Rūn	cornu6
51.99227	30.77818	Faris	regions	canton	canton/cite	Ūrd #?	cornu6
52.44521	30.82066	Faris	towns	cite	cite/etape	Qaṣr Aʿīn/Qaṣr Āyīn/al-Rūn	cornu6
55.25395	30.88547	Faris	towns	cite	cite	Abān	cornu6
52.67168	30.91897	Faris	villages	localite	localite	Iqlīd	cornu6
50.42781	30.99710	Faris	regions	region	region	Sardān	cornu6
52.79142	31.05956	Faris	towns	cite	cite	Sarmaq/al-Surmaq	cornu6
53.25737	31.15094	Faris	towns	cite	cite	Abarqūh	cornu6
52.66127	31.16430	Faris	capitals	cite	cite	Ābāḏaŧ/Arǧumān	cornu6
52.62743	31.17990	Faris	regions	region	region	Arǧumān	cornu6
52.62743	31.17990	Faris	regions	region	region	Barm	cornu6
51.81266	31.19326	Faris	waystations	etape	etape	Ǧaʿfarābāḏ ?	cornu6
52.02871	31.25559	Faris	waystations	etape	etape	Ḫān Rūšan/Ḫān Awīs/Ḫuwāriš 	cornu6
51.81266	31.35567	Faris	waystations	etape	etape	Sumayram	cornu6
52.43219	31.42233	Faris	towns	cite	cite	Sarwīstān/Sarūrīr	cornu6
51.91938	31.44454	Faris	sites	site	site	Mās ?	cornu6
52.17709	31.51558	Faris	waystations	etape	etape	Azkās	cornu6
50.73914	31.53831	Faris	towns	cite	cite	Lūrdaǧān/al-Lūriǧān	cornu4
53.84828	31.55774	Faris	waystations	etape	etape	Qaryaŧ al-Asad #	cornu6
54.62400	31.76601	Faris	towns	cite	cite	al-Fahraǧ	cornu6
51.69552	31.79256	Faris	waystations	etape	etape	Karū	cornu6
51.96103	31.80584	Faris	waystations	etape	etape	Rūzkān ?	cornu6
54.34286	31.90975	Faris	regions	territoire	territoire	Yazd/Kaṯaŧ	cornu6
54.34286	31.90975	Faris	towns	cite	cite	Yazd/Kaṯaŧ	cornu6
51.86732	32.00251	Faris	waystations	etape	etape	Qūmisaŧ	cornu6
53.98932	32.27744	Faris	towns	cite	cite	Maybuḏ #	cornu6
53.66217	32.40568	Faris	towns	ville	ville	ʿUqdaŧ	cornu6
48.27394	30.33563	Iraq	towns	cite	cite	ʿAbbādān	cornu3
47.71735	30.40147	Iraq	capitals	capitale	capitale	al-Baṣraŧ	cornu3
47.81460	30.41050	Iraq	waters	canal	canal	Nahr al-Ubullaŧ	cornu3
47.99265	30.43759	Iraq	towns	cite	cite	Abū al-Ḫaṣīb	cornu3
48.03005	30.46468	Iraq	towns	cite	cite	Bayān ?	cornu3
47.69640	30.49305	Iraq	waters	canal	canal	Nahr al-Maʿqil	cornu3
47.83555	30.49692	Iraq	towns	cite	cite	al-Ubullaŧ	cornu3
47.55725	30.86237	Iraq	waters	cours	cours	Nahr al-ʿAwrā	cornu3
47.04854	30.98302	Iraq	waters	canal	canal	Nahr Abī al-Asad	cornu3
47.47945	31.41304	Iraq	regions	canton	canton	Maysān	cornu3
47.33731	31.46283	Iraq	towns	cite	cite	ʿAbdās	cornu3
47.37621	31.48197	Iraq	towns	cite	cite	al-Maḏār	cornu3
44.18717	31.65292	Iraq	towns	cite	cite	al-Qādisiyyaŧ	cornu9
46.62959	31.71519	Iraq	sites	site	site	al-Qaṭr	cornu3
46.36450	31.78987	Iraq	sites	etape	etape	al-Ruṣāfaŧ	cornu3
46.58171	31.83729	Iraq	waystations	etape	etape	al-Fārūṯ	cornu3
44.36286	31.97375	Iraq	towns	ville	ville	al-Ḫawarnaq	cornu3
44.33826	31.98379	Iraq	villages	localite	localite	Naǧāf	cornu3
45.29796	31.98716	Iraq	regions	region	region	al-Baṭāʾiḥ/al-Baṭīḥaŧ	cornu3
44.37232	32.01734	Iraq	towns	ville	ville	al-Ḥīraŧ	cornu3
44.39355	32.03808	Iraq	capitals	capitale	capitale	al-Kūfaŧ	cornu3
46.59233	32.17087	Iraq	towns	cite	cite	Bāḏibīn ?	cornu3
47.70188	32.17254	Iraq	towns	cite	cite	Qurqūb ?	cornu3
46.32308	32.19497	Iraq	capitals	capitale	capitale	Wāsiṭ	cornu3
46.77226	32.19607	Iraq	towns	cite	cite	al-Sikr ?	cornu3
47.30428	32.22674	Iraq	towns	cite	cite	al-Ṭīb	cornu3
44.36844	32.24535	Iraq	waystations	etape	etape	Šāhī/Sāhī ?	cornu3
44.54578	32.25849	Iraq	regions	canton	canton	Badāŧ/Budāŧ	cornu3
46.41887	32.32633	Iraq	regions	circonscription	circonscription	Kaskar	cornu3
44.34773	32.39084	Iraq	towns	cite	cite	Ḥammām Ibn ʿUmar ?	cornu3
46.13150	32.46405	Iraq	towns	cite	cite	Fam al-Ṣilḥ	cornu3
44.29724	32.48043	Iraq	villages	localite	localite	Sūq Asad ?	cornu3
44.43704	32.48152	Iraq	towns	cite	cite	al-Ǧāmiʿān/al-Ǧāmiʿayn	cornu3
45.96969	32.49681	Iraq	towns	cite	cite	Nahr Sābus	cornu3
44.89011	32.51100	Iraq	towns	cite	cite	al-Nīl	cornu3
45.10369	32.53829	Iraq	waters	canal	canal	Nahr al-Nīl	cornu3
46.46676	32.54047	Iraq	waters	riviere	riviere	Nahr Diǧlaŧ	cornu3
44.44611	32.54156	Iraq	waters	canal	canal	Nahr Sūrā	cornu3
45.72633	32.55466	Iraq	towns	cite	cite	Ǧabbūl	cornu3
44.30760	32.55902	Iraq	regions	canton	canton	Fallūǧaŧ	cornu3
44.42281	32.57211	Iraq	towns	cite	cite	Bābil	cornu3
45.42650	32.59694	Iraq	towns	cite	cite	al-Nuʿmāniyyaŧ/Tall Nuʿmān	cornu3
44.03706	32.61792	Iraq	towns	cite	cite	Karbalāʾ	cornu3
43.52574	32.62337	Iraq	towns	cite	cite	ʿAyn al-Tamr	cornu3
44.36585	32.64626	Iraq	towns	cite	cite	Ǧisr Sūrā/Ǧisr Sūrān ?	cornu3
44.34902	32.70401	Iraq	towns	cite	cite	Qaṣr Ibn Hubayraŧ ?	cornu3
45.31987	32.74104	Iraq	towns	cite	cite	Ǧarǧarāyā	cornu3
44.20922	32.74321	Iraq	waters	canal	canal	Nahr al-ʿAlqamī	cornu3
44.72053	32.74430	Iraq	waters	canal	canal	Nahr Kūṯá	cornu3
44.62604	32.75737	Iraq	towns	cite	cite	Kūṯá Rabbaŧ	cornu3
44.36973	32.87594	Iraq	waystations	etape	etape	Ǧisr Kūṯá	cornu3
44.98460	32.91181	Iraq	towns	cite	cite	Dayr al-ʿĀqūl	cornu3
46.46935	32.94441	Iraq	regions	canton	canton	Bākusāyā	cornu3
44.50953	32.94875	Iraq	waters	canal	canal	Nahr al-Malik ?	cornu3
44.84610	32.97916	Iraq	towns	cite	cite	al-Sīb	cornu3
44.36455	33.05406	Iraq	villages	village	village	Nahr al-Malik	cornu3
44.59672	33.09075	Iraq	towns	cite	cite	al-Madāʾīn	cornu3
44.97772	33.09856	Iraq	waters	canal	canal	Nahr al-Nahrawān	cornu3
45.93688	33.09968	Iraq	regions	canton	canton	Bādarāyā ?	cornu3
44.37025	33.10972	Iraq	villages	village	village	Ṣarṣar/Ǧisr Ṣarṣar	cornu3
44.14778	33.13984	Iraq	waters	canal	canal	Nahr Ṣarṣar	cornu3
44.93375	33.20675	Iraq	towns	cite	cite	ʿAbartā	cornu3
44.13579	33.26692	Iraq	waters	canal	canal	Nahr ʿIsá	cornu3
44.43153	33.30144	Iraq	regions	canton	canton	Kalwāḏá	cornu3
44.35293	33.31703	Iraq	quarter	quartier	quartier	al-Karḫ	cornu3
43.78276	33.33483	Iraq	towns	cite	cite	Dimimmā	cornu3
44.18108	33.34374	Iraq	sites	tall	tall	ʿAqarqūf	cornu3
44.35693	33.35932	Iraq	metropoles	metropole	metropole	Baġdād	cornu3
44.21572	33.37712	Iraq	regions	canton	canton	Bādūrayā	cornu3
43.70150	33.39492	Iraq	towns	cite	cite	al-Anbār	cornu3
44.24636	33.39714	Iraq	regions	canton	canton	Qaṭrabbul	cornu3
44.06385	33.41382	Iraq	waystations	etape	etape	al-Saylaḥīn ?	cornu3
44.59405	33.43161	Iraq	towns	cite	cite	al-Nahrawān	cornu3
43.26055	33.46273	Iraq	villages	localite	localite	al-Rabb	cornu3
44.36092	33.50829	Iraq	towns	cite	cite	Baradān	cornu3
44.70196	33.60709	Iraq	waystations	etape	etape	Dayr Bāzamaŧ / Dayr Tīrmaŧ ?	cornu3
42.80628	33.64370	Iraq	towns	cite	cite	Hīt	cornu3
44.64201	33.70578	Iraq	towns	cite	cite	Buwahriz	cornu3
45.48927	33.71797	Iraq	towns	cite	cite	Bandanīǧān/Bandanīǧīn	cornu3
44.63801	33.73126	Iraq	towns	cite	cite	Bāǧisrá	cornu3
44.65666	33.76006	Iraq	towns	cite	cite	Baʿqūbā/Bāqūbaŧ	cornu3
44.26367	33.81321	Iraq	towns	cite	cite	Aywānaŧ/Awānaŧ/Uwānaŧ	cornu3
42.61179	33.82317	Iraq	waystations	etape	etape	al-Nāwusaŧ	cornu3
44.22504	33.85526	Iraq	towns	cite	cite	ʿUkbarā	cornu3
44.92310	33.94151	Iraq	towns	cite	cite	Daskaraŧ/Daskaraŧ al-Malik	cornu3
44.18508	33.95808	Iraq	towns	cite	cite	Ḥarbá	cornu3
45.01502	33.97686	Iraq	towns	cite	cite	al-Hārūniyya/Ṭarastān	cornu3
44.44618	33.97797	Iraq	waters	canal	canal	Nahr al-Qāṭūl	cornu3
44.08916	34.02656	Iraq	towns	cite	cite	ʿAlṯ / al-ʿAlṯ	cornu3
43.98259	34.09388	Iraq	waystations	etape	etape	al-Qādisiyyaŧ	cornu3
45.11759	34.17989	Iraq	towns	cite	cite	Ǧalūlā	cornu3
43.88134	34.20964	Iraq	capitals	capitale	capitale	Sāmarrāʾ	cornu3
43.87468	34.29663	Iraq	villages	localite	localite	al-Karḫ	cornu3
45.44708	34.34844	Iraq	towns	cite	cite	Ḫāniqīn	cornu3
43.80541	34.46814	Iraq	towns	cite	cite	al-Dūr	cornu3
45.93468	34.47862	Iraq	capitals	capitale	capitale	Ḥulwān	cornu3
45.62659	34.49996	Iraq	villages	localite	localite	Qaṣr Šīrīn	cornu3
43.69617	34.59215	Iraq	towns	cite	cite	Takrīt	cornu3
43.72814	34.62614	Iraq	waystations	etape	etape	Ǧabiltā/Ǧabultā	cornu3
43.89840	34.80370	Iraq	sites	mont	mont	Ǧabal Bārimmā	cornu2
43.60292	34.81448	Iraq	waystations	etape	etape	al-Sūdaqāniyyaŧ	cornu3
43.88401	34.93688	Iraq	sites	montagne	montagne	Ǧabal Bārimmā	cornu3
43.57361	35.07982	Iraq	waystations	etape	etape	Bārimmā	cornu3
44.46217	35.13976	Iraq	villages	localite	localite	Daqūqāʾ	cornu3
43.46591	35.26076	Iraq	towns	cite	cite	al-Sinn	cornu2
46.61972	13.56967	Jazirat al-Arab	towns	cite	cite	Aḥwar	cornu7
46.54442	13.67538	Jazirat al-Arab	regions	region	region	Aḥwar	cornu7
49.59980	14.76671	Jazirat al-Arab	towns	cite	cite/port	al-Šiḥr	cornu7
46.92186	15.24886	Jazirat al-Arab	waters	wadi	wadi	Šanuwaŧ/Sanūʾaŧ #	cornu7
48.80405	15.64792	Jazirat al-Arab	regions	region	region	Ḥaḍramawt	cornu7
40.07137	15.69528	Jazirat al-Arab	regions	ile	ile	Dahlak	cornu7
42.51067	17.58374	Jazirat al-Arab	regions	region	region	Tihāmaŧ	cornu7
44.29950	17.58603	Jazirat al-Arab	towns	cite	cite	Naǧrān	cornu7
43.54039	17.60657	Jazirat al-Arab	villages	localite	localite	al-Mahǧaraŧ ?	cornu7
43.43742	17.85975	Jazirat al-Arab	waystations	etape	etape?	Šarūraŧ ?	cornu7
43.19302	18.17110	Jazirat al-Arab	waystations	etape	etape	al-Ṯuǧǧaŧ ?	cornu7
42.98036	18.48351	Jazirat al-Arab	regions	mikhlaf	mikhlaf	Kuṯbaŧ/Kuṯnaŧ	cornu7
41.39305	18.62751	Jazirat al-Arab	towns	cite	cite	Ḥalī	cornu7
42.69682	18.63711	Jazirat al-Arab	towns	cite	cite	Ǧuraš	cornu7
42.44873	18.77618	Jazirat al-Arab	regions	region	region	Ǧuraš	cornu7
42.82847	18.87682	Jazirat al-Arab	waystations	etape	etape	Yabambam/Yabanbam	cornu7
39.48379	19.02737	Jazirat al-Arab	waters	mer	mer	Baḥr al-Qulzum	cornu7
41.48925	19.08509	Jazirat al-Arab	waters	wadi	wadi	Wādī Yabaŧ	cornu7
41.15761	19.12337	Jazirat al-Arab	waystations	etape	etape	Qanawnaŧ	cornu7
42.78290	19.20706	Jazirat al-Arab	sites	site	site	Banāt Ǧarm/Banāt Ḥarm/Banāt Ḥarb ?	cornu7
50.85870	19.38865	Jazirat al-Arab	regions	region	region	al-Aḥqāf	cornu7
42.71961	19.51994	Jazirat al-Arab	waystations	etape	etape	Ǧusadāʾ ?	cornu7
40.96521	19.56050	Jazirat al-Arab	villages	localite	localite	Dawqaŧ	cornu7
41.23862	19.80364	Jazirat al-Arab	regions	region	region	ʿAšam	cornu7
40.76268	19.83698	Jazirat al-Arab	sites	port	port	al-Sirrayn	cornu7
42.62594	19.93935	Jazirat al-Arab	waystations	etape	etape	Bīšaŧ	cornu7
42.69682	20.04402	Jazirat al-Arab	regions	region	region	Bīšaŧ	cornu7
42.41439	20.04558	Jazirat al-Arab	waystations	etape	etape	Tabālaŧ	cornu7
43.29934	20.06543	Jazirat al-Arab	regions	region	region	Huǧayraŧ	cornu7
40.33707	20.18053	Jazirat al-Arab	waystations	etape	etape	al-Līṯ	cornu7
42.10410	20.30924	Jazirat al-Arab	villages	village	village	Ranyaŧ	cornu7
41.87220	20.55409	Jazirat al-Arab	waystations	etape	etape?	Kudayy ?	cornu7
40.08231	20.84741	Jazirat al-Arab	waystations	etape	etape	Yalamlam	cornu7
41.68929	20.85351	Jazirat al-Arab	waystations	etape	etape?	Ṣafr ?	cornu7
41.57497	21.09750	Jazirat al-Arab	regions	mikhlaf	mikhlaf	Turabaŧ	cornu7
40.43179	21.10664	Jazirat al-Arab	sites	mont	mont	Ǧabal Ǧazwān/Ǧabal Ġazwān #?	cornu7
40.40566	21.21629	Jazirat al-Arab	towns	cite	cite	al-Ṭāʾif	cornu7
41.64030	21.25283	Jazirat al-Arab	villages	localite	localite	Turabaŧ	cornu7
40.20316	21.32282	Jazirat al-Arab	villages	village	village	ʿArafāt	cornu7
39.93206	21.35325	Jazirat al-Arab	towns	cite	cite	Miná	cornu7
39.83612	21.39132	Jazirat al-Arab	metropoles	metropole	metropole	Makkaŧ	cornu7
39.57789	21.41489	Jazirat al-Arab	villages	localite	localite	Qurayn	cornu7
41.28101	21.44752	Jazirat al-Arab	waystations	etape	etape	al-Futuq ?	cornu7
39.17790	21.46201	Jazirat al-Arab	towns	cite	cite	Ǧuddaŧ	cornu7
40.21296	21.46576	Jazirat al-Arab	towns	cite	cite	Qarn/Qarn al-Manāzil	cornu7
39.79161	21.53869	Jazirat al-Arab	sites	miqat	miqat	al-Tanʿīm	cornu7
40.42853	21.62677	Jazirat al-Arab	villages	localite	localite	Ḏāt ʿIrq	cornu7
39.73935	21.64499	Jazirat al-Arab	villages	localite	localite	Baṭn Marr	cornu7
41.07197	21.73300	Jazirat al-Arab	waystations	etape	etape	al-Ǧudad ?	cornu7
40.68003	21.73300	Jazirat al-Arab	waystations	etape	etape	Awṭās ?	cornu7
39.46144	21.88079	Jazirat al-Arab	sites	aiguade	aiguade	ʿUsfān	cornu7
40.84007	21.89675	Jazirat al-Arab	sites	aiguade	aiguade	al-Ġamraŧ ?	cornu7
40.98726	22.03204	Jazirat al-Arab	waystations	etape	etape	al-Waǧraŧ	cornu7
39.41808	22.10557	Jazirat al-Arab	towns	cite	cite	Ḫulayṣ	cornu7
46.55875	22.14096	Jazirat al-Arab	regions	region	region	al-Falaǧ	cornu7
39.56795	22.38571	Jazirat al-Arab	villages	localite	localite	al-Ḫaym/Ḫaym Umm Maʿbad/Qudayd	cornu7
40.79626	22.44276	Jazirat al-Arab	waystations	etape	etape	al-Mislaḥ	cornu7
41.51032	22.44819	Jazirat al-Arab	waystations	etape	etape	al-Šubaykaŧ	cornu7
39.12422	22.60833	Jazirat al-Arab	towns	cite	cite	al-Ǧuḥfaŧ	cornu7
58.11018	22.61105	Jazirat al-Arab	towns	cite	cite	Milaḥ	cornu7
57.66352	22.68969	Jazirat al-Arab	towns	cite	cite	al-Qalʿaŧ	cornu7
57.96619	22.71138	Jazirat al-Arab	towns	cite	cite	Samad	cornu7
41.65725	22.78726	Jazirat al-Arab	villages	village	village	Qubāʾ ?	cornu7
57.52541	22.86309	Jazirat al-Arab	towns	cite	cite	Nazwaŧ	cornu7
40.75512	23.02816	Jazirat al-Arab	waystations	etape	etape	al-Ufayʿiyyaŧ	cornu7
56.82897	23.05520	Jazirat al-Arab	towns	cite	cite	al-Sirr	cornu7
39.09190	23.06872	Jazirat al-Arab	waters	wadi	wadi	Wādī Furʿ	cornu7
41.92466	23.22544	Jazirat al-Arab	waystations	etape	etape	al-Daṯīnaŧ/Dafīnaŧ	cornu7
39.09484	23.22814	Jazirat al-Arab	waystations	etape	etape	al-Abwāʾ	cornu7
40.35548	23.28483	Jazirat al-Arab	towns	cite	cite	al-Suwāriqiyyaŧ	cornu7
48.95073	23.29563	Jazirat al-Arab	regions	region	region	Yabrīn #?	cornu7
39.02138	23.51137	Jazirat al-Arab	regions	region	region	al-Ḥiǧāz	cornu7
56.30591	23.53023	Jazirat al-Arab	towns	cite	cite	Ḍank	cornu7
42.45066	23.54101	Jazirat al-Arab	waystations	etape	etape	al-Falǧaŧ ?	cornu7
58.63618	23.54370	Jazirat al-Arab	towns	cite	cite	Masqaṭ	cornu7
39.23295	23.58141	Jazirat al-Arab	waystations	etape	etape	Suqyāʾ Banū Ġifār #?	cornu7
51.97155	23.61911	Jazirat al-Arab	regions	region	region	al-Sabḫaŧ #?	cornu7
45.37745	23.64065	Jazirat al-Arab	regions	region	region	al-Sudd #?	cornu7
53.39087	23.69448	Jazirat al-Arab	regions	region	region	al-Baynūnaŧ	cornu7
38.80098	23.72676	Jazirat al-Arab	towns	cite	cite	Badr	cornu7
47.26694	23.77518	Jazirat al-Arab	regions	region	region	al-Ḫarǧ	cornu7
38.50713	23.81820	Jazirat al-Arab	towns	cite	cite	al-Ǧār	cornu7
56.45284	23.82088	Jazirat al-Arab	regions	circon	circon	ʿUmān	cornu7
39.20944	23.85851	Jazirat al-Arab	sites	montee	montee	al-ʿArǧ	cornu7
55.85631	23.89613	Jazirat al-Arab	towns	cite	cite	Ḥafīt	cornu7
40.99902	24.01161	Jazirat al-Arab	waystations	etape	etape	al-ʿUmaq	cornu7
39.23589	24.01966	Jazirat al-Arab	waystations	etape	etape	Ruwayṯaŧ	cornu7
46.32366	24.02771	Jazirat al-Arab	regions	region	region	al-Ṯaniyyaŧ	cornu7
38.95085	24.03308	Jazirat al-Arab	villages	village	village	al-Ṣafrāʾ	cornu7
46.73506	24.08674	Jazirat al-Arab	regions	region	region	al-Yamāmaŧ	cornu7
42.99135	24.09211	Jazirat al-Arab	waystations	etape	etape	Ǧadīlaŧ ?	cornu7
38.12512	24.10820	Jazirat al-Arab	towns	cite	cite/port	Yanbuʿ	cornu7
40.29083	24.11089	Jazirat al-Arab	waters	wadi	wadi	Wādī al-ʿAqīq	cornu7
39.29760	24.11893	Jazirat al-Arab	waystations	etape	etape	Rawḥāʾ	cornu7
47.35509	24.15648	Jazirat al-Arab	waystations	etape	etape	Sulaymaŧ ?	cornu7
55.77403	24.19401	Jazirat al-Arab	towns	cite	cite	Tuʾām	cornu7
39.35343	24.19669	Jazirat al-Arab	waystations	etape	etape	Sayyālaŧ	cornu7
39.45628	24.29047	Jazirat al-Arab	waystations	etape	etape	Malal	cornu7
41.22235	24.34402	Jazirat al-Arab	waystations	etape	etape	al-Salīlaŧ	cornu7
56.69086	24.35205	Jazirat al-Arab	capitals	capitale	capitale	Ṣuḥār	cornu7
39.56501	24.40558	Jazirat al-Arab	villages	village	village	Ḏū al-Ḥulayfaŧ	cornu7
39.58264	24.44572	Jazirat al-Arab	villages	village	village	Qubā	cornu7
39.60908	24.47782	Jazirat al-Arab	towns	cite	cite	al-Madīnaŧ/Madīntaŧ al-Nabī/Yaṯrib	cornu7
40.02342	24.59544	Jazirat al-Arab	waystations	etape	etape	al-Ṭarafaŧ/al-Ṭaraf	cornu7
46.73212	24.64352	Jazirat al-Arab	capitals	capitale	capitale	al-Ḥaǧr	cornu7
42.86206	24.64886	Jazirat al-Arab	waystations	etape	etape	Ḍariyyaŧ	cornu7
39.59145	24.64886	Jazirat al-Arab	sites	mont	mont	Ǧabal Uḥud	cornu7
41.30169	24.66756	Jazirat al-Arab	waystations	etape	etape	Rabaḏaŧ	cornu7
