poly,name
"POLYGON ((45.7891161350568 32.44843395415648, 45.78773784726074 32.43871768999234, 45.78541383586909 32.42918330812419, 45.78216648238198 32.41992262986147, 45.77802706058868 32.41102484059822, 45.77303543538389 32.40257563090908, 45.76723967884704 32.39465637130217, 45.76069560728186 32.38734332857661, 45.75346624367488 32.38070693133157, 45.7456212107496 32.37481109170032, 45.73723606046162 32.36971258984153, 45.72839154639201 32.36546052711521, 45.71917284604616 32.36209585320984, 45.70966874054786 32.35965097177442, 45.69997075962853 32.35814942835371, 45.69017230014587 32.35760568363168, 45.68036772662109 32.35802497416721, 45.67065146245695 32.35940326196327, 45.6611170805888 32.36172727335493, 45.65185640232608 32.36497462684203, 45.64295861306282 32.36911404863534, 45.63450940337368 32.37410567384013, 45.62659014376678 32.37990143037698, 45.61927710104122 32.38644550194216, 45.61264070379617 32.39367486554914, 45.60674486416493 32.40151989847442, 45.60164636230613 32.4099050487624, 45.59739429957982 32.41874956283201, 45.59402962567444 32.42796826317785, 45.59158474423903 32.43747236867615, 45.59008320081832 32.44717034959549, 45.58953945609628 32.45696880907815, 45.58995874663182 32.46677338260293, 45.60655439487009 32.64699415513147, 45.60793268266615 32.65671041929561, 45.6102566940578 32.66624480116375, 45.61350404754491 32.67550547942648, 45.61764346933821 32.68440326868973, 45.622635094543 32.69285247837887, 45.62843085107985 32.70077173798578, 45.63497492264503 32.70808478071133, 45.64220428625201 32.71472117795638, 45.65004931917729 32.72061701758762, 45.65843446946527 32.72571551944642, 45.66727898353488 32.72996758217273, 45.67649768388073 32.73333225607811, 45.68600178937903 32.73577713751352, 45.69569977029836 32.73727868093423, 45.70549822978102 32.73782242565627, 45.7153028033058 32.73740313512073, 45.72501906746994 32.73602484732467, 45.73455344933809 32.73370083593301, 45.74381412760081 32.73045348244591, 45.75271191686407 32.72631406065261, 45.7611611265532 32.72132243544782, 45.76908038616011 32.71552667891097, 45.77639342888567 32.70898260734579, 45.78302982613071 32.70175324373881, 45.78892566576196 32.69390821081353, 45.79402416762075 32.68552306052555, 45.79827623034707 32.67667854645594, 45.80164090425244 32.66745984611009, 45.80408578568786 32.65795574061179, 45.80558732910857 32.64825775969246, 45.80613107383061 32.6384593002098, 45.80571178329507 32.62865472668501, 45.7891161350568 32.44843395415648))",جبل
"POLYGON ((48.04597207835845 30.0983797717987, 48.04433321160638 30.0887040505168, 48.041753849915 30.07923555750993, 48.0382588339474 30.07006547954176, 48.03388182261794 30.06128212947599, 48.02866496893843 30.05297009577523, 48.02265851406162 30.04520942786783, 48.01592030343144 30.03807486522815, 48.00851522969975 30.03163511759457, 48.0005146077746 30.02595220325712, 47.99199548801872 30.02108085178745, 47.98303991421238 30.01706797696319, 47.97373413342694 30.01395222496255, 47.96416776541844 30.01176360218053, 47.9544329395403 30.01052318625095, 47.94462340748733 30.01024292305729, 47.93483364041562 30.01092551168732, 47.92515791913372 30.01256437843939, 47.91568942612685 30.01514374013077, 47.90651934815868 30.01863875609837, 47.89773599809291 30.02301576742783, 47.88942396439215 30.02823262110734, 47.88166329648475 30.03423907598415, 47.87452873384508 30.04097728661432, 47.86808898621149 30.04838236034602, 47.86240607187403 30.05638298227117, 47.85753472040437 30.06490210202705, 47.85352184558011 30.07385767583339, 47.85040609357947 30.08316345661883, 47.84821747079745 30.09272982462733, 47.84697705486787 30.10246465050547, 47.84669679167421 30.11227418255845, 47.84737938030425 30.12206394963015, 47.93020814929943 30.81658620952549, 47.9318470160515 30.82626193080739, 47.93442637774288 30.83573042381425, 47.93792139371048 30.84490050178243, 47.94229840503994 30.85368385184819, 47.94751525871945 30.86199588554895, 47.95352171359626 30.86975655345636, 47.96025992422643 30.87689111609603, 47.96766499795812 30.88333086372961, 47.97566561988327 30.88901377806707, 47.98418473963916 30.89388512953673, 47.9931403134455 30.897898004361, 48.00244609423093 30.90101375636164, 48.01201246223944 30.90320237914366, 48.02174728811758 30.90444279507324, 48.03155682017055 30.90472305826689, 48.04134658724226 30.90404046963686, 48.05102230852416 30.9024016028848, 48.06049080153102 30.89982224119341, 48.0696608794992 30.89632722522582, 48.07844422956497 30.89195021389635, 48.08675626326573 30.88673336021684, 48.09451693117312 30.88072690534004, 48.1016514938128 30.87398869470986, 48.10809124144639 30.86658362097817, 48.11377415578384 30.85858299905302, 48.1186455072535 30.85006387929714, 48.12265838207777 30.84110830549079, 48.12577413407841 30.83180252470536, 48.12796275686043 30.82223615669686, 48.12920317279001 30.81250133081872, 48.12948343598367 30.80269179876574, 48.12880084735363 30.79290203169404, 48.04597207835845 30.0983797717987))",نهر دبا
"POLYGON ((53.17915268367709 29.86865248840802, 53.1825002152265 29.8594275494336, 53.18492742535854 29.84991891559214, 53.18641093871279 29.84021816022548, 53.18693646824468 29.83041870691077, 53.18649895281753 29.82061492974035, 53.18510260594407 29.81090124444768, 53.18276087520803 29.80137119913216, 53.17949631275649 29.79211657333983, 53.17534035811047 29.78322649417616, 53.17033303538509 29.77478657796331, 53.16452256783546 29.76687810570814, 53.15796491344042 29.75957724032168, 53.15072322599657 29.75295429312865, 53.14286724691271 29.747073046731, 53.13447263356191 29.74199014074655, 53.12562023065972 29.73775452633853, 53.11639529168531 29.73440699478912, 53.10688665784384 29.73197978465708, 53.09718590247718 29.73049627130283, 53.08738644916247 29.72997074177094, 53.07758267199206 29.73040825719809, 53.06786898669939 29.73180460407155, 53.05833894138387 29.73414633480759, 53.04908431559154 29.73741089725912, 53.04019423642787 29.74156685190514, 53.03175432021501 29.74657417463053, 53.02384584795985 29.75238464218015, 53.01654498257339 29.7589422965752, 53.00992203538036 29.76618398401904, 53.00404078898271 29.77403996310291, 52.99895788299825 29.78243457645371, 52.99472226859024 29.7912869793559, 52.81050378395175 30.23044251526347, 52.80715625240234 30.23966745423789, 52.8047290422703 30.24917608807935, 52.80324552891604 30.25887684344601, 52.80271999938415 30.26867629676072, 52.8031575148113 30.27848007393114, 52.80455386168476 30.28819375922381, 52.80689559242081 30.29772380453933, 52.81016015487234 30.30697843033166, 52.81431610951836 30.31586850949533, 52.81932343224374 30.32430842570818, 52.82513389979337 30.33221689796335, 52.83169155418841 30.33951776334981, 52.83893324163226 30.34614071054284, 52.84678922071613 30.35202195694049, 52.85518383406692 30.35710486292494, 52.86403623696911 30.36134047733296, 52.87326117594353 30.36468800888237, 52.88276980978499 30.36711521901441, 52.89247056515165 30.36859873236866, 52.90227001846636 30.36912426190055, 52.91207379563677 30.3686867464734, 52.92178748092945 30.36729039959994, 52.93131752624497 30.3649486688639, 52.9405721520373 30.36168410641237, 52.94946223120097 30.35752815176635, 52.95790214741382 30.35252082904096, 52.96581061966899 30.34671036149134, 52.97311148505545 30.34015270709629, 52.97973443224848 30.33291101965245, 52.98561567864613 30.32505504056858, 52.99069858463058 30.31666042721778, 52.9949341990386 30.30780802431559, 53.17915268367709 29.86865248840802))",بئر
"POLYGON ((52.82820674684009 30.48933747137659, 52.8210178213994 30.49601765232955, 52.81451828483354 30.50337030429908, 52.80877073123263 30.51132461722735, 52.8038305126798 30.51980398673258, 52.7997452061803 30.52872675185115, 52.79655415546898 30.53800698147729, 52.79428809210858 30.5475553019266, 52.79296883952804 30.55727975765352, 52.79260910285088 30.56708669683347, 52.79321234653795 30.57688167328112, 52.79477276102277 30.58657035601881, 52.79727531866086 30.5960594377354, 52.80069591845411 30.6052575333867, 52.80500161815663 30.6140760602834, 52.81015095152655 30.62243009119078, 52.81609432766861 30.63023917222443, 52.82277450862157 30.63742809766511, 52.8301271605911 30.64392763423098, 52.83808147351937 30.64967518783188, 52.8465608430246 30.65461540638472, 52.85548360814317 30.65870071288422, 52.86476383776931 30.66189176359554, 52.87431215821862 30.66415782695593, 52.88403661394554 30.66547707953647, 52.89384355312549 30.66583681621364, 52.90363852957314 30.66523357252657, 52.91332721231083 30.66367315804174, 52.92281629402742 30.66117060040366, 52.93201438967872 30.65775000061041, 52.94083291657542 30.65344430090788, 52.9491869474828 30.64829496753796, 52.95699602851645 30.64235159139591, 53.38739105365713 30.28009570208355, 53.39457997909782 30.27341552113058, 53.40107951566368 30.26606286916105, 53.40682706926459 30.25810855623278, 53.41176728781742 30.24962918672755, 53.41585259431692 30.24070642160898, 53.41904364502825 30.23142619198284, 53.42130970838864 30.22187787153353, 53.42262896096918 30.21215341580661, 53.42298869764634 30.20234647662667, 53.42238545395927 30.19255150017901, 53.42082503947445 30.18286281744133, 53.41832248183636 30.17337373572473, 53.41490188204311 30.16417564007343, 53.41059618234059 30.15535711317674, 53.40544684897067 30.14700308226936, 53.39950347282861 30.1391940012357, 53.39282329187565 30.13200507579502, 53.38547063990612 30.12550553922915, 53.37751632697785 30.11975798562825, 53.36903695747262 30.11481776707542, 53.36011419235405 30.11073246057591, 53.35083396272791 30.10754140986459, 53.3412856422786 30.1052753465042, 53.33156118655168 30.10395609392366, 53.32175424737174 30.1035963572465, 53.31195927092408 30.10419960093357, 53.30227058818639 30.10576001541839, 53.2927815064698 30.10826257305648, 53.2835834108185 30.11168317284973, 53.2747648839218 30.11598887255225, 53.26641085301442 30.12113820592217, 53.25860177198077 30.12708158206422, 52.82820674684009 30.48933747137659))",كماهنك
"POLYGON ((47.16771328542953 34.03665592956594, 47.16429653340105 34.02745640391883, 47.15999452277116 34.01863607676523, 47.15484868425396 34.01027989267732, 47.14890857508735 34.00246832627585, 47.14223140176981 33.99527660721545, 47.13488146913049 33.98877399568211, 47.1269295610386 33.98302311537957, 47.11845225871602 33.97807935042888, 47.10953120321827 33.97399031198907, 47.10025230918656 33.97079537973561, 47.09070493744275 33.96852532261262, 47.08098103439588 33.96720200251114, 47.07117424654789 33.96683816372714, 47.06137901862672 33.96743731022702, 47.05168968403185 33.96899367190244, 47.04219955635216 33.97149226013968, 47.03300003070505 33.97490901216816, 47.02417970355145 33.97921102279805, 47.01582351946355 33.98435686131526, 47.00801195306207 33.99029697048186, 47.00082023400167 33.99697414379941, 46.99431762246833 34.00432407643872, 46.98856674216579 34.01227598453061, 46.9836229772151 34.02075328685319, 46.97953393877529 34.02967434235094, 46.97633900652183 34.03895323638265, 46.97406894939884 34.04850060812646, 46.97274562929736 34.05822451117334, 46.97238179051336 34.06803129902132, 46.97298093701324 34.07782652694249, 46.97453729868866 34.08751586153736, 46.9770358869259 34.09700598921705, 47.12039423101119 34.54994996743342, 47.12381098303967 34.55914949308053, 47.12811299366955 34.56796982023413, 47.13325883218676 34.57632600432203, 47.13919894135337 34.58413757072351, 47.14587611467091 34.59132928978391, 47.15322604731023 34.59783190131725, 47.16117795540212 34.60358278161979, 47.1696552577247 34.60852654657048, 47.17857631322244 34.61261558501029, 47.18785520725416 34.61581051726375, 47.19740257899797 34.61808057438674, 47.20712648204484 34.61940389448822, 47.21693326989283 34.61976773327222, 47.226728497814 34.61916858677234, 47.23641783240887 34.61761222509692, 47.24590796008856 34.61511363685968, 47.25510748573567 34.6116968848312, 47.26392781288927 34.60739487420131, 47.27228399697717 34.6022490356841, 47.28009556337865 34.59630892651749, 47.28728728243905 34.58963175319995, 47.29378989397239 34.58228182056064, 47.29954077427493 34.57432991246875, 47.30448453922562 34.56585261014617, 47.30857357766543 34.55693155464842, 47.31176850991889 34.54765266061671, 47.31403856704188 34.5381052888729, 47.31536188714336 34.52838138582602, 47.31572572592736 34.51857459797804, 47.31512657942748 34.50877937005686, 47.31357021775206 34.499090035462, 47.31107162951481 34.48959990778231, 47.16771328542953 34.03665592956594))",قصر عمرو
"POLYGON ((34.80857931476701 32.38082737060812, 34.79903692365461 32.38311827401381, 34.78976502956422 32.38633346398217, 34.78085292590445 32.3904419764762, 34.77238644110542 32.39540424427467, 34.76444711204396 32.401172478026, 34.75711139879903 32.40769112648594, 34.75044994829929 32.41489741150636, 34.74452691395457 32.42272193262316, 34.73939933782346 32.43108933542067, 34.73511660126713 32.43991903723586, 34.7317199493798 32.44912600321344, 34.72924209377594 32.45862156523801, 34.72770689755955 32.46831427585647, 34.72712914550942 32.47811078896699, 34.72751440169361 32.48791675879301, 34.72885895588448 32.49763774848459, 34.73114985929017 32.50718013959698, 34.73436504925853 32.51645203368737, 34.73847356175256 32.52536413734714, 34.74343582955103 32.53383062214618, 34.74920406330236 32.54176995120763, 34.7557227117623 32.54910566445256, 34.76292899678272 32.5557671149523, 34.77075351789952 32.56169014929703, 34.77912092069703 32.56681772542813, 34.78795062251222 32.57110046198446, 34.7971575884898 32.57449711387179, 34.80665315051437 32.57697496947566, 34.81634586113283 32.57851016569204, 34.82614237424335 32.57908791774218, 34.83594834406937 32.57870266155798, 34.84566933376095 32.57735810736711, 35.02760877900166 32.543021811727, 35.03715117011406 32.54073090832131, 35.04642306420445 32.53751571835296, 35.05533516786421 32.53340720585892, 35.06380165266325 32.52844493806046, 35.07174098172471 32.52267670430913, 35.07907669496964 32.51615805584919, 35.08573814546938 32.50895177082877, 35.0916611798141 32.50112724971196, 35.09678875594521 32.49275984691445, 35.10107149250154 32.48393014509927, 35.10446814438887 32.47472317912168, 35.10694599999273 32.46522761709711, 35.10848119620912 32.45553490647865, 35.10905894825925 32.44573839336813, 35.10867369207506 32.43593242354212, 35.10732913788419 32.42621143385054, 35.1050382344785 32.41666904273814, 35.10182304451014 32.40739714864775, 35.09771453201611 32.39848504498799, 35.09275226421764 32.39001856018895, 35.08698403046631 32.38207923112749, 35.08046538200637 32.37474351788256, 35.07325909698595 32.36808206738282, 35.06543457586915 32.3621590330381, 35.05706717307164 32.357031456907, 35.04823747125645 32.35274872035066, 35.03903050527887 32.34935206846333, 35.0295349432543 32.34687421285947, 35.01984223263584 32.34533901664308, 35.01004571952532 32.34476126459295, 35.0002397496993 32.34514652077714, 34.99051876000772 32.34649107496801, 34.80857931476701 32.38082737060812))",قيسارية
"POLYGON ((42.60447936115626 19.67731595061395, 42.59739363877429 19.67052639945928, 42.58967654369402 19.66446406409425, 42.58140239575965 19.65918732812243, 42.57265087953891 19.65474700939578, 42.56350627691707 19.65118587061097, 42.55405665541633 19.64853820748121, 42.54439302005742 19.64682951844979, 42.53460843693153 19.64607625912616, 42.52479713692296 19.64628568380938, 42.5150536082142 19.64745577562527, 42.50547168631307 19.64957526594999, 42.49614365036548 19.65262374293309, 42.48715933445683 19.65657184807477, 42.47860526246065 19.66138155896423, 42.4705638147664 19.66700655545638, 42.46311243491127 19.67339266576005, 42.45632288375661 19.68047838814202, 42.45026054839158 19.68819548322229, 42.44498381241976 19.69646963115666, 42.44054349369311 19.70522114737739, 42.4369823549083 19.71436574999924, 42.43433469177853 19.72381537149998, 42.43262600274711 19.73347900685889, 42.43187274342349 19.74326358998478, 42.43208216810671 19.75307488999335, 42.43325225992259 19.76281841870211, 42.43537175024731 19.77240034060324, 42.43842022723042 19.78172837655083, 42.44236833237209 19.79071269245948, 42.44717804326156 19.79926676445566, 42.45280303975371 19.80730821214991, 42.45918915005738 19.81475959200504, 42.53083271374346 19.89049324098635, 42.53791843612542 19.89728279214101, 42.5456355312057 19.90334512750604, 42.55390967914006 19.90862186347787, 42.5626611953608 19.91306218220452, 42.57180579798264 19.91662332098933, 42.58125541948338 19.91927098411909, 42.5909190548423 19.92097967315051, 42.60070363796819 19.92173293247413, 42.61051493797675 19.92152350779091, 42.62025846668551 19.92035341597503, 42.62984038858665 19.91823392565031, 42.63916842453424 19.9151854486672, 42.64815274044289 19.91123734352553, 42.65670681243907 19.90642763263606, 42.66474826013332 19.90080263614391, 42.67219963998844 19.89441652584024, 42.67898919114311 19.88733080345828, 42.68505152650814 19.87961370837801, 42.69032826247996 19.87133956044364, 42.69476858120661 19.8625880442229, 42.69832971999142 19.85344344160106, 42.70097738312118 19.84399382010032, 42.7026860721526 19.83433018474141, 42.70343933147623 19.82454560161552, 42.70322990679301 19.81473430160695, 42.70205981497713 19.80499077289819, 42.6999403246524 19.79540885099705, 42.6968918476693 19.78608081504946, 42.69294374252762 19.77709649914081, 42.68813403163816 19.76854242714464, 42.682509035146 19.76050097945039, 42.67612292484234 19.75304959959526, 42.60447936115626 19.67731595061395))",بیشة
"POLYGON ((50.60237970378497 30.34136631488494, 50.60572105777047 30.33213913654595, 50.60814190058915 30.32262887963021, 50.6096189182013 30.31292713311067, 50.61013788611988 30.30312733010981, 50.60969380640015 30.29332384808767, 50.60829095577257 30.28361109993523, 50.60594284445556 30.27408262472673, 50.60267208604469 30.26483018688722, 50.59851017973147 30.25594289245101, 50.5934972069488 30.24750633092179, 50.58768144536496 30.23960175099899, 50.58111890394321 30.23230527810834, 50.5738727835449 30.22568718127245, 50.5660128682706 30.21981119638166, 50.55761485340106 30.2147339123826, 50.54875961641029 30.21050422629572, 50.5395324380713 30.20716287231022, 50.53002218115557 30.20474202949154, 50.52032043463602 30.2032650118794, 50.51052063163517 30.20274604396081, 50.50071714961302 30.20319012368054, 50.49100440146058 30.20459297430812, 50.48147592625208 30.20694108562514, 50.47222348841258 30.210211844036, 50.46333619397636 30.21437375034922, 50.45489963244714 30.21938672313189, 50.44699505252434 30.22520248471573, 50.4396985796337 30.23176502613748, 50.43308048279781 30.23901114653579, 50.42720449790701 30.24687106181009, 50.42212721390796 30.25526907667964, 50.41789752782108 30.26412431367039, 50.22330345014176 30.72888620895393, 50.21996209615625 30.73811338729293, 50.21754125333757 30.74762364420867, 50.21606423572543 30.75732539072821, 50.21554526780685 30.76712519372906, 50.21598934752657 30.77692867575121, 50.21739219815416 30.78664142390365, 50.21974030947117 30.79616989911215, 50.22301106788203 30.80542233695165, 50.22717297419526 30.81430963138787, 50.23218594697793 30.82274619291709, 50.23800170856177 30.83065077283989, 50.24456424998352 30.83794724573054, 50.25181037038183 30.84456534256643, 50.25967028565613 30.85044132745722, 50.26806830052567 30.85551861145628, 50.27692353751643 30.85974829754316, 50.28615071585542 30.86308965152866, 50.29566097277116 30.86551049434734, 50.30536271929071 30.86698751195948, 50.31516252229156 30.86750647987807, 50.32496600431371 30.86706240015834, 50.33467875246615 30.86565954953075, 50.34420722767464 30.86331143821374, 50.35345966551414 30.86004067980288, 50.36234695995037 30.85587877348965, 50.37078352147958 30.85086580070699, 50.37868810140238 30.84505003912314, 50.38598457429303 30.8384874977014, 50.39260267112892 30.83124137730309, 50.39847865601971 30.82338146202878, 50.40355594001877 30.81498344715924, 50.40778562610565 30.80612821016848, 50.60237970378497 30.34136631488494))",ارجان
"POLYGON ((61.58805051833745 36.41049229889892, 61.59135587102334 36.40125216306777, 61.59373961584217 36.39173253979819, 61.59517879602826 36.38202510826621, 61.59565955148967 36.37222335634412, 61.59517725228852 36.36242168026109, 61.59373654322974 36.35271447551595, 61.59135129912915 36.3431952277969, 61.58804449119135 36.33395561266321, 61.58384796578447 36.32508461265952, 61.57880213774223 36.31666766036525, 61.57295560114699 36.30878581563215, 61.56636466134223 36.30151498493366, 61.55909279268123 36.29492519034406, 61.55121002723439 36.28907989518758, 61.54279228034215 36.28403539285195, 61.53392061950867 36.27984026465227, 61.52468048367753 36.27653491196639, 61.51516086040795 36.27415116714755, 61.50545342887597 36.27271198696147, 61.49565167695387 36.27223123150005, 61.48585000087084 36.27271353070121, 61.4761427961257 36.27415423975999, 61.46662354840665 36.27653948386057, 61.45738393327296 36.27984629179837, 61.44851293326928 36.28404281720525, 61.440095980975 36.2890886452475, 61.4322141362419 36.29493518184273, 61.42494330554342 36.3015261216475, 61.41835351095381 36.3087979903085, 61.41250821579734 36.31668075575534, 61.40746371346171 36.32509850264758, 61.40326858526203 36.33397016348106, 61.07234981997691 37.13305671283585, 61.06904446729102 37.14229684866699, 61.06666072247219 37.15181647193657, 61.0652215422861 37.16152390346855, 61.06474078682469 37.17132565539065, 61.06522308602585 37.18112733147368, 61.06666379508462 37.19083453621882, 61.06904903918521 37.20035378393786, 61.07235584712301 37.20959339907155, 61.07655237252989 37.21846439907524, 61.08159820057213 37.22688135136951, 61.08744473716737 37.23476319610261, 61.09403567697213 37.2420340268011, 61.10130754563313 37.2486238213907, 61.10919031107997 37.25446911654718, 61.11760805797221 37.25951361888281, 61.12647971880569 37.26370874708249, 61.13571985463683 37.26701409976837, 61.14523947790642 37.26939784458721, 61.15494690943839 37.27083702477329, 61.16474866136049 37.27131778023471, 61.17455033744352 37.27083548103355, 61.18425754218866 37.26939477197477, 61.19377678990771 37.26700952787419, 61.2030164050414 37.26370271993639, 61.21188740504508 37.25950619452951, 61.22030435733936 37.25446036648727, 61.22818620207246 37.24861382989203, 61.23545703277095 37.24202289008726, 61.24204682736055 37.23475102142626, 61.24789212251702 37.22686825597943, 61.25293662485265 37.21845050908718, 61.25713175305233 37.20957884825371, 61.58805051833745 36.41049229889892))",أشترمغك
"POLYGON ((62.2393045120353 36.73277467596598, 62.23366067792135 36.72474643811137, 62.22725711549488 36.7173100508967, 62.2201554945626 36.71053713079601, 62.21242420761624 36.70449290473232, 62.20413771117543 36.69923558190673, 62.19537580873075 36.694815793212, 62.1862228821925 36.69127610362936, 62.17676707924674 36.68865060230448, 62.1670994644449 36.68696457425036, 62.15731314220237 36.68623425683885, 62.14750236015211 36.68646668342585, 62.13776160148838 36.68765961561626, 62.12818467504194 36.68980156482098, 62.11886381184976 36.69287190289825, 62.10988877691968 36.69684106081397, 62.10134600474433 36.70167081340764, 62.09331776688971 36.70731464752159, 62.08588137967504 36.71371820994806, 62.07910845957436 36.72081983088033, 62.07306423351066 36.7285511178267, 62.06780691068508 36.73683761426751, 62.06338712199035 36.74559951671218, 62.0598474324077 36.75475244325043, 62.05722193108282 36.7642082461962, 62.05553590302871 36.77387586099804, 62.0548055856172 36.78366218324057, 62.05503801220419 36.79347296529082, 62.05623094439461 36.80321372395456, 62.05837289359933 36.812790650401, 62.06144323167659 36.82211151359318, 62.06541238959231 36.83108654852326, 62.07024214218598 36.83962932069861, 62.52607606751056 37.5608367503421, 62.53171990162451 37.56886498819672, 62.53812346405098 37.57630137541138, 62.54522508498325 37.58307429551207, 62.55295637192962 37.58911852157576, 62.56124286837043 37.59437584440135, 62.5700047708151 37.59879563309608, 62.57915769735335 37.60233532267873, 62.58861350029912 37.60496082400361, 62.59828111510096 37.60664685205772, 62.60806743734349 37.60737716946923, 62.61787821939375 37.60714474288223, 62.62761897805748 37.60595181069182, 62.63719590450392 37.6038098614871, 62.6465167676961 37.60073952340984, 62.65549180262618 37.59677036549412, 62.66403457480153 37.59194061290044, 62.67206281265614 37.5862967787865, 62.67949919987081 37.57989321636003, 62.6862721199715 37.57279159542775, 62.69231634603519 37.56506030848139, 62.69757366886078 37.55677381204057, 62.70199345755551 37.5480119095959, 62.70553314713815 37.53885898305765, 62.70815864846303 37.52940318011188, 62.70984467651715 37.51973556531004, 62.71057499392866 37.50994924306752, 62.71034256734166 37.50013846101726, 62.70914963515125 37.49039770235353, 62.70700768594653 37.48082077590708, 62.70393734786926 37.4714999127149, 62.69996818995354 37.46252487778482, 62.69513843735987 37.45398210560948, 62.2393045120353 36.73277467596598))",مهدي آباذ
"POLYGON ((52.33331739709708 29.66755299135939, 52.32916897108895 29.65865939657375, 52.32416879615779 29.65021524373206, 52.31836502672157 29.64230185464222, 52.3118135562526 29.63499543956707, 52.30457747899292 29.62836636327787, 52.29672648232217 29.62247846740312, 52.28833617563009 29.61738845559873, 52.27948736215671 29.61314534746087, 52.27026526081306 29.60979000644042, 52.26075868547638 29.60735474630563, 52.25105918966399 29.60586301994284, 52.24126018482284 29.60532919349238, 52.23145604072624 29.6057584079948, 52.22174117664132 29.6071465298798, 52.21220915201991 29.60948019077481, 52.20295176546985 29.61273691624969, 52.19405817068421 29.61688534225782, 52.18561401784252 29.62188551718899, 52.17770062875268 29.62768928662521, 52.17039421367753 29.63424075709418, 52.16376513738834 29.64147683435386, 52.15787724151358 29.64932783102461, 52.1527872297092 29.6577181377167, 52.14854412157133 29.66656695119006, 52.14518878055088 29.67578905253371, 52.14275352041609 29.68529562787039, 52.1412617940533 29.69499512368278, 52.14072796760284 29.70479412852393, 52.14115718210526 29.71459827262054, 52.14254530399026 29.72431313670545, 52.14487896488527 29.73384516132687, 52.14813569036016 29.74310254787693, 52.27752178104096 30.06024454320719, 52.28167020704909 30.06913813799283, 52.28667038198025 30.07758229083452, 52.29247415141648 30.08549567992436, 52.29902562188544 30.09280209499951, 52.30626169914513 30.0994311712887, 52.31411269581587 30.10531906716346, 52.32250300250796 30.11040907896784, 52.33135181598133 30.1146521871057, 52.34057391732498 30.11800752812615, 52.35008049266166 30.12044278826095, 52.35977998847405 30.12193451462374, 52.3695789933152 30.12246834107419, 52.3793831374118 30.12203912657177, 52.38909800149672 30.12065100468677, 52.39863002611813 30.11831734379177, 52.4078874126682 30.11506061831688, 52.41678100745384 30.11091219230875, 52.42522516029553 30.10591201737759, 52.43313854938536 30.10010824794136, 52.44044496446051 30.0935567774724, 52.4470740407497 30.08632070021272, 52.45296193662446 30.07846970354197, 52.45805194842885 30.07007939684988, 52.46229505656671 30.06123058337651, 52.46565039758716 30.05200848203286, 52.46808565772195 30.04250190669618, 52.46957738408474 30.03280241088379, 52.4701112105352 30.02300340604264, 52.46968199603278 30.01319926194604, 52.46829387414778 30.00348439786112, 52.46596021325277 29.99395237323971, 52.46270348777789 29.98469498668965, 52.33331739709708 29.66755299135939))",قرية جويم
"POLYGON ((59.89617995798123 42.20684636790587, 59.89905668584468 42.19746394266739, 59.90099992298595 42.18784472773223, 59.90199095496907 42.1780813613986, 59.90202023761432 42.16826787022152, 59.9010874889138 42.1584987634856, 59.89920169174739 42.14886812302905, 59.89638100737267 42.13946869718413, 59.89265260052215 42.13039100755994, 59.88805237779192 42.12172247726996, 59.88262464184161 42.11354658899958, 59.87642166473555 42.10594208102222, 59.86950318453414 42.09898218890677, 59.86193582998375 42.09273394021894, 59.85379247884545 42.08725750900927, 59.8451515560423 42.082605636304, 59.8360962783845 42.07882312218027, 59.82671385314602 42.07594639431682, 59.81709463821085 42.07400315717555, 59.80733127187723 42.07301212519242, 59.79751778070015 42.07298284254717, 59.78774867396423 42.0739155912477, 59.77811803350769 42.07580138841411, 59.76871860766276 42.07862207278882, 59.75964091803857 42.08235047963935, 59.75097238774859 42.08695070236958, 59.7427964994782 42.09237843831988, 59.73519199150085 42.09858141542595, 59.72823209938539 42.10549989562735, 59.72198385069757 42.11306725017774, 59.7165074194879 42.12121060131604, 59.71185554678263 42.1298515241192, 59.70807303265889 42.138906801777, 59.40066244158771 42.99004648948462, 59.39778571372426 42.9994289147231, 59.39584247658299 43.00904812965826, 59.39485144459987 43.01881149599188, 59.39482216195461 43.02862498716897, 59.39575491065514 43.03839409390488, 59.39764070782155 43.04802473436143, 59.40046139219626 43.05742416020636, 59.40418979904679 43.06650184983054, 59.40879002177702 43.07517038012053, 59.41421775772733 43.08334626839091, 59.42042073483339 43.09095077636827, 59.4273392150348 43.09791066848372, 59.43490656958519 43.10415891717155, 59.44304992072349 43.10963534838122, 59.45169084352664 43.11428722108649, 59.46074612118444 43.11806973521022, 59.47012854642292 43.12094646307367, 59.47974776135808 43.12288970021494, 59.48951112769171 43.12388073219807, 59.49932461886879 43.12391001484332, 59.50909372560471 43.12297726614279, 59.51872436606125 43.12109146897638, 59.52812379190618 43.11827078460167, 59.53720148153037 43.11454237775114, 59.54587001182035 43.10994215502091, 59.55404590009073 43.1045144190706, 59.56165040806809 43.09831144196454, 59.56861030018354 43.09139296176313, 59.57485854887137 43.08382560721275, 59.58033498008104 43.07568225607444, 59.58498685278631 43.06704133327129, 59.58876936691004 43.05798605561349, 59.89617995798123 42.20684636790587))",وردراغ
