poly,name
"POLYGON ((59.77304932111861 42.25029901500133, 59.77592402667701 42.24091596994609, 59.77786519049851 42.23129633639932, 59.77885411811436 42.2215327566907, 59.77888128561101 42.21171925943013, 59.77794643135064 42.20195035396084, 59.7760585584908 42.19232012018273, 59.77323584827915 42.18292130251149, 59.76950548495808 42.17384441669923, 59.7649033939656 42.16517687811823, 59.75947389595373 42.15700215990321, 59.75326927995637 42.14939898905931, 59.74634929981738 42.14244058827809, 59.73878059872835 42.13619397076292, 59.73063606741822 42.13071929485522, 59.72199414217577 42.12606928467673, 59.71293804946524 42.12228872236744, 59.70355500441001 42.11941401680905, 59.69393537086324 42.11747285298755, 59.68417179115461 42.1164839253717, 59.67435829389404 42.11645675787504, 59.66458938842475 42.11739161213541, 59.65495915464664 42.11927948499526, 59.6455603369754 42.12210219520691, 59.63648345116314 42.12583255852797, 59.62781591258214 42.13043464952045, 59.61964119436712 42.13586414753233, 59.61203802352323 42.14206876352969, 59.605079622742 42.14898874366867, 59.59883300522684 42.15655744475771, 59.59335832931913 42.16470197606784, 59.58870831914064 42.17334390131029, 59.58492775683136 42.18239999402081, 59.38117874617039 42.74690861364465, 59.37830404061199 42.75629165869989, 59.37636287679049 42.76591129224666, 59.37537394917464 42.77567487195528, 59.37534678167799 42.78548836921585, 59.37628163593836 42.79525727468514, 59.37816950879821 42.80488750846325, 59.38099221900985 42.81428632613449, 59.38472258233092 42.82336321194676, 59.3893246733234 42.83203075052775, 59.39475417133528 42.84020546874277, 59.40095878733263 42.84780863958667, 59.40787876747162 42.85476704036789, 59.41544746856066 42.86101365788306, 59.42359199987079 42.86648833379076, 59.43223392511324 42.87113834396925, 59.44129001782376 42.87491890627854, 59.450673062879 42.87779361183694, 59.46029269642577 42.87973477565843, 59.47005627613439 42.88072370327428, 59.47986977339496 42.88075087077094, 59.48963867886425 42.87981601651057, 59.49926891264236 42.87792814365072, 59.5086677303136 42.87510543343907, 59.51774461612587 42.87137507011801, 59.52641215470686 42.86677297912553, 59.53458687292189 42.86134348111365, 59.54219004376578 42.8551388651163, 59.549148444547 42.84821888497731, 59.55539506206217 42.84065018388827, 59.56086973796987 42.83250565257814, 59.56551974814836 42.82386372733569, 59.56930031045765 42.81480763462517, 59.77304932111861 42.25029901500133))",درسان
"POLYGON ((48.27823187386862 34.55987162610181, 48.26875158739004 34.56240729856489, 48.25956549044572 34.56585999164214, 48.25076205017087 34.57019645401176, 48.24242604850779 34.57537492317061, 48.2346377657094 34.58134552762983, 48.22747220719658 34.58805076720463, 48.2209983812149 34.59542606677243, 48.2152786342475 34.60340039816666, 48.21036805058441 34.61189696421678, 48.20631392183072 34.62083393834701, 48.20315529146253 34.63012525261105, 48.20092257881696 34.63968142657339, 48.19963728613733 34.64941042905483, 48.19931179149474 34.65921856444304, 48.19994922958055 34.6690113750326, 48.20154346151752 34.67869455070421, 48.2040791339806 34.68817483718279, 48.20753182705784 34.69736093412711, 48.21186828942747 34.70616437440196, 48.21704675858631 34.71450037606504, 48.22301736304554 34.72228865886343, 48.22972260262033 34.72945421737624, 48.23709790218814 34.73592804335793, 48.24507223358237 34.74164779032533, 48.25356879963248 34.74655837398841, 48.26250577376272 34.75061250274211, 48.27179708802676 34.7537711331103, 48.2813532619891 34.75600384575586, 48.29108226447053 34.7572891384355, 48.30089039985875 34.75761463307808, 48.3106832104483 34.75697719499228, 48.32036638611991 34.75538296305531, 48.8476780884063 34.64174238483392, 48.85715837488488 34.63920671237084, 48.86634447182921 34.63575401929359, 48.87514791210405 34.63141755692396, 48.88348391376714 34.62623908776512, 48.89127219656552 34.6202684833059, 48.89843775507834 34.6135632437311, 48.90491158106003 34.6061879441633, 48.91063132802743 34.59821361276907, 48.91554191169051 34.58971704671895, 48.9195960404442 34.58078007258872, 48.9227546708124 34.57148875832468, 48.92498738345796 34.56193258436234, 48.92627267613759 34.5522035818809, 48.92659817078018 34.54239544649268, 48.92596073269438 34.53260263590313, 48.92436650075741 34.52291946023152, 48.92183082829433 34.51343917375294, 48.91837813521708 34.50425307680862, 48.91404167284745 34.49544963653377, 48.90886320368861 34.48711363487069, 48.90289259922939 34.4793253520723, 48.89618735965459 34.47215979355948, 48.88881206008679 34.4656859675778, 48.88083772869255 34.4599662206104, 48.87234116264244 34.45505563694731, 48.86340418851221 34.45100150819362, 48.85411287424817 34.44784287782543, 48.84455670028583 34.44561016517986, 48.83482769780439 34.44432487250023, 48.82501956241617 34.44399937785764, 48.81522675182662 34.44463681594345, 48.80554357615501 34.44623104788042, 48.27823187386862 34.55987162610181))",الديمر
"POLYGON ((49.60719651116741 30.98490912025052, 49.60147010014514 30.97693957300114, 49.59499011112602 30.96956968773283, 49.58781894994662 30.96287044046949, 49.58002567880928 30.95690634862447, 49.57168535117526 30.95173484966253, 49.56287828895898 30.9474057479457, 49.55368930898401 30.94396073509004, 49.54420690615071 30.9414329884526, 49.53452240118198 30.93984685161529, 49.52472906115475 30.93921759994294, 49.51492120128708 30.93955129347312, 49.505193276631 30.94084471855472, 49.49563897241878 30.94308541879716, 49.4863503018229 30.94625181503221, 49.4774167198189 30.95031341313319, 49.46892426168508 30.9552310976901, 49.46095471443571 30.96095750871238, 49.45358482916739 30.9674374977315, 49.44688558190406 30.97460865891089, 49.44092149005903 30.98240193004823, 49.43574999109709 30.99074225768225, 49.43142088938026 30.99954931989853, 49.42797587652461 31.0087382998735, 49.42544812988717 31.0182207027068, 49.42386199304985 31.02790520767553, 49.4232327413775 31.03769854770276, 49.42356643490768 31.04750640757043, 49.42485985998928 31.05723433222651, 49.42710056023172 31.06678863643873, 49.43026695646677 31.07607730703461, 49.43432855456776 31.0850108890386, 49.43924623912466 31.09350334717243, 49.67744912708752 31.46190451331819, 49.68317553810979 31.46987406056756, 49.68965552712891 31.47724394583588, 49.69682668830831 31.48394319309921, 49.70461995944565 31.48990728494423, 49.71296028707967 31.49507878390618, 49.72176734929594 31.49940788562301, 49.73095632927092 31.50285289847866, 49.74043873210422 31.50538064511611, 49.75012323707295 31.50696678195341, 49.75991657710018 31.50759603362577, 49.76972443696785 31.50726234009559, 49.77945236162393 31.50596891501398, 49.78900666583615 31.50372821477154, 49.79829533643203 31.5005618185365, 49.80722891843602 31.49650022043551, 49.81572137656985 31.4915825358786, 49.82369092381922 31.48585612485633, 49.83106080908754 31.47937613583721, 49.83776005635087 31.47220497465782, 49.8437241481959 31.46441170352047, 49.84889564715784 31.45607137588646, 49.85322474887467 31.44726431367018, 49.85666976173032 31.43807533369521, 49.85919750836776 31.42859293086191, 49.86078364520507 31.41890842589318, 49.86141289687743 31.40911508586595, 49.86107920334725 31.39930722599827, 49.85978577826565 31.3895793013422, 49.85754507802321 31.38002499712998, 49.85437868178816 31.3707363265341, 49.85031708368717 31.3618027445301, 49.84539939913027 31.35331028639627, 49.60719651116741 30.98490912025052))",وادي الملح
"POLYGON ((42.86161829861528 36.67517673774292, 42.8552582344287 36.66770311411722, 42.84819625247387 36.6608888733359, 42.84050036349749 36.65479964026274, 42.8322446831174 36.64949405754093, 42.82350871804867 36.64502322083244, 42.81437660041049 36.64143018673875, 42.80493627748782 36.63874955814234, 42.79527866475102 36.63700715096199, 42.78549677029014 36.63621974553133, 42.77568479909616 36.6363949249951, 42.76593724581545 36.6375310022793, 42.75634798471464 36.63961703633864, 42.74700936562019 36.64263293752479, 42.73801132453895 36.64654966106066, 42.72944051752538 36.6513294867575, 42.72137948613631 36.65692638228095, 42.7139058625106 36.66328644646753, 42.70709162172928 36.67034842842236, 42.70100238865612 36.67804431739874, 42.69569680593432 36.68629999777882, 42.69122596922582 36.69503596284756, 42.68763293513214 36.70416808048574, 42.68495230653573 36.71360840340841, 42.68320989935538 36.7232660161452, 42.68242249392472 36.73304791060608, 42.68259767338849 36.74285988180007, 42.68373375067268 36.75260743508078, 42.68581978473203 36.76219669618158, 42.68883568591817 36.77153531527604, 42.69275240945404 36.78053335635728, 42.69753223515089 36.78910416337084, 42.70312913067433 36.79716519475992, 42.91694357973059 37.07495601983735, 42.92330364391717 37.08242964346306, 42.930365625872 37.08924388424438, 42.93806151484838 37.09533311731754, 42.94631719522847 37.10063870003934, 42.9550531602972 37.10510953674784, 42.96418527793538 37.10870257084152, 42.97362560085805 37.11138319943793, 42.98328321359485 37.11312560661828, 42.99306510805572 37.11391301204894, 43.00287707924971 37.11373783258517, 43.01262463253042 37.11260175530098, 43.02221389363122 37.11051572124163, 43.03155251272568 37.10749982005549, 43.04055055380692 37.10358309651961, 43.04912136082049 37.09880327082277, 43.05718239220956 37.09320637529932, 43.06465601583527 37.08684631111274, 43.07147025661659 37.07978432915792, 43.07755948968975 37.07208844018154, 43.08286507241155 37.06383275980145, 43.08733590912005 37.05509679473272, 43.09092894321373 37.04596467709454, 43.09360957181014 37.03652435417187, 43.09535197899049 37.02686674143507, 43.09613938442115 37.01708484697419, 43.09596420495738 37.00727287578021, 43.09482812767319 36.9975253224995, 43.09274209361384 36.98793606139869, 43.0897261924277 36.97859744230423, 43.08580946889182 36.96959940122299, 43.08102964319498 36.96102859420943, 43.07543274767153 36.95296756282035, 42.86161829861528 36.67517673774292))",معلثايا
"POLYGON ((50.03353760426808 29.95587846270723, 50.02407301327049 29.95328481974716, 50.0143997753995 29.95163135803083, 50.00461104922375 29.95093400129844, 49.99480110552737 29.95119946547655, 49.98506441943081 29.95242519399999, 49.9754947605438 29.95459938243303, 49.96618428991274 29.95770109215254, 49.95722267245941 29.96170045199834, 49.94869621345881 29.96655894594885, 49.94068702737216 29.97222978405141, 49.93327224703972 29.97865835303509, 49.92652328084945 29.98578274226636, 49.92050512503511 29.99353433998234, 49.91527573772705 30.00183849405956, 49.91088548078372 30.01061523095477, 49.90737663477945 30.01978002589379, 49.90478299181937 30.02924461689138, 49.90312953010304 30.03891785476237, 49.90243217337066 30.04870658093812, 49.90269763754876 30.05851652463451, 49.9039233660722 30.06825321073106, 49.90609755450524 30.07782286961807, 49.90919926422475 30.08713334024914, 49.91319862407056 30.09609495770247, 49.91805711802107 30.10462141670306, 49.92372795612363 30.11263060278972, 49.93015652510731 30.12004538312215, 49.93728091433857 30.12679434931242, 49.94503251205455 30.13281250512676, 49.95333666613178 30.13804189243482, 49.96211340302698 30.14243214937816, 49.97127819796601 30.14594099538243, 50.46820166321738 30.3087198423685, 50.47766625421497 30.31131348532857, 50.48733949208596 30.3129669470449, 50.49712821826171 30.31366430377729, 50.5069381619581 30.31339883959918, 50.51667484805465 30.31217311107574, 50.52624450694166 30.3099989226427, 50.53555497757272 30.30689721292319, 50.54451659502605 30.30289785307739, 50.55304305402665 30.29803935912688, 50.56105224011331 30.29236852102432, 50.56846702044574 30.28593995204064, 50.57521598663601 30.27881556280937, 50.58123414245035 30.27106396509339, 50.58646352975841 30.26275981101617, 50.59085378670174 30.25398307412096, 50.59436263270602 30.24481827918194, 50.59695627566609 30.23535368818435, 50.59860973738242 30.22568045031336, 50.59930709411481 30.21589172413761, 50.5990416299367 30.20608178044122, 50.59781590141326 30.19634509434467, 50.59564171298022 30.18677543545766, 50.59254000326071 30.17746496482659, 50.5885406434149 30.16850334737326, 50.58368214946439 30.15997688837266, 50.57801131136183 30.15196770228601, 50.57158274237815 30.14455292195358, 50.56445835314689 30.13780395576331, 50.55670675543091 30.13178579994896, 50.54840260135368 30.12655641264091, 50.53962586445848 30.12216615569757, 50.53046106951945 30.1186573096933, 50.03353760426808 29.95587846270723))",مهربان
"POLYGON ((49.42390381061922 31.17044762820549, 49.4237087877012 31.16063603136208, 49.42255299920719 31.15089079562798, 49.42044757601219 31.1413057729506, 49.41741279449251 31.13197327233801, 49.41347788125317 31.12298317087279, 49.40868073165971 31.11442204814654, 49.40306754488509 31.10637235245109, 49.39669237898644 31.0989116067564, 49.38961663029639 31.09211166212197, 49.38190844214282 31.08603800573187, 49.37364204859136 31.08074913021731, 49.36489705953078 31.07629597034071, 49.35575769398626 31.07272141246602, 49.34631196904405 31.07005988153962, 49.33665085219891 31.06833700955927, 49.32686738528736 31.06756938872397, 49.31705578844396 31.06776441164198, 49.30731055270986 31.068920200136, 49.29772553003247 31.071025623331, 49.28839302941989 31.07406040485068, 49.27940292795467 31.07799531809002, 49.27084180522841 31.08279246768348, 49.26279210953297 31.0884056544581, 49.25533136383828 31.09478082035675, 49.24853141920385 31.1018565690468, 49.24245776281374 31.10956475720038, 49.23716888729919 31.11783115075184, 49.23271572742259 31.12657613981241, 49.22914116954789 31.13571550535693, 49.22647963862149 31.14516123029914, 49.22475676664115 31.15482234714428, 49.22398914580585 31.16460581405583, 49.21817881953087 31.36344292183803, 49.21837384244888 31.37325451868143, 49.21952963094289 31.38299975441553, 49.2216350541379 31.39258477709292, 49.22466983565757 31.4019172777055, 49.22860474889691 31.41090737917072, 49.23340189849038 31.41946850189698, 49.239015085265 31.42751819759242, 49.24539025116364 31.43497894328711, 49.25246599985369 31.44177888792154, 49.26017418800727 31.44785254431165, 49.26844058155873 31.4531414198262, 49.2771855706193 31.4575945797028, 49.28632493616383 31.4611691375775, 49.29577066110604 31.4638306685039, 49.30543177795118 31.46555354048424, 49.31521524486272 31.46632116131954, 49.32502684170613 31.46612613840153, 49.33477207744023 31.46497034990751, 49.34435710011761 31.46286492671251, 49.3536896007302 31.45983014519283, 49.36267970219541 31.45589523195349, 49.37124082492167 31.45109808236003, 49.37929052061712 31.44548489558542, 49.3867512663118 31.43910972968677, 49.39355121094624 31.43203398099671, 49.39962486733634 31.42432579284313, 49.40491374285089 31.41605939929168, 49.4093669027275 31.40731441023111, 49.41294146060219 31.39817504468658, 49.41560299152859 31.38872931974437, 49.41732586350894 31.37906820289923, 49.41809348434423 31.36928473598769, 49.42390381061922 31.17044762820549))",آزر
"POLYGON ((59.61612879017015 41.41229976495481, 59.61464392433042 41.40259921651701, 59.61221538850806 41.39309092117475, 59.60886657083061 41.38386644900995, 59.60462972224297 41.37501463673215, 59.59954564591311 41.36662073213248, 59.59366330427535 41.35876557310082, 59.58703934749526 41.3515248091127, 59.57973756789767 41.34496817268354, 59.57182828561164 41.33915880780638, 59.56338767134926 41.33415266184069, 59.55449701283998 41.32999794670877, 59.54524193198537 41.32673467458853, 59.53571156027341 41.32439427257438, 59.5259976803935 41.32299928001711, 59.51619384231905 41.32256313145763, 59.50639446237003 41.32309002724499, 59.49669391393223 41.32457489308472, 59.48718561858997 41.32700342890708, 59.47796114642517 41.33035224658452, 59.46910933414736 41.33458909517217, 59.4607154295477 41.33967317150203, 59.45286027051603 41.34555551313979, 59.44561950652792 41.35217946991988, 59.43906287009876 41.35948124951747, 59.43325350522159 41.36739053180349, 59.42824735925591 41.37583114606588, 59.42409264412398 41.38472180457516, 59.42082937200374 41.39397688542977, 59.4184889699896 41.40350725714173, 59.41709397743233 41.41322113702164, 59.41665782887285 41.42302497509609, 59.4171847246602 41.43282435504511, 59.52283133342733 42.45685288682077, 59.52431619926706 42.46655343525857, 59.52674473508942 42.47606173060083, 59.53009355276686 42.48528620276563, 59.53433040135451 42.49413801504343, 59.53941447768437 42.5025319196431, 59.54529681932213 42.51038707867476, 59.55192077610221 42.51762784266288, 59.55922255569981 42.52418447909204, 59.56713183798583 42.5299938439692, 59.57557245224822 42.53499998993489, 59.5844631107575 42.53915470506681, 59.5937181916121 42.54241797718705, 59.60324856332407 42.5447583792012, 59.61296244320398 42.54615337175846, 59.62276628127843 42.54658952031794, 59.63256566122745 42.54606262453059, 59.64226620966525 42.54457775869086, 59.65177450500751 42.5421492228685, 59.66099897717231 42.53880040519105, 59.66985078945012 42.53456355660341, 59.67824469404978 42.52947948027355, 59.68609985308144 42.52359713863579, 59.69334061706956 42.5169731818557, 59.69989725349872 42.50967140225811, 59.70570661837588 42.50176211997208, 59.71071276434157 42.4933215057097, 59.7148674794735 42.48443084720042, 59.71813075159373 42.47517576634581, 59.72047115360788 42.46564539463385, 59.72186614616515 42.45593151475394, 59.72230229472463 42.44612767667949, 59.72177539893728 42.43632829673047, 59.61612879017015 41.41229976495481))",روزوند
"POLYGON ((48.59710673107068 31.66785520145171, 48.58863141471647 31.67280237026346, 48.58068181666668 31.67855644337761, 48.57333449589625 31.68506200592457, 48.56666021112066 31.69225640578073, 48.5607232393508 31.7000703569426, 48.55558075687032 31.70842860678895, 48.55128228859667 31.71725066080468, 48.54786923112909 31.72645155778699, 48.54537445407679 31.73594268806822, 48.54382198350654 31.74563264687539, 48.54322677055861 31.7554281146081, 48.54359454745907 31.76523475555735, 48.54492177231531 31.77495812640995, 48.54719566322643 31.78450458578924, 48.55039432137993 31.79378219607277, 48.55448694194922 31.80270160880186, 48.55943411076098 31.81117692515608, 48.56518818387512 31.81912652320586, 48.57169374642209 31.82647384397629, 48.57888814627825 31.83314812875189, 48.58670209744011 31.83908510052174, 48.59506034728646 31.84422758300222, 48.60388240130219 31.84852605127588, 48.6130832982845 31.85193910874345, 48.62257442856573 31.85443388579576, 48.6322643873729 31.855986356366, 48.64205985510561 31.85658156931393, 48.65186649605487 31.85621379241348, 48.66158986690746 31.85488656755724, 48.67113632628675 31.85261267664611, 48.68041393657028 31.84941401849261, 48.68933334929937 31.84532139792332, 48.94933527796082 31.71020215217323, 48.95781059431503 31.70525498336148, 48.96576019236482 31.69950091024733, 48.97310751313525 31.69299534770036, 48.97978179791085 31.68580094784421, 48.9857187696807 31.67798699668234, 48.99086125216118 31.66962874683599, 48.99515972043483 31.66080669282026, 48.99857277790241 31.65160579583795, 49.00106755495472 31.64211466555672, 49.00262002552496 31.63242470674955, 49.00321523847289 31.62262923901683, 49.00284746157244 31.61282259806758, 49.0015202367162 31.60309922721499, 48.99924634580507 31.5935527678357, 48.99604768765157 31.58427515755217, 48.99195506708228 31.57535574482308, 48.98700789827053 31.56688042846886, 48.98125382515638 31.55893083041908, 48.97474826260941 31.55158350964865, 48.96755386275326 31.54490922487305, 48.95973991159139 31.5389722531032, 48.95138166174504 31.53382977062272, 48.94255960772932 31.52953130234906, 48.933358710747 31.52611824488149, 48.92386758046577 31.52362346782918, 48.9141776216586 31.52207099725894, 48.90438215392589 31.52147578431101, 48.89457551297663 31.52184356121146, 48.88485214212404 31.5231707860677, 48.87530568274475 31.52544467697883, 48.86602807246122 31.52864333513233, 48.85710865973213 31.53273595570162, 48.59710673107068 31.66785520145171))",العسكر
"POLYGON ((50.8045994727003 34.8872360099114, 50.80768426004327 34.87791991879952, 50.80984105668218 34.86834632517881, 50.81104909148638 34.85860742798931, 50.81129673042034 34.84879701813475, 50.81058158858573 34.83900957522495, 50.80891055318937 34.82933935768551, 50.8062997172156 34.81987949499759, 50.80277422444208 34.81072109081018, 50.79836802729145 34.8019523455621, 50.79312355985094 34.79365770706356, 50.78709132920892 34.78591705721762, 50.78032942904402 34.77880494271376, 50.77290298015127 34.77238985710252, 50.76488350329321 34.7667335811652, 50.75634823041588 34.76189058793111, 50.74737936086294 34.75790751807252, 50.73806326975106 34.75482273072956, 50.72848967613035 34.75266593409064, 50.71875077894084 34.75145789928644, 50.70894036908629 34.75121026035249, 50.69915292617649 34.75192540218709, 50.68948270863704 34.75359643758345, 50.68002284594913 34.75620727355722, 50.67086444176173 34.75973276633074, 50.66209569651364 34.76413896348137, 50.6538010580151 34.76938343092188, 50.64606040816916 34.7754156615639, 50.63894829366529 34.7821775617288, 50.63253320805406 34.78960401062155, 50.62687693211674 34.79762348747961, 50.62203393888264 34.80615876035694, 50.61805086902406 34.81512762990989, 50.3937762417339 35.39533923028303, 50.39069145439093 35.40465532139491, 50.38853465775202 35.41422891501561, 50.38732662294782 35.42396781220512, 50.38707898401386 35.43377822205968, 50.38779412584847 35.44356566496948, 50.38946516124483 35.45323588250892, 50.3920759972186 35.46269574519683, 50.39560148999212 35.47185414938424, 50.40000768714275 35.48062289463233, 50.40525215458326 35.48891753313087, 50.41128438522528 35.49665818297681, 50.41804628539018 35.50377029748067, 50.42547273428293 35.5101853830919, 50.43349221114099 35.51584165902923, 50.44202748401832 35.52068465226332, 50.45099635357126 35.5246677221219, 50.46031244468314 35.52775250946487, 50.46988603830385 35.52990930610378, 50.47962493549336 35.53111734090798, 50.48943534534791 35.53136497984194, 50.49922278825771 35.53064983800734, 50.50889300579716 35.52897880261097, 50.51835286848507 35.5263679666372, 50.52751127267247 35.52284247386368, 50.53628001792056 35.51843627671305, 50.5445746564191 35.51319180927254, 50.55231530626504 35.50715957863052, 50.55942742076891 35.50039767846562, 50.56584250638014 35.49297122957287, 50.57149878231746 35.48495175271481, 50.57634177555155 35.47641647983748, 50.58032484541014 35.46744761028454, 50.8045994727003 34.8872360099114))",ودروه
"POLYGON ((52.24429626201213 30.78552653002965, 52.24025866548097 30.77658207471882, 52.2353638011493 30.76807644307086, 52.22965880923648 30.76009154896821, 52.22319863193326 30.75270429130605, 52.21604548427859 30.74598581341396, 52.20826825499468 30.74000081790673, 52.19994184305099 30.73480694356284, 52.19114643634624 30.73045421023146, 52.18196673945504 30.72698453711403, 52.17249115787659 30.7244313390594, 52.16281094664137 30.72281920476053, 52.15301933147532 30.72216365995201, 52.14321061098512 30.72247101788872, 52.13347924851109 30.72373831854568, 52.12391896239357 30.72595335712481, 52.11462182341403 30.72909480159372, 52.10567736810319 30.7331323981249, 52.09717173645524 30.73802726245655, 52.08918684235259 30.74373225436939, 52.08179958469043 30.7501924316726, 52.07508110679834 30.75734557932727, 52.06909611129112 30.76512280861118, 52.06390223694721 30.77344922055487, 52.05954950361584 30.78224462725962, 52.05607983049842 30.79142432415082, 52.05352663244378 30.80089990572927, 52.05191449814491 30.81058011696449, 52.05125895333639 30.82037173213054, 52.0515663112731 30.83018045262074, 52.05283361193006 30.83991181509477, 52.05504865050919 30.8494721012123, 52.05819009497811 30.85876924019183, 52.22986652638473 31.2949907091738, 52.2339041229159 31.30393516448463, 52.23879898724756 31.31244079613259, 52.24450397916038 31.32042569023524, 52.2509641564636 31.3278129478974, 52.25811730411827 31.33453142578949, 52.26589453340218 31.34051642129672, 52.27422094534587 31.34571029564061, 52.28301635205062 31.35006302897199, 52.29219604894182 31.35353270208941, 52.30167163052027 31.35608590014405, 52.31135184175549 31.35769803444292, 52.32114345692154 31.35835357925144, 52.33095217741174 31.35804622131473, 52.34068353988577 31.35677892065777, 52.35024382600329 31.35456388207864, 52.35954096498283 31.35142243760972, 52.36848542029367 31.34738484107855, 52.37699105194162 31.34248997674689, 52.38497594604427 31.33678498483406, 52.39236320370643 31.33032480753085, 52.39908168159852 31.32317165987617, 52.40506667710575 31.31539443059226, 52.41026055144965 31.30706801864858, 52.41461328478102 31.29827261194383, 52.41808295789844 31.28909291505263, 52.42063615595308 31.27961733347418, 52.42224829025195 31.26993712223896, 52.42290383506047 31.26014550707291, 52.42259647712376 31.25033678658271, 52.4213291764668 31.24060542410868, 52.41911413788767 31.23104513799115, 52.41597269341875 31.22174799901162, 52.24429626201213 30.78552653002965))",إصطخران
"POLYGON ((55.78445388489415 30.15360460219606, 55.78010607345428 30.16240244296749, 55.77664153710837 30.17158407977493, 55.77409364123532 30.18106108843675, 55.77248692346523 30.19074220017887, 55.77183685736853 30.20053418060297, 55.7721497034371 30.21034272758473, 55.77342244879228 30.22007337945482, 55.77564283620055 30.22963242471642, 55.77878948211738 30.23892780453815, 55.78283208262246 30.24786999933095, 55.78773170526301 30.25637289087068, 55.79344116399459 30.26435459166364, 55.79990547360853 30.27173823356796, 55.80706237926947 30.2784527080758, 55.81484295606355 30.28443335112713, 55.82317227278294 30.28962256586003, 55.83197011355437 30.29397037729989, 55.84115175036182 30.29743491364581, 55.85062875902364 30.29998280951885, 55.86030987076575 30.30158952728895, 55.87010185118986 30.30223959338565, 55.87991039817162 30.30192674731708, 55.88964105004171 30.30065400196189, 55.89920009530331 30.29843361455362, 55.90849547512504 30.29528696863679, 55.91743766991784 30.29124436813172, 55.92594056145756 30.28634474549117, 55.93392226225052 30.28063528675959, 55.94130590415485 30.27417097714565, 55.94802037866268 30.26701407148471, 55.95400102171401 30.25923349469063, 55.95919023644691 30.25090417797123, 55.99772514972431 30.18170089419688, 56.00207296116417 30.17290305342545, 56.00553749751009 30.163721416618, 56.00808539338313 30.15424440795618, 56.00969211115323 30.14456329621407, 56.01034217724993 30.13477131578997, 56.01002933118136 30.1249627688082, 56.00875658582618 30.11523211693811, 56.0065361984179 30.10567307167651, 56.00338955250108 30.09637769185478, 55.999346951996 30.08743549706198, 55.99444732935545 30.07893260552226, 55.98873787062386 30.0709509047293, 55.98227356100993 30.06356726282498, 55.97511665534899 30.05685278831714, 55.96733607855491 30.0508721452658, 55.95900676183552 30.04568293053291, 55.95020892106409 30.04133511909304, 55.94102728425663 30.03787058274713, 55.93155027559482 30.03532268687408, 55.9218691638527 30.03371596910399, 55.9120771834286 30.03306590300729, 55.90226863644684 30.03337874907586, 55.89253798457675 30.03465149443104, 55.88297893931515 30.03687188183931, 55.87368355949342 30.04001852775614, 55.86474136470062 30.04406112826121, 55.8562384731609 30.04896075090176, 55.84825677236794 30.05467020963335, 55.84087313046361 30.06113451924728, 55.83415865595578 30.06829142490822, 55.82817801290444 30.07607200170231, 55.82298879817154 30.0844013184217, 55.78445388489415 30.15360460219606))",أناس
"POLYGON ((47.48489090239411 34.31947261269671, 47.48558097876867 34.30968337058338, 47.48530821871893 34.29987362703366, 47.48407524907327 34.29013785524047, 47.4818939440034 34.28056981600832, 47.47878531066954 34.27126165478541, 47.47477928691006 34.26230301425267, 47.4699144529237 34.25378017101576, 47.4642376597211 34.24577520471408, 47.45780357792408 34.23836520754907, 47.45067417125756 34.23162154184418, 47.44291809980507 34.22560915278657, 47.4346100587746 34.22038594296961, 47.42583005914291 34.21600221475909, 47.41666265710609 34.21250018585411, 47.40719613975717 34.20991358270741, 47.39752167483313 34.20826731572127, 47.3877324327198 34.2075772393467, 47.37792268917008 34.20784999939644, 47.3681869173769 34.20908296904211, 47.35861887814474 34.21126427411198, 47.34931071692183 34.21437290744584, 47.3403520763891 34.21837893120532, 47.33182923315218 34.22324376519168, 47.3238242668505 34.22892055839428, 47.3164142696855 34.2353546401913, 47.3096706039806 34.24248404685782, 47.303658214923 34.25024011831031, 47.29843500510603 34.25854815934078, 47.29405127689552 34.26732815897247, 47.29054924799053 34.27649556100928, 47.28796264484383 34.28596207835821, 47.28631637785769 34.29563654328225, 47.26504064650435 34.47288129635761, 47.26435057012979 34.48267053847094, 47.26462333017953 34.49248028202067, 47.2658562998252 34.50221605381385, 47.26803760489507 34.511784093046, 47.27114623822893 34.52109225426891, 47.2751522619884 34.53005089480165, 47.28001709597477 34.53857373803856, 47.28569388917737 34.54657870434024, 47.29212797097438 34.55398870150525, 47.29925737764091 34.56073236721014, 47.3070134490934 34.56674475626775, 47.31532149012386 34.57196796608471, 47.32410148975556 34.57635169429523, 47.33326889179237 34.57985372320021, 47.3427354091413 34.58244032634691, 47.35240987406534 34.58408659333305, 47.36219911617867 34.58477666970762, 47.37200885972839 34.58450390965788, 47.38174463152157 34.58327094001221, 47.39131267075373 34.58108963494234, 47.40062083197664 34.57798100160848, 47.40957947250936 34.57397497784901, 47.41810231574629 34.56911014386264, 47.42610728204797 34.56343335066004, 47.43351727921297 34.55699926886302, 47.44026094491787 34.5498698621965, 47.44627333397547 34.54211379074401, 47.45149654379244 34.53380574971354, 47.45588027200295 34.52502575008185, 47.45938230090793 34.51585834804504, 47.46196890405464 34.50639183069611, 47.46361517104078 34.49671736577207, 47.48489090239411 34.31947261269671))",جبل بيستون
