geoTitle,cornuName,geoTitleOther,lat,lon,cornuRegion,geoProv,geoFinalReg,eiSearch
بلينا,بلينا,بلينا,26.21922,31.9959,Egypt,مصر,الصعيد,Bulyana
بوصير,بوصير,بوصير/ بوصير الفيوم/ أبوصير/ بوصير قوريدس/ بوصير الأشمونين,29.27633,31.10677,Egypt,مصر,الصعيد,|Busir, Busir al-Fayyum, Abusir, Busir Quridus, Busir al-Ashmunayn|
الفيوم,الفيوم,الفيوم,29.43447,30.69978,Egypt,مصر,الصعيد,al-Fayyum
الفيوم,الفيوم,الفيوم,29.35921,30.84266,Egypt,مصر,الصعيد,al-Fayyum
سمسطا,سمسطا,سمسطا,28.96006,30.88762,Egypt,مصر,الصعيد,Sumusta
تندة,تندة,تندة,27.76484,30.7011,Egypt,مصر,الصعيد,Tanda
طحا,طحا,طحا,28.27313,30.69125,Egypt,مصر,الصعيد,Taha
الموصل,الموصل,الموصل,36.32809,43.127,Aqur,أقور,ديار ربيعة,al-Mawsil
الحديثة,الحديثة,الحديثة,34.10682,42.38707,Aqur,أقور,ديار ربيعة,al-Haditha
الحديثة,الحديثة,الحديثة,36.02054,43.39249,Aqur,أقور,ديار ربيعة,al-Haditha
الحسنية,الحسنية,الحسنية,37.11078,42.72248,Aqur,أقور,ديار ربيعة,al-Hasaniyya
سنجار,سنجار,سنجار,36.32446,41.89101,Aqur,أقور,ديار ربيعة,Sinjar
الجبال,الجبال,الجبال/ عين الجبال,36.2374,41.62102,Aqur,أقور,ديار ربيعة,|al-Jibal, Ayn al-Jibal|
الجبال,الجبال,الجبال,30.26155,35.32238,Sham,أقور,ديار ربيعة,al-Jibal
بلد,بلد,بلد,36.47417,42.758,Aqur,أقور,ديار ربيعة,Balad
أذرمة,أذرمة,أذرمة,36.99109,41.72002,Aqur,أقور,ديار ربيعة,Adhrama
برقعيد,برقعيد,برقعيد,36.95274,42.07551,Aqur,أقور,ديار ربيعة,Barqaid
نصيبين,نصيبين,نصيبين,37.05514,41.22167,Aqur,أقور,ديار ربيعة,Nasibin
دارا,دارا,دارا,37.18527,40.94689,Aqur,أقور,ديار ربيعة,Dara
ثمانين,ثمانين,ثمانين,37.31295,42.64158,Aqur,أقور,ديار ربيعة,Thamanin
الرقة,الرقة,الرقة,35.9493,39.05128,Aqur,أقور,ديار مضر,al-Raqqa
الرافقة,الرافقة,الرافقة,35.94235,39.07703,Aqur,أقور,ديار مضر,al-Rafiqa
الرافقة,الرافقة,الرافقة,30.6947,30.73593,Egypt,أقور,ديار مضر,al-Rafiqa
تل محرى,تل محرٰى,تل محرٰى/ تل بحرٰى,36.61998,39.13855,Aqur,أقور,ديار مضر,|Tall Mahra, Tall Bahra|
باجروان,باجروان,باجروان,36.13571,38.98556,Aqur,أقور,ديار مضر,Bajarwan
باجروان,باجروان,باجروان/ موقان/ موغكان,39.2256,48.12475,Rihab,أقور,ديار مضر,|Bajarwan, Muqan, Mughkan|
حصن مسلمة,حصن مسلمة,حصن مسلمة,36.38728,39.07106,Aqur,أقور,ديار مضر,Hisn Maslama
حران,حران,حران,36.88438,39.08906,Aqur,أقور,ديار مضر,Harran
الرها,الرها,الرها,37.1497,38.82122,Aqur,أقور,ديار مضر,al-Ruha
آمد,آمد,آمد,37.9151,40.21323,Aqur,أقور,ديار بکر,Amid
ميافارقين,ميافارقين,ميافارقين,38.14322,41.00798,Aqur,أقور,ديار بکر,Mayyafariqin
تل فافان,تل فافان,تل فافان/ عين تل فافان,37.72559,41.78238,Aqur,أقور,ديار بکر,|Tall Fafan, Ayn Tall Fafan|
الفار,الجفار,الجفار,30.75519,33.23727,Egypt,أقور,ديار بکر,al-Jifar
الدامغان,الدمغان,الدمغان,36.13093,54.37503,Daylam,الديلم,قومس,al-Damghan
سمنان,سمنان,سمنان,35.49513,53.40856,Daylam,الديلم,قومس,Simnan
سمنان,سمنجان,سمنجان,36.22585,68.09011,Khurasan,الديلم,قومس,Siminjan
بسطام,بسطام,بسطام,36.45952,55.07205,Daylam,الديلم,قومس,Bistam
بيار,بيار,بيار,36.05824,55.86992,Daylam,الديلم,قومس,Biyar
مغون,مغون,مغون,27.97676,57.7882,Kirman,الديلم,قومس,Maghun
شهرستان,شهرستان,شهرستان/ جرجان,37.19091,55.206,Daylam,الديلم,جرجان,|Shahrastan, Jurjan|
شهرستان,شهرستان,شهرستان/ سابور,29.83157,51.51624,Faris,الديلم,جرجان,|Shahrastan, Sabur|
شهرستان,سابور,شهرستان,29.83157,51.51624,Faris,الديلم,جرجان,|Sabur, Shahrastan|
آبسكون,آبسكون,آبسكون,37.02772,54.04327,Daylam,الديلم,جرجان,Abaskun
ألهم,ألهم,ألهم,36.56405,52.23414,Daylam,الديلم,جرجان,Alham
آخر,آخر,آخر,39.19825,55.71277,Daylam,الديلم,جرجان,Akhur
الرباط,الرباط,الرباط,29.12318,53.44663,Faris,الديلم,جرجان,al-Ribat
آمل,آمل,آمل,36.42256,52.40859,Daylam,الديلم,طبرستان,Amul
آمل,آمل,آمل,39.06795,63.51255,Khurasan,الديلم,طبرستان,Amul
سالوس,شالوس,سالوس,36.60408,51.45535,Daylam,الديلم,طبرستان,|Shalus, Salus|
ميلة,ميلة,ميلة,36.4708,52.55267,Daylam,الديلم,طبرستان,Mila
ما مطير,مامطير,مامطير,36.51713,52.74659,Daylam,الديلم,طبرستان,Mamatir
سارية,سارية,سارية,36.53215,53.11807,Rihab,الديلم,طبرستان,Sariya
طميسة,طميشة,طميسة,36.7312,54.05573,Daylam,الديلم,طبرستان,|Tamisha, Tamisa|
ممطير,مامطير,مامطير,36.51713,52.74659,Daylam,الديلم,طبرستان,Mamatir
نامية,نامية,نامية,36.77488,54.32519,Daylam,الديلم,طبرستان,Namiya
بروان,بروان,بروان,37.57057,48.55981,Daylam,الديلم,الديلمان,Barwan
بروان,بروان,بروان/ فروان,35.17084,69.25887,Khurasan,الديلم,الديلمان,|Barwan, Farwan|
بروان,جبروان,جبروان,36.96475,45.60275,Rihab,الديلم,الديلمان,Jabrawan
تارم,تارم,تارم/ تارم,28.18163,55.80841,Faris,الديلم,الديلمان,|Tarim, Tarum|
خشم,خشم,خشم,37.48626,49.18674,Daylam,الديلم,الديلمان,Khashm
إتل,إتل,إتل/ أتل,46.2788,48.0869,Khazar,الديلم,الخزر,|Itil, Atil|
بلغار,بلغار,بلغار,54.1546,48.40369,Khazar,الديلم,الخزر,Bulghar
بلغار,بلغار,بلغار,54.86714,49.25044,Khazar,الديلم,الخزر,Bulghar
سمندر,سمندر,سمندر,42.90467,47.51198,Khazar,الديلم,الخزر,Samandar
سوار,سوار,سوار,54.45304,49.96347,Khazar,الديلم,الخزر,Suwar
بلنجر,بلنجر,بلنجر,43.28166,46.42082,Khazar,الديلم,الخزر,Balanjar
البيضاء,البيضاء,البيضاء,41.83632,0.57785,Andalus,الديلم,الخزر,al-Bayda
البيضاء,البيضاء,البيضاء/ نسا,30.03958,52.36712,Faris,الديلم,الخزر,|al-Bayda, Nasa|
البيضاء,البيضاء,البيضاء,26.79044,37.01435,Jazirat al-Arab,الديلم,الخزر,al-Bayda
أغمات ويلا,أيلان,أغمات أيلا,31.49952,-7.6971,Maghrib,خوزستان,السوس,|Aylan, Aghmat Ayla, Aghmat Wayla|
وريكة,وريكة,وريكة/ أغمات وريكة,31.44535,-7.6357,Maghrib,خوزستان,السوس,|Warika, Aghmat Warika|
ماسة,ماسة,ماسة,30.0645,-9.6481,Maghrib,خوزستان,السوس,Massa
نهر تيري,نهر تيرا,نهر تيرين,31.4679,48.3809,Khuzistan,خوزستان,الأهواز,|Nahr Tira, Nahr Tirin|
سوق الأربعاء,سوق الأربعاء,سوق الأربعاء,30.94139,48.5239,Khuzistan,خوزستان,الأهواز,Suq al-Arbaa
باسيان,بارسيان,بارسيان,35.29415,48.71891,Jibal,خوزستان,الأهواز,Barisiyan
باسيان,باسيان,باسيان,30.65916,48.77033,Khuzistan,خوزستان,الأهواز,Basiyan
شوراب,شوراب,شوراب,31.20731,48.79726,Khuzistan,خوزستان,الأهواز,Shurab
بندم,مندم,بندم,31.02269,48.881,Khuzistan,خوزستان,الأهواز,|Mandam, Bandam|
الدورق,الدور,الدور,34.46814,43.80541,Iraq,خوزستان,الأهواز,al-Dur
الدورق,الدورق,الدورق/ السراق,30.81069,48.92625,Khuzistan,خوزستان,الأهواز,|al-Dawraq, al-Surraq|
الدورق,الدورق,الدورق/ السراق,30.81069,48.92625,Khuzistan,خوزستان,الأهواز,|al-Dawraq, al-Surraq|
إيذج,إيذج,إيذج,31.85548,49.87086,Khuzistan,خوزستان,رامهرمز,Idhaj
تيرم,تيرم,تيرم,31.39156,49.82612,Khuzistan,خوزستان,رامهرمز,Tiram
بازنك,بازير,بازنك,31.6409,49.89265,Khuzistan,خوزستان,رامهرمز,|Bazir, Bazank|
غروة,غروة,غروة/ عروة,31.54027,49.89724,Khuzistan,خوزستان,رامهرمز,|Gharwa, Arwa|
أجم,أزم,أجم,31.24752,49.04158,Khuzistan,خوزستان,الدورق,|Azam, Ajam|
الدز,الدز,الدز/ دزفول,32.38975,48.42219,Khuzistan,خوزستان,الدورق,|al-Diz, Dizful|
الدز,الدز,الدز/ قنطرة أندامش,32.9865,48.45021,Khuzistan,خوزستان,الدورق,|al-Diz, Qantara Andamish|
الدز,رستجرد,الدز,31.71801,50.29984,Khuzistan,خوزستان,الدورق,|Rustajird, al-Diz|
برذعة,برذعة,برذعة,40.45334,47.23624,Rihab,الرحاب,الران,Bardhaa
تفليس,تفليس,تفليس,42.0841,44.83734,Rihab,الرحاب,الران,Tiflis
القلعة,القلعة,القلعة,22.68969,57.66352,Jazirat al-Arab,الرحاب,الران,al-Qala
خنان,خنان,خنان,41.39027,45.50578,Rihab,الرحاب,الران,Khunan
شمكور,شمكور,شمكور,40.99521,46.06157,Rihab,الرحاب,الران,Shamkur
جنزة,جنزة,جنزة/ جنجة,40.81356,46.38603,Rihab,الرحاب,الران,|Janza, Janja|
برديج,برداج,برديج,40.23581,47.56971,Rihab,الرحاب,الران,|Bardaj, Bardij, Barzanj|
الشماخية,الشماخية,الشماخية,40.67871,48.68505,Rihab,الرحاب,الران,al-Shamakhiyya
شروان,شروان,شروان/ شروان,41.11585,48.75339,Rihab,الرحاب,الران,|Shirwan, Sharwan|
شروان,شروان,شروان/ شروان,41.11585,48.75339,Rihab,الرحاب,الران,|Shirwan, Sharwan|
شروان,سروان,شروان,31.97709,64.84747,Sijistan,الرحاب,الران,|Sarwan, Sharwan|
باكوه,باكوه,باكوه,40.379,49.86422,Rihab,الرحاب,الران,Bakuh
باب الأبواب,باب الأبواب,باب الأبواب,42.04308,48.30854,Rihab,الرحاب,الران,Bab al-Abwab
قبلة,قبلة,قبلة,40.79878,47.65158,Rihab,الرحاب,الران,Qabala
ملازكرد,ملازكرد,ملازكرد/ ملازجرد/ منازجرد,39.1437,42.55713,Aqur,الرحاب,الران,|Malazkird, Malazjird, Manazjird|
دبيل,دبيل,دبيل,40.16468,44.68562,Rihab,الرحاب,أرمينية,Dabil
بدليس,بدليس,بدليس/ بدليس,38.3955,42.13266,Aqur,الرحاب,أرمينية,|Badlis, Bidlis|
خلاط,أخلاط,خلاط,38.76551,42.51044,Rihab,الرحاب,أرمينية,|Akhlat, Khilat|
أرجيش,أرجيش,أرجيش,39.0223,43.35895,Rihab,الرحاب,أرمينية,Arjish
سلماس,سلماس,سلماس,38.22277,44.82832,Rihab,الرحاب,أرمينية,Salamas
أرمية,أرمنية,أرمنية,39.47331,44.11256,Rihab,الرحاب,أرمينية,Arminiyya
أرمية,أرميية,أرميية,37.52011,45.07411,Rihab,الرحاب,أرمينية,Urmiya
داخرقان,دارقان,دارقان,33.44757,48.7573,Jibal,الرحاب,أرمينية,Daraqan
داخرقان,داخرقان,داخرقان/ خرقان,37.72041,45.98591,Rihab,الرحاب,أرمينية,|Dakharraqan, Kharraqan|
مراغة,مراغة,مراغة,37.34276,46.24758,Rihab,الرحاب,أرمينية,Maragha
أهر,أهر,أهر,38.45223,47.14386,Rihab,الرحاب,أرمينية,Ahar
مرند,مرند,مرند,38.46017,45.80321,Rihab,الرحاب,أرمينية,Marand
سنجان,سنكان,سنجان,35.05003,59.41155,Khurasan,الرحاب,أرمينية,|Sankan, Sanjan|
سنجان,سمنجان,سمنجان,36.22585,68.09011,Khurasan,الرحاب,أرمينية,Siminjan
قاليقلا,قاليقلا,قاليقلا,39.91956,41.27233,Rihab,الرحاب,أرمينية,Qaliqala
أردبيل,أردبيل,أردبيل,38.23604,48.30651,Rihab,الرحاب,أذربيجان,Ardabil
تبريز,تبريز,تبريز,38.06387,46.33121,Rihab,الرحاب,أذربيجان,Tabriz
جابروان,جبروان,جبروان,36.96475,45.60275,Rihab,الرحاب,أذربيجان,Jabrawan
خونج,خونج,خونج,37.38856,47.2569,Rihab,الرحاب,أذربيجان,Khunaj
الميانج,الميانج,الميانج/ الميانج,37.40341,47.74052,Rihab,الرحاب,أذربيجان,|al-Mayanij, al-Miyanij|
ورثان,ورثان,ورثان,39.56659,47.64257,Rihab,الرحاب,أذربيجان,Warthan
موقان,منوقان,منوقان/ منوجان,27.45601,57.56194,Kirman,الرحاب,أذربيجان,|Manuqan, Manujan|
موقان,باجروان,موقان,39.2256,48.12475,Rihab,الرحاب,أذربيجان,|Bajarwan, Muqan, Mughkan|
موقان,موغان,موقان,39.33548,48.50179,Rihab,الرحاب,أذربيجان,|Mughan, Mughkan, Muqan|
موقان,موغان,موقان,39.33548,48.50179,Rihab,الرحاب,أذربيجان,|Mughan, Mughkan, Muqan|
ميمذ,ميمذ,ميمذ/ ميمذ,38.5498,47.02219,Rihab,الرحاب,أذربيجان,|Maymadh, Mimadh|
برزند,برزند,برزند,38.96621,47.85286,Rihab,الرحاب,أذربيجان,Barzand
بنجبور,بنجبور,بنجبور/ فنجبور/ بنزبور/ قنزبور,26.92662,64.11916,Sind,السند,مكران,|Bannajbur, Fannajbur, Bannazbur, Qannazbur|
كيج,كيج,كيج/ كيز,26.02584,63.09359,Sind,السند,مكران,|Kij, Kiz|
بربور,بربور,بربور,27.25778,60.41989,Sind,السند,مكران,Barbur
خواش,خواش,خواش/ خواش/ أخواش,31.49499,62.76028,Sijistan,السند,مكران,|Khawash, Khuwash, Akhwash|
خواش,خواش,خواش/ خواص,27.79777,61.88374,Sind,السند,مكران,|Khawash, Khawas|
جالك,جالق,جالك,27.64173,62.64811,Sind,السند,مكران,|Jalq, Jalk|
دزك,دزك,دزك,27.36457,62.26752,Sind,السند,مكران,Dizak
دشت علي,دشت علي,دشت علي,25.58676,61.15124,Sind,السند,مكران,Dasht Ali
التيز,التيز,التيز,25.38207,60.63196,Sind,السند,مكران,al-Tiz
قندبيل,قندابيل,قندابيل,28.62665,67.48191,Sind,السند,طوران,Qandabil
رستاكهن,رستاكهن,رستاكهن,26.57497,66.40105,Sind,السند,طوران,Rustakuhan
المنصورة,المنصورة,المنصورة,25.8651,68.87697,Sind,السند,السند,al-Mansura
قنوج,قنوج,قنوج,27.11654,80.03921,Sind,السند,قنوج,Qannawj
قنوج,قنوج,قنوج,27.11654,80.03921,Sind,السند,قنوج,Qannawj
وجين,وجين,وجين,23.20809,75.78308,Sind,السند,قنوج,Wujayn
الملتان,المولتان,المولتان,30.17568,71.40071,Sind,السند,الملتان,al-Multan
مكة,مكة,مكة,21.39132,39.83612,Jazirat al-Arab,جزيرة العرب,الحجاز,Makka
يثرب,المدينة,يثرب,24.47782,39.60908,Jazirat al-Arab,جزيرة العرب,الحجاز,|al-Madina, Madinta al-Nabi, Yathrib|
ينبع,ينبع,ينبع,24.1082,38.12512,Jazirat al-Arab,جزيرة العرب,الحجاز,Yanbu
قرح,قرح,قرح,26.55412,37.99288,Jazirat al-Arab,جزيرة العرب,الحجاز,Qurh
خيبر,خيبر,خيبر,25.78667,39.26821,Jazirat al-Arab,جزيرة العرب,الحجاز,Khaybar
المروة,المروة,المروة/ ذو المروة,25.71785,38.58647,Jazirat al-Arab,جزيرة العرب,الحجاز,|al-Marwa, Dhu al-Marwa|
الحوراء,الحوراء,الحوراء,25.0302,37.33759,Jazirat al-Arab,جزيرة العرب,الحجاز,al-Hawra
جدة,جدة,جدة,21.46201,39.1779,Jazirat al-Arab,جزيرة العرب,الحجاز,Judda
الطائف,الطائف,الطائف,21.21629,40.40566,Jazirat al-Arab,جزيرة العرب,الحجاز,al-Taif
الجار,الجفار,الجفار,30.75519,33.23727,Egypt,جزيرة العرب,الحجاز,al-Jifar
الجار,الجار,الجار,23.8182,38.50713,Jazirat al-Arab,جزيرة العرب,الحجاز,al-Jar
السقيا,سقياء يزيد,السقياء,26.15916,38.35433,Jazirat al-Arab,جزيرة العرب,الحجاز,|Suqya Yazid, al-Suqya|
العونيد,العونيد,العونيد,31.64055,36.92899,Badiyat al-Arab,جزيرة العرب,الحجاز,al-Awnid
العونيد,العونيد,العونيد,27.00533,35.99173,Jazirat al-Arab,جزيرة العرب,الحجاز,al-Awnid
الجحفة,الجحفة,الجحفة,22.60833,39.12422,Jazirat al-Arab,جزيرة العرب,الحجاز,al-Juhfa
بدر,بدر,بدر,23.72676,38.80098,Jazirat al-Arab,جزيرة العرب,الحجاز,Badr
بدر,بدر,بدر,13.87387,44.72906,Yemen,جزيرة العرب,الحجاز,Badr
خليص,خليص,خليص,22.10557,39.41808,Jazirat al-Arab,جزيرة العرب,الحجاز,Khulays
الحجر,حجر صالح,الحجر,26.86125,37.93999,Jazirat al-Arab,جزيرة العرب,الحجاز,|Hijr Salih, al-Hijr|
الحجر,الحاجر,الحاجر,25.9691,41.75129,Jazirat al-Arab,جزيرة العرب,الحجاز,al-Hajir
الحجر,الحجر,الحجر,24.64352,46.73212,Jazirat al-Arab,جزيرة العرب,الحجاز,al-Hajr
بدا يعقوب,بداء يعقوب,بداء يعقوب,27.03413,36.74694,Jazirat al-Arab,جزيرة العرب,الحجاز,Bada Yaqub
السوارقية,السوارقية,السوارقية,23.28483,40.35548,Jazirat al-Arab,جزيرة العرب,الحجاز,al-Suwariqiyya
جبلة,جبلة,جبلة,35.36567,35.95309,Sham,جزيرة العرب,الحجاز,Jabala
زبيد,زبيد,زبيد,14.20796,43.32654,Yemen,جزيرة العرب,تهامه,Zabid
مور,مور,مور,15.73119,42.89942,Yemen,جزيرة العرب,تهامه,Mawr
عطنة,عطنة,عطنة,14.82308,42.94507,Yemen,جزيرة العرب,تهامه,Itna
الشرجة,الشرجة,الشرجة,16.32481,42.80636,Yemen,جزيرة العرب,تهامه,al-Sharja
الحمضة,الحمة,الحمة,34.0563,8.19472,Maghrib,جزيرة العرب,تهامه,al-Hamma
غلافقة,غلافقة,غلافقة,14.44273,43.03243,Yemen,جزيرة العرب,تهامه,Ghalafiqa
مخا,مخا,مخا,13.32902,43.26069,Yemen,جزيرة العرب,تهامه,Mukha
الحردة,الحردة,الحردة,15.22479,42.73173,Yemen,جزيرة العرب,تهامه,al-Hirda
الحردة,الحردة,الحردة,15.22479,42.73173,Yemen,جزيرة العرب,تهامه,al-Hirda
الخصوف,الخصوف,الخصوف,16.67647,42.88142,Yemen,جزيرة العرب,تهامه,al-Khasuf
الساعد,الساعدة,الساعدة,32.13274,37.98572,Badiyat al-Arab,جزيرة العرب,تهامه,al-Saida
المهجم,المهجم,المهجم,15.22352,43.07237,Yemen,جزيرة العرب,تهامه,al-Mahjam
عدن,عدن,عدن,12.79365,45.03942,Yemen,جزيرة العرب,أبين,Adan
لهج,لحج,لهج,13.06747,44.86953,Yemen,جزيرة العرب,أبين,|Lahj, Lahj|
بيش,بيش,بيش,17.37689,42.53617,Yemen,جزيرة العرب,عثر,Baysh
السرين,السرين,السرين,19.83698,40.76268,Jazirat al-Arab,جزيرة العرب,عثر,al-Sirrayn
صنعاء,صنعاء,صنعاء,15.37373,44.20186,Yemen,جزيرة العرب,نجد,Sana
صعدة,صعدة,صعدة,16.9453,43.76442,Yemen,جزيرة العرب,نجد,Sada
نجران,نجران,نجران,17.58603,44.2995,Jazirat al-Arab,جزيرة العرب,نجد,Najran
جرش,جرش,جرش,18.77618,42.44873,Jazirat al-Arab,جزيرة العرب,نجد,Jurash
جرش,جرش,جرش,18.63711,42.69682,Jazirat al-Arab,جزيرة العرب,نجد,Jurash
جرش,جرش,جرش,32.27309,35.8804,Sham,جزيرة العرب,نجد,Jurash
العرف,العرف,العرف,15.09101,44.27297,Yemen,جزيرة العرب,نجد,al-Urf
جبلان,جبلان,جبلان,14.2788,43.67157,Yemen,جزيرة العرب,نجد,Jublan
جبلان,جبلان,جبلان,14.2788,43.67157,Yemen,جزيرة العرب,نجد,Jublan
الجند,الجند,الجند,13.69225,44.17508,Yemen,جزيرة العرب,نجد,al-Janad
الجند,الجند,الجند,13.69225,44.17508,Yemen,جزيرة العرب,نجد,al-Janad
ذمار,ذمار,ذمار,14.56364,44.3972,Yemen,جزيرة العرب,نجد,Dhimar
ذمار,ذمار,ذمار,14.56364,44.3972,Yemen,جزيرة العرب,نجد,Dhimar
نسفان,نسفان,نسفان,14.02916,44.8432,Yemen,جزيرة العرب,نجد,Nasafan
يحصب,يحصب,يحصب,14.21583,44.41651,Yemen,جزيرة العرب,نجد,Yahsib
السحول,السحول,السحول,14.1937,44.03504,Yemen,جزيرة العرب,نجد,al-Suhul
المذيخرة,المذيخرة,المذيخرة,13.78649,43.97403,Yemen,جزيرة العرب,نجد,al-Mudhaykhira
حضرموت,حضرموت,حضرموت,15.64792,48.80405,Jazirat al-Arab,جزيرة العرب,الأحقاف,Hadramawt
الشحر,الشحر,الشحر,14.76671,49.5998,Jazirat al-Arab,جزيرة العرب,مهرة,al-Shihr
صحار,صحار,صحار,24.35205,56.69086,Jazirat al-Arab,جزيرة العرب,عمان,Suhar
نزوة,نزوة,نزوة,22.86309,57.52541,Jazirat al-Arab,جزيرة العرب,عمان,Nazwa
السر,السر,السر,23.0552,56.82897,Jazirat al-Arab,جزيرة العرب,عمان,al-Sirr
ضنك,ضنك,ضنك,23.53023,56.30591,Jazirat al-Arab,جزيرة العرب,عمان,Dank
حفيت,حفيت,حفيت,23.89613,55.85631,Jazirat al-Arab,جزيرة العرب,عمان,Hafit
دبا,دبا,دبا,25.59071,56.22657,Jazirat al-Arab,جزيرة العرب,عمان,Daba
جلفار,جلفار,جلفار,25.75227,55.98855,Jazirat al-Arab,جزيرة العرب,عمان,Jullafar
سمد,سمد,سمد,22.71138,57.96619,Jazirat al-Arab,جزيرة العرب,عمان,Samad
ملح,ملح,ملح,22.61105,58.11018,Jazirat al-Arab,جزيرة العرب,عمان,Milah
الأحساء,الأحساء,الأحساء,25.34929,49.54137,Jazirat al-Arab,جزيرة العرب,هجر,al-Ahsa
الزرقاء,الزرقاء,الزرقاء,32.07029,36.08689,Sham,جزيرة العرب,هجر,al-Zarqa
أوال,أوال,أوال,26.11827,50.56693,Jazirat al-Arab,جزيرة العرب,هجر,Uwal
أوال,أوال,أوال,40.4358,71.74749,Transoxiana,جزيرة العرب,هجر,Awal
العقير,العقير,العقير,25.5589,50.22312,Jazirat al-Arab,جزيرة العرب,هجر,al-Uqayr	
