id,diedAt,country,city
HA0001,220,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0001,220,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0001,220,MACROREG-MAWARANNAHR,BALAYAN_694E411N_S_TRAN
HA0001,220,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0002,1053,MACROREG-ARABIA,SANA_442E153N_S_YEME
HA0002,1053,MACROREG-INDIA,KANBAYA_725E223N_S_SIND
HA0003,141,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0004,220,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0006,163,MACROREG-ARABIA,SANA_442E153N_S_YEME
HA0006,163,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0007,188,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0008,211,MACROREG-MAWARANNAHR,BALAYAN_694E411N_S_TRAN
HA0009,224,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0009,224,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0010,225,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0011,243,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0013,246,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0014,247,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0015,249,MACROREG-ANDALUS,QURTUBA_047W379N_S_ANDA
HA0016,250,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0017,259,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0018,266,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0020,0,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0021,280,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0022,283,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0023,282,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0024,285,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0025,292,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0026,294,MACROREG-MAWARANNAHR,BALAYAN_694E411N_S_TRAN
HA0027,298,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0027,298,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0029,301,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0030,303,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0031,311,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0032,322,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0033,295,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0034,320,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0035,323,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0036,335,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0037,330,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0038,340,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0038,340,MACROREG-MAWARANNAHR,BALAYAN_694E411N_S_TRAN
HA0039,340,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0039,340,MACROREG-MAWARANNAHR,BALAYAN_694E411N_S_TRAN
HA0041,351,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0042,353,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0043,370,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0044,376,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0045,384,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0046,385,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0047,391,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0047,391,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0048,400,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0048,400,MACROREG-MAWARANNAHR,BALAYAN_694E411N_S_TRAN
HA0049,350,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0050,360,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0051,383,MACROREG-MAGHRIB,BISKARA_057E348N_S_MAGH
HA0052,400,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0053,402,MACROREG-ANDALUS,QURTUBA_047W379N_S_ANDA
HA0054,418,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0054,418,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0055,425,MACROREG-SARABIA,MADINA_396E244N_S_JAZI
HA0056,441,MACROREG-ANDALUS,QURTUBA_047W379N_S_ANDA
HA0057,453,MACROREG-MAGHRIB,BISKARA_057E348N_S_MAGH
HA0058,459,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0059,476,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0059,476,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0060,443,MACROREG-MAGHRIB,BISKARA_057E348N_S_MAGH
HA0061,482,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0062,518,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0063,523,MACROREG-ARABIA,SANA_442E153N_S_YEME
HA0063,523,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0064,524,MACROREG-MAWARANNAHR,BALAYAN_694E411N_S_TRAN
HA0065,533,MACROREG-ANDALUS,QURTUBA_047W379N_S_ANDA
HA0066,534,MACROREG-MAWARANNAHR,BALAYAN_694E411N_S_TRAN
HA0067,569,MACROREG-ANDALUS,QURTUBA_047W379N_S_ANDA
HA0068,519,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0069,556,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0070,584,MACROREG-ANDALUS,QURTUBA_047W379N_S_ANDA
HA0070,584,MACROREG-SARABIA,MADINA_396E244N_S_JAZI
HA0071,595,MACROREG-MAWARANNAHR,BALAYAN_694E411N_S_TRAN
HA0072,596,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0072,596,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0074,577,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0075,600,MACROREG-MAGHRIB,BISKARA_057E348N_S_MAGH
HA0076,595,MACROREG-SARABIA,MADINA_396E244N_S_JAZI
HA0078,618,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0078,618,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0078,618,MACROREG-MAGHRIB,BISKARA_057E348N_S_MAGH
HA0079,628,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0080,642,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0081,646,MACROREG-SARABIA,MADINA_396E244N_S_JAZI
HA0083,649,MACROREG-ANDALUS,QURTUBA_047W379N_S_ANDA
HA0084,625,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0085,635,MACROREG-ANDALUS,QURTUBA_047W379N_S_ANDA
HA0088,667,MACROREG-SARABIA,MADINA_396E244N_S_JAZI
HA0089,669,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0090,671,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0091,680,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0091,680,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0092,684,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0094,690,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0095,692,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0096,693,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0097,695,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0098,703,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0099,710,MACROREG-ANDALUS,QURTUBA_047W379N_S_ANDA
HA0101,721,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0102,722,MACROREG-ARABIA,SANA_442E153N_S_YEME
HA0102,722,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0103,690,MACROREG-MAGHRIB,BISKARA_057E348N_S_MAGH
HA0106,729,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0108,730,MACROREG-MAGHRIB,BISKARA_057E348N_S_MAGH
HA0109,732,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0109,732,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0110,734,MACROREG-MAGHRIB,BISKARA_057E348N_S_MAGH
HA0111,738,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0112,742,MACROREG-MAGHRIB,BISKARA_057E348N_S_MAGH
HA0113,744,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0113,744,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0114,748,MACROREG-MAGHRIB,BISKARA_057E348N_S_MAGH
HA0115,749,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0116,757,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0118,758,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0119,765,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0120,769,MACROREG-ANDALUS,QURTUBA_047W379N_S_ANDA
HA0121,775,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0122,777,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0123,778,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0124,781,MACROREG-ARABIA,SANA_442E153N_S_YEME
HA0124,781,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0126,780,MACROREG-ARABIA,SANA_442E153N_S_YEME
HA0126,780,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0127,790,MACROREG-ARABIA,SANA_442E153N_S_YEME
HA0128,790,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0128,790,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0129,790,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0130,790,MACROREG-ANDALUS,QURTUBA_047W379N_S_ANDA
HA0131,799,MACROREG-ARABIA,SANA_442E153N_S_YEME
HA0132,800,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0132,800,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0134,0,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0135,0,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0137,803,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0138,807,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0141,841,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0142,846,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0143,853,MACROREG-ARABIA,SANA_442E153N_S_YEME
HA0143,853,MACROREG-MAWARANNAHR,BALAYAN_694E411N_S_TRAN
HA0144,853,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0145,857,MACROREG-MAGHRIB,BISKARA_057E348N_S_MAGH
HA0146,858,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0147,870,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0148,871,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0150,877,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0150,877,MACROREG-MAGHRIB,BISKARA_057E348N_S_MAGH
HA0152,882,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0153,884,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0153,884,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0154,880,MACROREG-SARABIA,MADINA_396E244N_S_JAZI
HA0156,885,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0158,887,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0158,887,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0160,900,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0161,901,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0162,902,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0163,890,MACROREG-SARABIA,MADINA_396E244N_S_JAZI
HA0165,908,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0165,908,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0168,920,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0169,914,MACROREG-SARABIA,MADINA_396E244N_S_JAZI
HA0170,922,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0171,922,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0172,922,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0173,923,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0174,926,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0176,929,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0177,926,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0177,926,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0178,940,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0178,940,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0179,944,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0179,944,MACROREG-MAWARANNAHR,BALAYAN_694E411N_S_TRAN
HA0180,956,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0180,956,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0181,957,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0183,959,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0184,960,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0185,965,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0185,965,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0186,973,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0187,975,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0188,983,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0188,983,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0189,991,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0190,993,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0194,1000,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0194,1000,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0195,1014,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0196,1016,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0197,1026,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0197,1026,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0199,1029,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0200,1029,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0201,1006,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0202,1014,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0203,1030,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0206,1041,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0207,1047,MACROREG-MAGHRIB,BISKARA_057E348N_S_MAGH
HA0208,1047,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0209,1048,MACROREG-ARABIA,SANA_442E153N_S_YEME
HA0210,1048,MACROREG-ANDALUS,QURTUBA_047W379N_S_ANDA
HA0211,1050,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0213,1060,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0214,1060,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0215,1060,MACROREG-SARABIA,MADINA_396E244N_S_JAZI
HA0216,1061,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0217,1065,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0218,1071,MACROREG-SARABIA,MADINA_396E244N_S_JAZI
HA0220,1079,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0221,1083,MACROREG-SARABIA,MADINA_396E244N_S_JAZI
HA0222,1065,MACROREG-SARABIA,MADINA_396E244N_S_JAZI
HA0223,1071,MACROREG-ARABIA,SANA_442E153N_S_YEME
HA0223,1071,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0223,1071,MACROREG-SARABIA,MADINA_396E244N_S_JAZI
HA0224,1077,MACROREG-ARABIA,SANA_442E153N_S_YEME
HA0224,1077,MACROREG-MAGHRIB,BISKARA_057E348N_S_MAGH
HA0225,1083,MACROREG-ARABIA,SANA_442E153N_S_YEME
HA0226,1091,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0227,1092,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0228,1094,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0228,1094,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0229,1099,MACROREG-ARABIA,SANA_442E153N_S_YEME
HA0230,1098,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0231,1200,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0232,1099,MACROREG-INDIA,KANBAYA_725E223N_S_SIND
HA0232,1099,MACROREG-SARABIA,MADINA_396E244N_S_JAZI
HA0233,1100,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0234,1101,MACROREG-ARABIA,SANA_442E153N_S_YEME
HA0234,1101,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0235,1106,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0237,1108,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0238,1109,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0239,1114,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0240,1111,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0240,1111,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0241,1112,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0242,1115,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0243,1120,MACROREG-ARABIA,SANA_442E153N_S_YEME
HA0243,1120,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0244,1126,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0244,1126,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0245,1134,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0246,1135,MACROREG-MAWARANNAHR,BALAYAN_694E411N_S_TRAN
HA0247,1136,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0248,1137,MACROREG-MAGHRIB,BISKARA_057E348N_S_MAGH
HA0249,1137,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0250,1165,MACROREG-INDIA,KANBAYA_725E223N_S_SIND
HA0251,1186,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0252,0,MACROREG-ARABIA,SANA_442E153N_S_YEME
HA0253,1187,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0254,1188,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0255,1187,MACROREG-ARABIA,SANA_442E153N_S_YEME
HA0256,1140,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0257,1150,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0258,1175,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0259,1180,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0260,1189,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0261,1190,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0261,1190,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0262,1195,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0263,1195,MACROREG-ARABIA,SANA_442E153N_S_YEME
HA0264,1192,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0265,1160,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0266,1190,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0267,1197,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0268,1213,MACROREG-SARABIA,MADINA_396E244N_S_JAZI
HA0270,1253,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0272,1231,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0273,1264,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0274,1206,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0275,1265,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0276,1276,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0277,1228,MACROREG-ARABIA,SANA_442E153N_S_YEME
HA0277,1228,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0278,1262,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0279,1266,MACROREG-MAGHRIB,BISKARA_057E348N_S_MAGH
HA0280,1222,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0281,1283,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0282,1298,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0283,1299,MACROREG-ARABIA,SANA_442E153N_S_YEME
HA0283,1299,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0284,1228,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0285,1281,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0286,1293,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0288,1260,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0290,1258,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0291,1247,MACROREG-ARABIA,SANA_442E153N_S_YEME
HA0291,1247,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0292,1304,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0292,1304,MACROREG-MAGHRIB,BISKARA_057E348N_S_MAGH
HA0293,1309,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0294,1312,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0295,1293,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0296,1301,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0297,1297,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0298,1308,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0299,0,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0300,1307,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0301,1321,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0301,1321,MACROREG-MAWARANNAHR,BALAYAN_694E411N_S_TRAN
HA0301,1321,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0302,1310,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0303,1312,MACROREG-RUM,AMID_402E379N_S_AQUR
HA0305,1111,MACROREG-INDIA,KANBAYA_725E223N_S_SIND
HA0306,200,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0307,200,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0308,200,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0309,214,MACROREG-SYRIA,DIMASHQ_363E335N_S_SHAM
HA0310,215,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0312,220,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0312,220,MACROREG-MAWARANNAHR,BALAYAN_694E411N_S_TRAN
HA0313,219,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0314,221,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0315,231,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0316,234,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0317,234,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0318,240,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0319,241,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0319,241,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0319,241,MACROREG-MAWARANNAHR,BALAYAN_694E411N_S_TRAN
HA0320,250,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0321,241,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0322,243,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0323,245,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0325,256,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0326,258,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0327,258,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0328,258,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0329,260,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0330,261,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0331,261,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0331,261,MACROREG-MAGHRIB,BISKARA_057E348N_S_MAGH
HA0332,261,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0332,261,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0333,261,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0335,270,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0336,272,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0337,276,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0338,265,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0339,265,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0340,268,MACROREG-MAWARANNAHR,BALAYAN_694E411N_S_TRAN
HA0341,270,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0341,270,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0342,270,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0343,270,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0344,273,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0344,273,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0346,277,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0347,279,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0348,279,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0349,279,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0349,279,MACROREG-MAWARANNAHR,BALAYAN_694E411N_S_TRAN
HA0350,280,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
HA0350,280,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0351,284,MACROREG-EGYPT,QAHIRA_312E300N_S_EGYP
HA0352,286,MACROREG-IRAQ,BAGHDAD_443E333N_S_IRAQ
HA0354,281,MACROREG-IRAN,ISBAHAN_516E326N_S_JIBA
