arBW,source,arTitle,lat,eiSearch,lon,region,translitTitleOther,topURI,searchNames,topTypeAlt,topType,translitTitle,arTitleOther,UStranslitTitle
Shyh، SAhk,Faris,صهيه,29.77106,Sahih-Sahik,54.30902,Faris,Ṣahīh-Ṣāhik,SAHIH_543E297N_S_FARI,Sahih-Sahik,cite?,towns,Ṣahīh,صهيه، صاهك,Ṣahīh
yzd، kvo,Faris,يزد,31.90975,Yazd-Katha,54.34286,Faris,Yazd-Kaṯaŧ,YAZD_543E319N_S_FARI,Yazd-Katha,cite,towns,Yazd,يزد، كثة,Yazd
yzd، kvo,Faris,يزد,31.90975,Yazd-Katha,54.34286,Faris,Yazd-Kaṯaŧ,YAZD_543E319N_S_FARI,Yazd-Katha,cite,towns,Yazd,يزد، كثة,Yazd
AlmryzjAn,Faris,المريزجان,28.80847,al-Murayzijan,54.39753,Faris,al-Murayziǧān,MURAYZIJAN_543E288N_S_FARI,al-Murayzijan,localite,villages,al-Murayziǧān,المريزجان,al-Murayziǧān
AlmryzjAn,Faris,المريزجان,28.80847,al-Murayzijan,54.39753,Faris,al-Murayziǧān,MURAYZIJAN_543E288N_S_FARI,al-Murayzijan,localite,villages,al-Murayziǧān,المريزجان,al-Murayziǧān
xsw,Faris,خسو,28.5161,Khasu,54.40794,Faris,Ḫasū,KHASU_544E285N_S_FARI,Khasu,cheflieu,capitals,Ḫasū,خسو,Ḫasū
xsw,Faris,خسو,28.5161,Khasu,54.40794,Faris,Ḫasū,KHASU_544E285N_S_FARI,Khasu,cheflieu,capitals,Ḫasū,خسو,Ḫasū
hrAo,Faris,هراة,30.11392,Hara,54.41315,Faris,Harāŧ,HARA_544E301N_S_FARI,Hara,cite,towns,Harāŧ,هراة,Harāŧ
hrAo,Faris,هراة,30.11392,Hara,54.41315,Faris,Harāŧ,HARA_544E301N_S_FARI,Hara,cite,towns,Harāŧ,هراة,Harāŧ
drAbjrd,Faris,درابجرد,28.75143,Darabajird,54.54591,Faris,Darābaǧird,DARABAJIRD_545E287N_S_FARI,Darabajird,capitale,capitals,Darābaǧird,درابجرد,Darābaǧird
drAbjrd,Faris,درابجرد,28.75143,Darabajird,54.54591,Faris,Darābaǧird,DARABAJIRD_545E287N_S_FARI,Darabajird,capitale,capitals,Darābaǧird,درابجرد,Darābaǧird
drAbjrd,Faris,درابجرد,28.75143,Darabajird,54.54591,Faris,Darābaǧird,DARABAJIRD_545E287N_S_FARI,Darabajird,capitale,capitals,Darābaǧird,درابجرد,Darābaǧird
kdrwA,Faris,كدروا,29.16368,Kadruwa,54.67346,Faris,Kadruwā,KADRUWA_546E291N_S_FARI,Kadruwa,cite,towns,Kadruwā,كدروا,Kadruwā
kdrwA,Faris,كدروا,29.16368,Kadruwa,54.67346,Faris,Kadruwā,KADRUWA_546E291N_S_FARI,Kadruwa,cite,towns,Kadruwā,كدروا,Kadruwā
rAVAn، dAVAn,Faris,راذان,30.12067,Radhan-Dadhan,54.70209,Faris,Rāḏān-Dāḏān,RADHAN_547E301N_S_FARI,Radhan-Dadhan,etape,waystations,Rāḏān,راذان، داذان,Rāḏān
rAVAn، dAVAn,Faris,راذان,30.12067,Radhan-Dadhan,54.70209,Faris,Rāḏān-Dāḏān,RADHAN_547E301N_S_FARI,Radhan-Dadhan,etape,waystations,Rāḏān,راذان، داذان,Rāḏān
jrmwo,Faris,جرموة,28.6007,Jarmwa,54.7906,Faris,Ǧarmwaŧ,JARMWA_547E286N_S_FARI,Jarmwa,etape,waystations,Ǧarmwaŧ,جرموة,Ǧarmwaŧ
jrmwo,Faris,جرموة,28.6007,Jarmwa,54.7906,Faris,Ǧarmwaŧ,JARMWA_547E286N_S_FARI,Jarmwa,etape,waystations,Ǧarmwaŧ,جرموة,Ǧarmwaŧ
zrwdwwo,Faris,زرودووة,29.41342,Zaruduwa,54.85047,Faris,Zarūdūwaŧ,ZARUDUWA_548E294N_S_FARI,Zaruduwa,etape,waystations,Zarūdūwaŧ,زرودووة,Zarūdūwaŧ
zrwdwwo,Faris,زرودووة,29.41342,Zaruduwa,54.85047,Faris,Zarūdūwaŧ,ZARUDUWA_548E294N_S_FARI,Zaruduwa,etape,waystations,Zarūdūwaŧ,زرودووة,Zarūdūwaŧ
EAbAbk، EAbAwk، EhrbAbAk,Faris,شابابك,30.13418,Shababak-Shabawak-Shahrbabak,55.05872,Faris,Šābābak-Šābāwak-Šahrbābāk,SHABABAK_550E301N_S_FARI,Shababak-Shabawak-Shahrbabak,cite,towns,Šābābak,شابابك، شاباوك، شهرباباك,Šābābak
EAbAbk، EAbAwk، EhrbAbAk,Faris,شابابك,30.13418,Shababak-Shabawak-Shahrbabak,55.05872,Faris,Šābābak-Šābāwak-Šahrbābāk,SHABABAK_550E301N_S_FARI,Shababak-Shabawak-Shahrbabak,cite,towns,Šābābak,شابابك، شاباوك، شهرباباك,Šābābak
rstAq,Faris,رستاق,28.4795,Rustaq,55.10037,Faris,Rustāq,RUSTAQ_551E284N_S_FARI,Rustaq,cite,towns,Rustāq,رستاق,Rustāq
rstAq,Faris,رستاق,28.4795,Rustaq,55.10037,Faris,Rustāq,RUSTAQ_551E284N_S_FARI,Rustaq,cite,towns,Rustāq,رستاق,Rustāq
rstAq,Faris,رستاق,28.4795,Rustaq,55.10037,Faris,Rustāq,RUSTAQ_551E284N_S_FARI,Rustaq,cite,towns,Rustāq,رستاق,Rustāq
frj,Faris,فرج,28.31921,Furj,55.16805,Faris,Furǧ,FURJ_551E283N_S_FARI,Furj,cite,towns,Furǧ,فرج,Furǧ
frj,Faris,فرج,28.31921,Furj,55.16805,Faris,Furǧ,FURJ_551E283N_S_FARI,Furj,cite,towns,Furǧ,فرج,Furǧ
dh AEtrAn، qryo AljmAl,Faris,ده أشتران,30.31412,Dih Ushturan-Qarya al-Jimal,55.70689,Faris,Dih Ušturān-Qaryaŧ al-Ǧimāl,DIHUSHTURAN_557E303N_S_FARI,Dih Ushturan-Qarya al-Jimal,cite,towns,Dih Ušturān,ده أشتران، قرية الجمال,Dih Ušturān
dh AEtrAn، qryo AljmAl,Faris,ده أشتران,30.31412,Dih Ushturan-Qarya al-Jimal,55.70689,Faris,Dih Ušturān-Qaryaŧ al-Ǧimāl,DIHUSHTURAN_557E303N_S_FARI,Dih Ushturan-Qarya al-Jimal,cite,towns,Dih Ušturān,ده أشتران، قرية الجمال,Dih Ušturān
tArm، tArm,Faris,تارم,28.18163,Tarim-Tarum,55.80841,Faris,Tārim-Tārum,TARIM_558E281N_S_FARI,Tarim-Tarum,cite,towns,Tārim,تارم، تارم,Tārim
tArm، tArm,Faris,تارم,28.18163,Tarim-Tarum,55.80841,Faris,Tārim-Tārum,TARIM_558E281N_S_FARI,Tarim-Tarum,cite,towns,Tārim,تارم، تارم,Tārim
tArm، tArm,Faris,تارم,28.18163,Tarim-Tarum,55.80841,Faris,Tārim-Tārum,TARIM_558E281N_S_FARI,Tarim-Tarum,cite,towns,Tārim,تارم، تارم,Tārim
Awns,Faris,أونس,30.24893,Unas,55.98281,Faris,Ūnas,UNAS_559E302N_S_FARI,Unas,cite,towns,Ūnas,أونس,Ūnas
Awns,Faris,أونس,30.24893,Unas,55.98281,Faris,Ūnas,UNAS_559E302N_S_FARI,Unas,cite,towns,Ūnas,أونس,Ūnas
AlrwVAn,Faris,الروذان,30.39947,al-Rudhan,56.02186,Faris,al-Rūḏān,RUDHAN_560E303N_S_FARI,al-Rudhan,cite,towns,al-Rūḏān,الروذان,al-Rūḏān
AlrwVAn,Faris,الروذان,30.39947,al-Rudhan,56.02186,Faris,al-Rūḏān,RUDHAN_560E303N_S_FARI,al-Rudhan,cite,towns,al-Rūḏān,الروذان,al-Rūḏān
swrw,Faris,سورو,27.19067,Suru,56.21348,Faris,Sūrū,SURU_562E271N_S_FARI,Suru,cite,towns,Sūrū,سورو,Sūrū
AlnAwso,Iraq,الناوسة,33.82317,al-Nawusa,42.61179,Iraq,al-Nāwusaŧ,NAWUSA_426E338N_S_IRAQ,al-Nawusa,etape,waystations,al-Nāwusaŧ,الناوسة,al-Nāwusaŧ
AlnAwso,Iraq,الناوسة,33.82317,al-Nawusa,42.61179,Iraq,al-Nāwusaŧ,NAWUSA_426E338N_S_IRAQ,al-Nawusa,etape,waystations,al-Nāwusaŧ,الناوسة,al-Nāwusaŧ
hyt,Iraq,هيت,33.6437,Hit,42.80628,Iraq,Hīt,HIT_428E336N_S_IRAQ,Hit,cite,towns,Hīt,هيت,Hīt
hyt,Iraq,هيت,33.6437,Hit,42.80628,Iraq,Hīt,HIT_428E336N_S_IRAQ,Hit,cite,towns,Hīt,هيت,Hīt
hyt,Iraq,هيت,33.6437,Hit,42.80628,Iraq,Hīt,HIT_428E336N_S_IRAQ,Hit,cite,towns,Hīt,هيت,Hīt
Alrb,Iraq,الرب,33.46273,al-Rabb,43.26055,Iraq,al-Rabb,RABB_432E334N_S_IRAQ,al-Rabb,localite,villages,al-Rabb,الرب,al-Rabb
Alrb,Iraq,الرب,33.46273,al-Rabb,43.26055,Iraq,al-Rabb,RABB_432E334N_S_IRAQ,al-Rabb,localite,villages,al-Rabb,الرب,al-Rabb
Alsn,Iraq,السن,35.26076,al-Sinn,43.46591,Iraq,al-Sinn,SINN_434E352N_S_IRAQ,al-Sinn,cite,towns,al-Sinn,السن,al-Sinn
Alsn,Iraq,السن,35.26076,al-Sinn,43.46591,Iraq,al-Sinn,SINN_434E352N_S_IRAQ,al-Sinn,cite,towns,al-Sinn,السن,al-Sinn
Cyn Altmr,Iraq,عين التمر,32.62337,Ayn al-Tamr,43.52574,Iraq,ʿAyn al-Tamr,AYNTAMR_435E326N_S_IRAQ,Ayn al-Tamr,cite,towns,ʿAyn al-Tamr,عين التمر,ʿAyn al-Tamr
bArmA,Iraq,بارما,35.07982,Barimma,43.57361,Iraq,Bārimmā,BARIMMA_435E350N_S_IRAQ,Barimma,etape,waystations,Bārimmā,بارما,Bārimmā
bArmA,Iraq,بارما,35.07982,Barimma,43.57361,Iraq,Bārimmā,BARIMMA_435E350N_S_IRAQ,Barimma,etape,waystations,Bārimmā,بارما,Bārimmā
AlswdqAnyo,Iraq,السودقانية,34.81448,al-Sudaqaniyya,43.60292,Iraq,al-Sūdaqāniyyaŧ,SUDAQANIYYA_436E348N_S_IRAQ,al-Sudaqaniyya,etape,waystations,al-Sūdaqāniyyaŧ,السودقانية,al-Sūdaqāniyyaŧ
AlswdqAnyo,Iraq,السودقانية,34.81448,al-Sudaqaniyya,43.60292,Iraq,al-Sūdaqāniyyaŧ,SUDAQANIYYA_436E348N_S_IRAQ,al-Sudaqaniyya,etape,waystations,al-Sūdaqāniyyaŧ,السودقانية,al-Sūdaqāniyyaŧ
tkryt,Iraq,تكريت,34.59215,Takrit,43.69617,Iraq,Takrīt,TAKRIT_436E345N_S_IRAQ,Takrit,cite,towns,Takrīt,تكريت,Takrīt
AlAnbAr,Iraq,الأنبار,33.39492,al-Anbar,43.7015,Iraq,al-Anbār,ANBAR_437E333N_S_IRAQ,al-Anbar,cite,towns,al-Anbār,الأنبار,al-Anbār
AlAnbAr,Iraq,الأنبار,33.39492,al-Anbar,43.7015,Iraq,al-Anbār,ANBAR_437E333N_S_IRAQ,al-Anbar,cite,towns,al-Anbār,الأنبار,al-Anbār
jbltA، jbltA,Iraq,جبلتا,34.62614,Jabilta-Jabulta,43.72814,Iraq,Ǧabiltā-Ǧabultā,JABILTA_437E346N_S_IRAQ,Jabilta-Jabulta,etape,waystations,Ǧabiltā,جبلتا، جبلتا,Ǧabiltā
jbltA، jbltA,Iraq,جبلتا,34.62614,Jabilta-Jabulta,43.72814,Iraq,Ǧabiltā-Ǧabultā,JABILTA_437E346N_S_IRAQ,Jabilta-Jabulta,etape,waystations,Ǧabiltā,جبلتا، جبلتا,Ǧabiltā
Aldwr,Iraq,الدور,34.46814,al-Dur,43.80541,Iraq,al-Dūr,DUR_438E344N_S_IRAQ,al-Dur,cite,towns,al-Dūr,الدور,al-Dūr
Aldwr,Iraq,الدور,34.46814,al-Dur,43.80541,Iraq,al-Dūr,DUR_438E344N_S_IRAQ,al-Dur,cite,towns,al-Dūr,الدور,al-Dūr
Alkrx,Iraq,الكرخ,34.29663,al-Karkh,43.87468,Iraq,al-Karḫ,KARKH_438E342N_S_IRAQ,al-Karkh,localite,villages,al-Karḫ,الكرخ,al-Karḫ
Alkrx,Iraq,الكرخ,34.29663,al-Karkh,43.87468,Iraq,al-Karḫ,KARKH_438E342N_S_IRAQ,al-Karkh,localite,villages,al-Karḫ,الكرخ,al-Karḫ
sAmrAc,Iraq,سامراء,34.20964,Samarra,43.88134,Iraq,Sāmarrāʾ,SAMARRA_438E342N_S_IRAQ,Samarra,capitale,capitals,Sāmarrāʾ,سامراء,Sāmarrāʾ
sAmrAc,Iraq,سامراء,34.20964,Samarra,43.88134,Iraq,Sāmarrāʾ,SAMARRA_438E342N_S_IRAQ,Samarra,capitale,capitals,Sāmarrāʾ,سامراء,Sāmarrāʾ
sAmrAc,Iraq,سامراء,34.20964,Samarra,43.88134,Iraq,Sāmarrāʾ,SAMARRA_438E342N_S_IRAQ,Samarra,capitale,capitals,Sāmarrāʾ,سامراء,Sāmarrāʾ
AlqAdsyo,Iraq,القادسية,34.09388,al-Qadisiyya,43.98259,Iraq,al-Qādisiyyaŧ,QADISIYYA_439E340N_S_IRAQ,al-Qadisiyya,etape,waystations,al-Qādisiyyaŧ,القادسية,al-Qādisiyyaŧ
AlqAdsyo,Iraq,القادسية,34.09388,al-Qadisiyya,43.98259,Iraq,al-Qādisiyyaŧ,QADISIYYA_439E340N_S_IRAQ,al-Qadisiyya,etape,waystations,al-Qādisiyyaŧ,القادسية,al-Qādisiyyaŧ
AlsylHyn,Iraq,السيلحين,33.41382,al-Saylahin,44.06385,Iraq,al-Saylaḥīn,SAYLAHIN_440E334N_S_IRAQ,al-Saylahin,etape,waystations,al-Saylaḥīn,السيلحين,al-Saylaḥīn
AlsylHyn,Iraq,السيلحين,33.41382,al-Saylahin,44.06385,Iraq,al-Saylaḥīn,SAYLAHIN_440E334N_S_IRAQ,al-Saylahin,etape,waystations,al-Saylaḥīn,السيلحين,al-Saylaḥīn
Clv ،  AlClv,Iraq,علث ,34.02656,Alth - al-Alth,44.08916,Iraq,ʿAlṯ - al-ʿAlṯ,ALTH_440E340N_S_IRAQ,Alth - al-Alth,cite,towns,ʿAlṯ ,علث ،  العلث,ʿAlṯ 
Clv ،  AlClv,Iraq,علث ,34.02656,Alth - al-Alth,44.08916,Iraq,ʿAlṯ - al-ʿAlṯ,ALTH_440E340N_S_IRAQ,Alth - al-Alth,cite,towns,ʿAlṯ ,علث ،  العلث,ʿAlṯ 
Hrbٰy,Iraq,حربٰى,33.95808,Harba,44.18508,Iraq,Ḥarbá,HARBA_441E339N_S_IRAQ,Harba,cite,towns,Ḥarbá,حربٰى,Ḥarbá
Hrbٰy,Iraq,حربٰى,33.95808,Harba,44.18508,Iraq,Ḥarbá,HARBA_441E339N_S_IRAQ,Harba,cite,towns,Ḥarbá,حربٰى,Ḥarbá
AlqAdsyo,Iraq,القادسية,31.65292,al-Qadisiyya,44.18717,Iraq,al-Qādisiyyaŧ,QADISIYYA_441E316N_S_IRAQ,al-Qadisiyya,cite,towns,al-Qādisiyyaŧ,القادسية,al-Qādisiyyaŧ
AlqAdsyo,Iraq,القادسية,31.65292,al-Qadisiyya,44.18717,Iraq,al-Qādisiyyaŧ,QADISIYYA_441E316N_S_IRAQ,al-Qadisiyya,cite,towns,al-Qādisiyyaŧ,القادسية,al-Qādisiyyaŧ
CkbrA,Iraq,عكبرا,33.85526,Ukbara,44.22504,Iraq,ʿUkbarā,UKBARA_442E338N_S_IRAQ,Ukbara,cite,towns,ʿUkbarā,عكبرا,ʿUkbarā
CkbrA,Iraq,عكبرا,33.85526,Ukbara,44.22504,Iraq,ʿUkbarā,UKBARA_442E338N_S_IRAQ,Ukbara,cite,towns,ʿUkbarā,عكبرا,ʿUkbarā
swq Asd,Iraq,سوق أسد,32.48043,Suq Asad,44.29724,Iraq,Sūq Asad,SUQASAD_442E324N_S_IRAQ,Suq Asad,localite,villages,Sūq Asad,سوق أسد,Sūq Asad
swq Asd,Iraq,سوق أسد,32.48043,Suq Asad,44.29724,Iraq,Sūq Asad,SUQASAD_442E324N_S_IRAQ,Suq Asad,localite,villages,Sūq Asad,سوق أسد,Sūq Asad
njAf,Iraq,نجاف,31.98379,Najaf,44.33826,Iraq,Naǧāf,NAJAF_443E319N_S_IRAQ,Najaf,localite,villages,Naǧāf,نجاف,Naǧāf
njAf,Iraq,نجاف,31.98379,Najaf,44.33826,Iraq,Naǧāf,NAJAF_443E319N_S_IRAQ,Najaf,localite,villages,Naǧāf,نجاف,Naǧāf
HmAm Abn Cmr,Iraq,حمام إبن عمر,32.39084,Hammam Ibn Umar,44.34773,Iraq,Ḥammām Ibn ʿUmar,HAMMAMIBNUMAR_443E323N_S_IRAQ,Hammam Ibn Umar,cite,towns,Ḥammām Ibn ʿUmar,حمام إبن عمر,Ḥammām Ibn ʿUmar
HmAm Abn Cmr,Iraq,حمام إبن عمر,32.39084,Hammam Ibn Umar,44.34773,Iraq,Ḥammām Ibn ʿUmar,HAMMAMIBNUMAR_443E323N_S_IRAQ,Hammam Ibn Umar,cite,towns,Ḥammām Ibn ʿUmar,حمام إبن عمر,Ḥammām Ibn ʿUmar
qSr Abn hbyro,Iraq,قصر إبن هبيرة,32.70401,Qasr Ibn Hubayra,44.34902,Iraq,Qaṣr Ibn Hubayraŧ,QASRIBNHUBAYRA_443E327N_S_IRAQ,Qasr Ibn Hubayra,cite,towns,Qaṣr Ibn Hubayraŧ,قصر إبن هبيرة,Qaṣr Ibn Hubayraŧ
qSr Abn hbyro,Iraq,قصر إبن هبيرة,32.70401,Qasr Ibn Hubayra,44.34902,Iraq,Qaṣr Ibn Hubayraŧ,QASRIBNHUBAYRA_443E327N_S_IRAQ,Qasr Ibn Hubayra,cite,towns,Qaṣr Ibn Hubayraŧ,قصر إبن هبيرة,Qaṣr Ibn Hubayraŧ
Alkrx,Iraq,الكرخ,33.31703,al-Karkh,44.35293,Iraq,al-Karḫ,KARKH_443E333N_S_IRAQ,al-Karkh,quartier,quarters,al-Karḫ,الكرخ,al-Karḫ
Alkrx,Iraq,الكرخ,33.31703,al-Karkh,44.35293,Iraq,al-Karḫ,KARKH_443E333N_S_IRAQ,al-Karkh,quartier,quarters,al-Karḫ,الكرخ,al-Karḫ
bgdAd,Iraq,بغداد,33.35932,Baghdad,44.35693,Iraq,Baġdād,BAGHDAD_443E333N_S_IRAQ,Baghdad,metropole,metropoles,Baġdād,بغداد,Baġdād
bgdAd,Iraq,بغداد,33.35932,Baghdad,44.35693,Iraq,Baġdād,BAGHDAD_443E333N_S_IRAQ,Baghdad,metropole,metropoles,Baġdād,بغداد,Baġdād
bgdAd,Iraq,بغداد,33.35932,Baghdad,44.35693,Iraq,Baġdād,BAGHDAD_443E333N_S_IRAQ,Baghdad,metropole,metropoles,Baġdād,بغداد,Baġdād
bgdAd,Iraq,بغداد,33.35932,Baghdad,44.35693,Iraq,Baġdād,BAGHDAD_443E333N_S_IRAQ,Baghdad,metropole,metropoles,Baġdād,بغداد,Baġdād
bgdAd,Iraq,بغداد,33.35932,Baghdad,44.35693,Iraq,Baġdād,BAGHDAD_443E333N_S_IRAQ,Baghdad,metropole,metropoles,Baġdād,بغداد,Baġdād
brdAn,Iraq,بردان,33.50829,Baradan,44.36092,Iraq,Baradān,BARADAN_443E335N_S_IRAQ,Baradan,cite,towns,Baradān,بردان,Baradān
brdAn,Iraq,بردان,33.50829,Baradan,44.36092,Iraq,Baradān,BARADAN_443E335N_S_IRAQ,Baradan,cite,towns,Baradān,بردان,Baradān
nhr Almlk,Iraq,نهر الملك,33.05406,Nahr al-Malik,44.36455,Iraq,Nahr al-Malik,NAHRMALIK_443E330N_S_IRAQ,Nahr al-Malik,village,villages,Nahr al-Malik,نهر الملك,Nahr al-Malik
nhr Almlk,Iraq,نهر الملك,33.05406,Nahr al-Malik,44.36455,Iraq,Nahr al-Malik,NAHRMALIK_443E330N_S_IRAQ,Nahr al-Malik,village,villages,Nahr al-Malik,نهر الملك,Nahr al-Malik
jsr swrA، jsr swrAn,Iraq,جسر سورا,32.64626,Jisr Sura-Jisr Suran,44.36585,Iraq,Ǧisr Sūrā-Ǧisr Sūrān,JISRSURA_443E326N_S_IRAQ,Jisr Sura-Jisr Suran,cite,towns,Ǧisr Sūrā,جسر سورا، جسر سوران,Ǧisr Sūrā
jsr swrA، jsr swrAn,Iraq,جسر سورا,32.64626,Jisr Sura-Jisr Suran,44.36585,Iraq,Ǧisr Sūrā-Ǧisr Sūrān,JISRSURA_443E326N_S_IRAQ,Jisr Sura-Jisr Suran,cite,towns,Ǧisr Sūrā,جسر سورا، جسر سوران,Ǧisr Sūrā
jsr swrA، jsr swrAn,Iraq,جسر سورا,32.64626,Jisr Sura-Jisr Suran,44.36585,Iraq,Ǧisr Sūrā-Ǧisr Sūrān,JISRSURA_443E326N_S_IRAQ,Jisr Sura-Jisr Suran,cite,towns,Ǧisr Sūrā,جسر سورا، جسر سوران,Ǧisr Sūrā
EAhy، sAhy,Iraq,شاهي,32.24535,Shahi-Sahi,44.36844,Iraq,Šāhī-Sāhī,SHAHI_443E322N_S_IRAQ,Shahi-Sahi,etape,waystations,Šāhī,شاهي، ساهي,Šāhī
EAhy، sAhy,Iraq,شاهي,32.24535,Shahi-Sahi,44.36844,Iraq,Šāhī-Sāhī,SHAHI_443E322N_S_IRAQ,Shahi-Sahi,etape,waystations,Šāhī,شاهي، ساهي,Šāhī
EAhy، sAhy,Iraq,شاهي,32.24535,Shahi-Sahi,44.36844,Iraq,Šāhī-Sāhī,SHAHI_443E322N_S_IRAQ,Shahi-Sahi,etape,waystations,Šāhī,شاهي، ساهي,Šāhī
jsr kwvٰy,Iraq,جسر كوثٰى,32.87594,Jisr Kutha,44.36973,Iraq,Ǧisr Kūṯá,JISRKUTHA_443E328N_S_IRAQ,Jisr Kutha,etape,waystations,Ǧisr Kūṯá,جسر كوثٰى,Ǧisr Kūṯá
jsr kwvٰy,Iraq,جسر كوثٰى,32.87594,Jisr Kutha,44.36973,Iraq,Ǧisr Kūṯá,JISRKUTHA_443E328N_S_IRAQ,Jisr Kutha,etape,waystations,Ǧisr Kūṯá,جسر كوثٰى,Ǧisr Kūṯá
SrSr، jsr SrSr,Iraq,صرصر,33.10972,Sarsar-Jisr Sarsar,44.37025,Iraq,Ṣarṣar-Ǧisr Ṣarṣar,SARSAR_443E331N_S_IRAQ,Sarsar-Jisr Sarsar,village,villages,Ṣarṣar,صرصر، جسر صرصر,Ṣarṣar
SrSr، jsr SrSr,Iraq,صرصر,33.10972,Sarsar-Jisr Sarsar,44.37025,Iraq,Ṣarṣar-Ǧisr Ṣarṣar,SARSAR_443E331N_S_IRAQ,Sarsar-Jisr Sarsar,village,villages,Ṣarṣar,صرصر، جسر صرصر,Ṣarṣar
AlHyro,Iraq,الحيرة,32.01734,al-Hira,44.37232,Iraq,al-Ḥīraŧ,HIRA_443E320N_S_IRAQ,al-Hira,ville,towns,al-Ḥīraŧ,الحيرة,al-Ḥīraŧ
AlHyro,Iraq,الحيرة,32.01734,al-Hira,44.37232,Iraq,al-Ḥīraŧ,HIRA_443E320N_S_IRAQ,al-Hira,ville,towns,al-Ḥīraŧ,الحيرة,al-Ḥīraŧ
AlHyro,Iraq,الحيرة,32.01734,al-Hira,44.37232,Iraq,al-Ḥīraŧ,HIRA_443E320N_S_IRAQ,al-Hira,ville,towns,al-Ḥīraŧ,الحيرة,al-Ḥīraŧ
AlHyro,Iraq,الحيرة,32.01734,al-Hira,44.37232,Iraq,al-Ḥīraŧ,HIRA_443E320N_S_IRAQ,al-Hira,ville,towns,al-Ḥīraŧ,الحيرة,al-Ḥīraŧ
Alkwfo,Iraq,الكوفة,32.03808,al-Kufa,44.39355,Iraq,al-Kūfaŧ,KUFA_443E320N_S_IRAQ,al-Kufa,capitale,capitals,al-Kūfaŧ,الكوفة,al-Kūfaŧ
Alkwfo,Iraq,الكوفة,32.03808,al-Kufa,44.39355,Iraq,al-Kūfaŧ,KUFA_443E320N_S_IRAQ,al-Kufa,capitale,capitals,al-Kūfaŧ,الكوفة,al-Kūfaŧ
AlnhrwAn,Iraq,النهروان,33.43161,al-Nahrawan,44.59405,Iraq,al-Nahrawān,NAHRAWAN_445E334N_S_IRAQ,al-Nahrawan,cite,towns,al-Nahrawān,النهروان,al-Nahrawān
AlnhrwAn,Iraq,النهروان,33.43161,al-Nahrawan,44.59405,Iraq,al-Nahrawān,NAHRAWAN_445E334N_S_IRAQ,al-Nahrawan,cite,towns,al-Nahrawān,النهروان,al-Nahrawān
AlmdAcyn,Iraq,المدائين,33.09075,al-Madain,44.59672,Iraq,al-Madāʾīn,MADAIN_445E330N_S_IRAQ,al-Madain,cite,towns,al-Madāʾīn,المدائين,al-Madāʾīn
AlmdAcyn,Iraq,المدائين,33.09075,al-Madain,44.59672,Iraq,al-Madāʾīn,MADAIN_445E330N_S_IRAQ,al-Madain,cite,towns,al-Madāʾīn,المدائين,al-Madāʾīn
dyr bAzmo ،  dyr tyrmo,Iraq,دير بازمة ,33.60709,Dayr Bazama - Dayr Tirma,44.70196,Iraq,Dayr Bāzamaŧ - Dayr Tīrmaŧ,DAYRBAZAMA_447E336N_S_IRAQ,Dayr Bazama - Dayr Tirma,etape,waystations,Dayr Bāzamaŧ ,دير بازمة ،  دير تيرمة,Dayr Bāzamaŧ 
dyr bAzmo ،  dyr tyrmo,Iraq,دير بازمة ,33.60709,Dayr Bazama - Dayr Tirma,44.70196,Iraq,Dayr Bāzamaŧ - Dayr Tīrmaŧ,DAYRBAZAMA_447E336N_S_IRAQ,Dayr Bazama - Dayr Tirma,etape,waystations,Dayr Bāzamaŧ ,دير بازمة ،  دير تيرمة,Dayr Bāzamaŧ 
Alsyb,Iraq,السيب,32.97916,al-Sib,44.8461,Iraq,al-Sīb,SIB_448E329N_S_IRAQ,al-Sib,cite,towns,al-Sīb,السيب,al-Sīb
Alsyb,Iraq,السيب,32.97916,al-Sib,44.8461,Iraq,al-Sīb,SIB_448E329N_S_IRAQ,al-Sib,cite,towns,al-Sīb,السيب,al-Sīb
dskro، dskro Almlk,Iraq,دسكرة,33.94151,Daskara-Daskara al-Malik,44.9231,Iraq,Daskaraŧ-Daskaraŧ al-Malik,DASKARA_449E339N_S_IRAQ,Daskara-Daskara al-Malik,cite,towns,Daskaraŧ,دسكرة، دسكرة الملك,Daskaraŧ
dskro، dskro Almlk,Iraq,دسكرة,33.94151,Daskara-Daskara al-Malik,44.9231,Iraq,Daskaraŧ-Daskaraŧ al-Malik,DASKARA_449E339N_S_IRAQ,Daskara-Daskara al-Malik,cite,towns,Daskaraŧ,دسكرة، دسكرة الملك,Daskaraŧ
dyr AlCAqwl,Iraq,دير العاقول,32.91181,Dayr al-Aqul,44.9846,Iraq,Dayr al-ʿĀqūl,DAYRAQUL_449E329N_S_IRAQ,Dayr al-Aqul,cite,towns,Dayr al-ʿĀqūl,دير العاقول,Dayr al-ʿĀqūl
dyr AlCAqwl,Iraq,دير العاقول,32.91181,Dayr al-Aqul,44.9846,Iraq,Dayr al-ʿĀqūl,DAYRAQUL_449E329N_S_IRAQ,Dayr al-Aqul,cite,towns,Dayr al-ʿĀqūl,دير العاقول,Dayr al-ʿĀqūl
AlhArwny، TrstAn,Iraq,الهاروني,33.97686,al-Haruniyya-Tarastan,45.01502,Iraq,al-Hārūniyya-Ṭarastān,HARUNIYYA_450E339N_S_IRAQ,al-Haruniyya-Tarastan,cite,towns,al-Hārūniyya,الهاروني، طرستان,al-Hārūniyya
