ROUTPOINT0109_345E315N_O_NODA,RAMLA_348E319N_S_SHAM,49879
ASQALAN_345E316N_S_SHAM,AZDUD_346E317N_S_SHAM,18587
ROUTPOINT0110_345E316N_O_NODA,AZDUD_346E317N_S_SHAM,22023
ROUTPOINT0110_345E316N_O_NODA,ASQALAN_345E316N_S_SHAM,5010
RAFH_342E313N_S_SHAM,ROUTPOINT0109_345E315N_O_NODA,41488
RAFH_342E313N_S_SHAM,GHAZZA_344E314N_S_SHAM,28438
ARISH_338E311N_S_EGYP,RAFH_342E313N_S_SHAM,47834
ROUTPOINT0110_345E316N_O_NODA,GHAZZA_344E314N_S_SHAM,18311
ROUTPOINT0109_345E315N_O_NODA,GHAZZA_344E314N_S_SHAM,14150
SUKKARIYYA_346E315N_S_SHAM,ROUTPOINT0109_345E315N_O_NODA,6226
BAYTJIBRIL_348E316N_S_SHAM,SUKKARIYYA_346E315N_S_SHAM,22403
ROUTPOINT0105_351E316N_O_NODA,BAYTLAHM_351E317N_S_SHAM,6970
ROUTPOINT0104_350E316N_O_NODA,BAYTJIBRIL_348E316N_S_SHAM,14298
ROUTPOINT0104_350E316N_O_NODA,ROUTPOINT0105_351E316N_O_NODA,11988
ROUTPOINT0103_350E315N_O_NODA,ROUTPOINT0104_350E316N_O_NODA,11722
ROUTPOINT0103_350E315N_O_NODA,ROUTPOINT0105_351E316N_O_NODA,13651
HABRA_350E315N_S_SHAM,ROUTPOINT0103_350E315N_O_NODA,5024
ROUTPOINT0102_353E313N_O_NODA,ROUTPOINT0107_354E318N_O_NODA,52940
ROUTPOINT0102_353E313N_O_NODA,HABRA_350E315N_S_SHAM,42055
SUGHAR_354E310N_S_SHAM,ROUTPOINT0102_353E313N_O_NODA,38750
MAAB_357E312N_S_SHAM,AMMAN_359E319N_S_SHAM,81829
MUTA_356E310N_S_SHAM,MAAB_357E312N_S_SHAM,22507
SUGHAR_354E310N_S_SHAM,MUTA_356E310N_S_SHAM,24571
ROUTPOINT0101_354E308N_O_NODA,SUGHAR_354E310N_S_SHAM,24460
ADHRUH_357E303N_S_SHAM,ROUTPOINT0101_354E308N_O_NODA,69135
WADIMUSA_354E303N_S_SHAM,ADHRUH_357E303N_S_SHAM,27654
MAAN_357E301N_S_SHAM,ADHRUH_357E303N_S_SHAM,16312
ROUTPOINT0122_359E348N_O_NODA,ANTARTUS_359E348N_S_SHAM,3455
DAWSAR_384E359N_S_SHAM,BALIS_380E360N_S_SHAM,38282
RAQQA_390E359N_S_AQUR,DAWSAR_384E359N_S_SHAM,50432
TINAT_361E368N_S_SHAM,MISSISA_356E369N_S_SHAM,47065
ROUTPOINT0902_353E303N_O_NODA,WADIMUSA_354E303N_S_SHAM,11514
ROUTPOINT0101_354E308N_O_NODA,ROUTPOINT0902_353E303N_O_NODA,50657
DALIYA_407E347N_S_AQUR,QAMARTI_404E348N_S_AQUR,28840
DALIYA_407E347N_S_AQUR,FASH_405E349N_S_AQUR,29934
KHALIJBANUJUMAY_408E345N_S_AQUR,DALIYA_407E347N_S_AQUR,21638
WADISIBA_409E344N_S_AQUR,KHALIJBANUJUMAY_408E345N_S_AQUR,15498
DAZIQI_411E343N_S_AQUR,WADISIBA_409E344N_S_AQUR,23784
NIHIYYA_415E343N_S_AQUR,DAZIQI_411E343N_S_AQUR,37617
ROUTPOINT0202_416E343N_O_NODA,NIHIYYA_415E343N_S_AQUR,5487
ROUTPOINT0201_421E342N_O_NODA,ROUTPOINT0202_416E343N_O_NODA,50014
ANA_419E344N_S_AQUR,ROUTPOINT0202_416E343N_O_NODA,32279
ROUTPOINT0201_421E342N_O_NODA,ANA_419E344N_S_AQUR,24730
FUHAYMA_421E342N_S_AQUR,ROUTPOINT0201_421E342N_O_NODA,5600
HADITHA_423E341N_S_AQUR,FUHAYMA_421E342N_S_AQUR,25762
ALUS_424E339N_S_AQUR,HADITHA_423E341N_S_AQUR,13845
RAQQA_390E359N_S_AQUR,MUBARAK_398E355N_S_AQUR,84583
RAQQA_390E359N_S_AQUR,KHANUQA_398E357N_S_AQUR,73149
RAQQA_390E359N_S_AQUR,RAFIQA_390E359N_S_AQUR,2485
RUSAFA_387E356N_S_SHAM,RAQQA_390E359N_S_AQUR,45772
GHURAYZ_394E353N_S_AQUR,RUSAFA_387E356N_S_SHAM,69765
ARABAN_406E360N_S_AQUR,KHANUQA_398E357N_S_AQUR,86746
MUBARAK_398E355N_S_AQUR,KHANUQA_398E357N_S_AQUR,19029
FAMNAHRSAID_401E353N_S_AQUR,MUBARAK_398E355N_S_AQUR,39637
QARQISIYYA_404E351N_S_AQUR,KHANUQA_398E357N_S_AQUR,89364
MIKISIN_407E357N_S_AQUR,ARABAN_406E360N_S_AQUR,36152
HUSAYN_407E356N_S_AQUR,MIKISIN_407E357N_S_AQUR,14176
SUWWAR_406E354N_S_AQUR,HUSAYN_407E356N_S_AQUR,15235
FUDAYN_405E354N_S_AQUR,SUWWAR_406E354N_S_AQUR,10248
QARQISIYYA_404E351N_S_AQUR,FAMNAHRSAID_401E353N_S_AQUR,34601
QARQISIYYA_404E351N_S_AQUR,FUDAYN_405E354N_S_AQUR,33342
SUKAYRABBAS_405E352N_S_AQUR,FUDAYN_405E354N_S_AQUR,19303
QARQISIYYA_404E351N_S_AQUR,SUKAYRABBAS_405E352N_S_AQUR,19105
QASABA_397E350N_S_AQUR,GHURAYZ_394E353N_S_AQUR,40535
RAHBAMALIKIBNTAWQ_404E349N_S_AQUR,QARQISIYYA_404E351N_S_AQUR,18224
FASH_405E349N_S_AQUR,RAHBAMALIKIBNTAWQ_404E349N_S_AQUR,11957
AWAMIL_400E349N_S_AQUR,QASABA_397E350N_S_AQUR,33154
QAMARTI_404E348N_S_AQUR,AWAMIL_400E349N_S_AQUR,35361
ROUTPOINT0207_380E379N_O_NODA,ZIBATRA_379E380N_S_AQUR,25936
HADATH_375E377N_S_AQUR,ZIBATRA_379E380N_S_AQUR,52459
HISNMANSUR_380E378N_S_AQUR,ROUTPOINT0207_380E379N_O_NODA,9514
HISNMANSUR_380E378N_S_AQUR,HADATH_375E377N_S_AQUR,48884
SUMAYSAT_385E375N_S_AQUR,HISNMANSUR_380E378N_S_AQUR,55795
ROUTPOINT0206_385E375N_O_NODA,SUMAYSAT_385E375N_S_AQUR,4636
RUHA_388E371N_S_AQUR,JULLAB_389E374N_S_AQUR,30874
ROUTPOINT0206_385E375N_O_NODA,MUZANIYYA_385E372N_S_AQUR,24213
RUHA_388E371N_S_AQUR,ROUTPOINT0206_385E375N_O_NODA,46099
MUZANIYYA_385E372N_S_AQUR,MUZANIYYA_385E372N_S_AQUR,35201
RUHA_388E371N_S_AQUR,ROUTPOINT0205_390E368N_O_NODA,36471
MUZANIYYA_385E372N_S_AQUR,RUHA_388E371N_S_AQUR,38904
TALLABDA_387E366N_S_AQUR,MUZANIYYA_385E372N_S_AQUR,41081
JISRMANBIJ_382E366N_S_AQUR,MUZANIYYA_385E372N_S_AQUR,39749
TALLABDA_387E366N_S_AQUR,JISRMANBIJ_382E366N_S_AQUR,45658
ROUTPOINT0205_390E368N_O_NODA,TALLABDA_387E366N_S_AQUR,36826
HARRAN_390E368N_S_AQUR,ROUTPOINT0205_390E368N_O_NODA,3002
TALLMAHRA_391E366N_S_AQUR,HARRAN_390E368N_S_AQUR,29699
ROUTPOINT0203_392E364N_O_NODA,HARRAN_390E368N_S_AQUR,54209
HISNMASLAMA_390E363N_S_AQUR,TALLMAHRA_391E366N_S_AQUR,26487
AYNRUMIYYA_389E363N_S_AQUR,TALLABDA_387E366N_S_AQUR,41604
BAJARWAN_389E361N_S_AQUR,AYNRUMIYYA_389E363N_S_AQUR,24799
ROUTPOINT0204_390E361N_O_NODA,BAJARWAN_389E361N_S_AQUR,2927
RAQQA_390E359N_S_AQUR,ROUTPOINT0204_390E361N_O_NODA,18795
HISNMASLAMA_390E363N_S_AQUR,ROUTPOINT0204_390E361N_O_NODA,31573
ROUTPOINT0203_392E364N_O_NODA,HISNMASLAMA_390E363N_S_AQUR,19498
KHANUQA_398E357N_S_AQUR,ROUTPOINT0203_392E364N_O_NODA,89175
ROUTPOINT0207_380E379N_O_NODA,MALATIN_383E383N_S_AQUR,56504
ARQA_379E383N_S_AQUR,MALATIN_383E383N_S_AQUR,35959
ZIBATRA_379E380N_S_AQUR,MALATIN_383E383N_S_AQUR,51670
MARASH_369E375N_S_AQUR,HADATH_375E377N_S_AQUR,55151
MANBIJ_379E365N_S_AQUR,JISRMANBIJ_382E366N_S_AQUR,28700
BALIS_380E360N_S_SHAM,MANBIJ_379E365N_S_AQUR,56280
SUKAYRABBAS_405E352N_S_AQUR,JIBAL_416E362N_S_AQUR,145730
JIBAL_416E362N_S_AQUR,ARABAN_406E360N_S_AQUR,86442
MIKISIN_407E357N_S_AQUR,JIBAL_416E362N_S_AQUR,99000
JIBAL_416E362N_S_AQUR,SINJAR_418E363N_S_AQUR,26341
BAAYNATHA_424E366N_S_AQUR,BARQAID_420E369N_S_AQUR,47011
BALAD_427E364N_S_AQUR,BAAYNATHA_424E366N_S_AQUR,37659
THAMANIN_426E373N_S_AQUR,JABALJUDI_425E373N_O_AQUR,40212
HASANIYYA_427E371N_S_AQUR,THAMANIN_426E373N_S_AQUR,24460
MALATHAYA_429E368N_S_AQUR,HASANIYYA_427E371N_S_AQUR,44039
MAZARII_430E366N_S_AQUR,MALATHAYA_429E368N_S_AQUR,21814
BAQIA_433E356N_S_AQUR,SINN_434E352N_S_IRAQ,43203
HADITHA_433E360N_S_AQUR,BAQIA_433E356N_S_AQUR,45341
MARJJUHAYNA_432E361N_S_AQUR,HADITHA_433E360N_S_AQUR,21530
NINAWA_431E363N_S_AQUR,MAZARII_430E366N_S_AQUR,33861
MAWSIL_431E363N_S_AQUR,MARJJUHAYNA_432E361N_S_AQUR,24519
MAWSIL_431E363N_S_AQUR,NINAWA_431E363N_S_AQUR,5050
SHAHHAJIYYA_429E362N_S_AQUR,MAWSIL_431E363N_S_AQUR,15921
BALAD_427E364N_S_AQUR,MAWSIL_431E363N_S_AQUR,38008
MAHLABIYYA_427E362N_S_AQUR,SHAHHAJIYYA_429E362N_S_AQUR,18180
TALLAFAR_424E363N_S_AQUR,BALAD_427E364N_S_AQUR,26939
TALLAFAR_424E363N_S_AQUR,MAHLABIYYA_427E362N_S_AQUR,27413
SINJAR_418E363N_S_AQUR,TALLAFAR_424E363N_S_AQUR,54710
BAMAQARA_393E377N_S_AQUR,JARNAN_396E379N_S_AQUR,32629
JULLAB_389E374N_S_AQUR,BAMAQARA_393E377N_S_AQUR,53878
SUMAYSAT_385E375N_S_AQUR,MALATIN_383E383N_S_AQUR,102692
QASRIBNNAZI_403E374N_S_AQUR,AMID_402E379N_S_AQUR,59537
KAFARTUTHA_404E369N_S_AQUR,QASRIBNNAZI_403E374N_S_AQUR,48631
RASAYN_400E368N_S_AQUR,KAFARTUTHA_404E369N_S_AQUR,38003
RASAYN_400E368N_S_AQUR,HARRAN_390E368N_S_AQUR,90447
ROUTPOINT0203_392E364N_O_NODA,RASAYN_400E368N_S_AQUR,87109
ROUTPOINT0208_407E371N_O_NODA,KAFARTUTHA_404E369N_S_AQUR,30850
DUNAYSIR_405E371N_S_AQUR,MARDIN_407E373N_S_AQUR,19677
ROUTPOINT0208_407E371N_O_NODA,DARA_409E371N_S_AQUR,22586
ROUTPOINT0208_407E371N_O_NODA,DUNAYSIR_405E371N_S_AQUR,11047
NASIBIN_412E370N_S_AQUR,ROUTPOINT0208_407E371N_O_NODA,47299
NASIBIN_412E370N_S_AQUR,DARA_409E371N_S_AQUR,29880
TALLFARASHA_413E369N_S_AQUR,NASIBIN_412E370N_S_AQUR,13649
ADHRAMA_417E369N_S_AQUR,TALLFARASHA_413E369N_S_AQUR,33607
BARQAID_420E369N_S_AQUR,ADHRAMA_417E369N_S_AQUR,32179
JARNAN_396E379N_S_AQUR,ROUTPOINT0209_396E380N_O_NODA,8789
TALLHUM_397E381N_S_AQUR,ROUTPOINT0210_401E379N_O_NODA,45280
ROUTPOINT0209_396E380N_O_NODA,TALLHUM_397E381N_S_AQUR,23880
ROUTPOINT0210_401E379N_O_NODA,ROUTPOINT0209_396E380N_O_NODA,43120
AMID_402E379N_S_AQUR,ROUTPOINT0210_401E379N_O_NODA,8909
HARRAN_390E368N_S_AQUR,AMID_402E379N_S_AQUR,154026
SINNNUHAS_416E393N_S_RIHA,QALIQALA_412E399N_S_RIHA,80867
MUSH_414E387N_S_RIHA,SINNNUHAS_416E393N_S_RIHA,76135
QALUNIYAAWFI_384E403N_S_RIHA,SINNNUHAS_416E393N_S_RIHA,325022
HISNZIYAD_392E387N_S_AQUR,KAMAKH_390E395N_S_AQUR,101837
MAYYAFARIQIN_410E381N_S_AQUR,MUSH_414E387N_S_RIHA,84163
ARZAN_416E379N_S_AQUR,MAYYAFARIQIN_410E381N_S_AQUR,61032
TALLFAFAN_417E377N_S_AQUR,ARZAN_416E379N_S_AQUR,31875
JABALJUDI_425E373N_O_AQUR,TALLFAFAN_417E377N_S_AQUR,67993
AMID_402E379N_S_AQUR,MAYYAFARIQIN_410E381N_S_AQUR,75793
MALATIN_383E383N_S_AQUR,ROUTPOINT0209_396E380N_O_NODA,129770
HISNZIYAD_392E387N_S_AQUR,MALATIN_383E383N_S_AQUR,94239
SHIMSHAT_398E386N_S_AQUR,HISNZIYAD_392E387N_S_AQUR,56561
TALLHUM_397E381N_S_AQUR,SHIMSHAT_398E386N_S_AQUR,48373
ARZAN_416E379N_S_AQUR,BADLIS_421E383N_S_AQUR,64429
MALAZKIRD_425E391N_S_AQUR,MUSH_414E387N_S_RIHA,105683
ROUTPOINT0211_430E389N_O_NODA,MALAZKIRD_425E391N_S_AQUR,51499
AKHLAT_425E387N_S_RIHA,ROUTPOINT0211_430E389N_O_NODA,58749
BADLIS_421E383N_S_AQUR,AKHLAT_425E387N_S_RIHA,55924
SINNNUHAS_416E393N_S_RIHA,MALAZKIRD_425E391N_S_AQUR,82712
SAMARRA_438E342N_S_IRAQ,TAKRIT_436E345N_S_IRAQ,46689
KARKH_438E342N_S_IRAQ,SAMARRA_438E342N_S_IRAQ,9957
DUR_438E344N_S_IRAQ,KARKH_438E342N_S_IRAQ,20332
JABILTA_437E346N_S_IRAQ,DUR_438E344N_S_IRAQ,19008
SUDAQANIYYA_436E348N_S_IRAQ,JABILTA_437E346N_S_IRAQ,24890
BARIMMA_435E350N_S_IRAQ,SUDAQANIYYA_436E348N_S_IRAQ,31145
SINN_434E352N_S_IRAQ,BARIMMA_435E350N_S_IRAQ,22695
WASIT_463E321N_S_IRAQ,FARUTH_465E318N_S_IRAQ,47207
RUSAFA_463E317N_S_IRAQ,WASIT_463E321N_S_IRAQ,45481
QATR_466E317N_O_IRAQ,RUSAFA_463E317N_S_IRAQ,26789
QATR_466E317N_O_IRAQ,FARUTH_465E318N_S_IRAQ,14486
ROUTPOINT0302_474E309N_O_NODA,QATR_466E317N_O_IRAQ,121719
BASRA_477E304N_S_IRAQ,ROUTPOINT0302_474E309N_O_NODA,63586
BASRA_477E304N_S_IRAQ,UBULLA_478E304N_S_IRAQ,19227
ABBADAN_482E303N_S_IRAQ,BASRA_477E304N_S_IRAQ,57778
ROUTPOINT0303_481E304N_O_NODA,ABBADAN_482E303N_S_IRAQ,17638
