HA0096        0693        MACROREG-IRAQ

HA0097        0695        MACROREG-SYRIA

HA0098        0703        MACROREG-SYRIA

HA0099        0710        MACROREG-ANDALUS

HA0101        0721        MACROREG-EGYPT

HA0102        0722        MACROREG-ARABIA

HA0102        0722        MACROREG-IRAN

HA0103        0690        MACROREG-MAGHRIB

HA0106        0729        MACROREG-SYRIA

HA0108        0730        MACROREG-MAGHRIB

HA0109        0732        MACROREG-RUM

HA0109        0732        MACROREG-SYRIA

HA0110        0734        MACROREG-MAGHRIB

HA0111        0738        MACROREG-SYRIA

HA0112        0742        MACROREG-MAGHRIB

HA0113        0744        MACROREG-EGYPT

HA0113        0744        MACROREG-SYRIA

HA0114        0748        MACROREG-MAGHRIB

HA0115        0749        MACROREG-EGYPT

HA0116        0757        MACROREG-EGYPT

HA0118        0758        MACROREG-SYRIA

HA0119        0765        MACROREG-SYRIA

HA0120        0769        MACROREG-ANDALUS

HA0121        0775        MACROREG-EGYPT

HA0122        0777        MACROREG-EGYPT

HA0123        0778        MACROREG-SYRIA

HA0124        0781        MACROREG-ARABIA

HA0124        0781        MACROREG-EGYPT

HA0126        0780        MACROREG-ARABIA

HA0126        0780        MACROREG-EGYPT

HA0127        0790        MACROREG-ARABIA

HA0128        0790        MACROREG-EGYPT

HA0128        0790        MACROREG-SYRIA

HA0129        0790        MACROREG-EGYPT

HA0130        0790        MACROREG-ANDALUS

HA0131        0799        MACROREG-ARABIA

HA0132        0800        MACROREG-EGYPT

HA0132        0800        MACROREG-SYRIA

HA0134        0000        MACROREG-IRAN

HA0135        0000        MACROREG-RUM

HA0137        0803        MACROREG-SYRIA

HA0138        0807        MACROREG-SYRIA

HA0141        0841        MACROREG-SYRIA

HA0142        0846        MACROREG-EGYPT

HA0143        0853        MACROREG-ARABIA

HA0143        0853        MACROREG-MAWARANNAHR

HA0144        0853        MACROREG-SYRIA

HA0145        0857        MACROREG-MAGHRIB

HA0146        0858        MACROREG-SYRIA

HA0147        0870        MACROREG-SYRIA

HA0148        0871        MACROREG-EGYPT

HA0150        0877        MACROREG-EGYPT

HA0150        0877        MACROREG-MAGHRIB

HA0152        0882        MACROREG-SYRIA

HA0153        0884        MACROREG-IRAQ

HA0153        0884        MACROREG-SYRIA

HA0154        0880        MACROREG-SARABIA

HA0156        0885        MACROREG-SYRIA

HA0158        0887        MACROREG-IRAQ

HA0158        0887        MACROREG-SYRIA

HA0160        0900        MACROREG-SYRIA

HA0161        0901        MACROREG-SYRIA

HA0162        0902        MACROREG-SYRIA

HA0163        0890        MACROREG-SARABIA

HA0165        0908        MACROREG-EGYPT

HA0165        0908        MACROREG-RUM

HA0168        0920        MACROREG-RUM

HA0169        0914        MACROREG-SARABIA

HA0170        0922        MACROREG-EGYPT

HA0171        0922        MACROREG-EGYPT

HA0172        0922        MACROREG-EGYPT

HA0173        0923        MACROREG-SYRIA

HA0174        0926        MACROREG-IRAN

HA0176        0929        MACROREG-RUM

HA0177        0926        MACROREG-RUM

HA0177        0926        MACROREG-SYRIA

HA0178        0940        MACROREG-IRAN

HA0178        0940        MACROREG-RUM

HA0179        0944        MACROREG-IRAN

HA0179        0944        MACROREG-MAWARANNAHR

HA0180        0956        MACROREG-RUM

HA0180        0956        MACROREG-SYRIA

HA0181        0957        MACROREG-EGYPT

HA0183        0959        MACROREG-SYRIA

HA0184        0960        MACROREG-SYRIA

HA0185        0965        MACROREG-EGYPT

HA0185        0965        MACROREG-RUM

HA0186        0973        MACROREG-RUM

HA0187        0975        MACROREG-RUM

HA0188        0983        MACROREG-RUM

HA0188        0983        MACROREG-SYRIA

HA0189        0991        MACROREG-EGYPT

HA0190        0993        MACROREG-RUM

HA0194        1000        MACROREG-EGYPT

HA0194        1000        MACROREG-RUM

HA0195        1014        MACROREG-RUM

HA0196        1016        MACROREG-RUM

HA0197        1026        MACROREG-EGYPT

HA0197        1026        MACROREG-RUM

HA0199        1029        MACROREG-RUM

HA0200        1029        MACROREG-RUM

HA0201        1006        MACROREG-SYRIA

HA0202        1014        MACROREG-RUM

HA0203        1030        MACROREG-SYRIA

HA0206        1041        MACROREG-EGYPT

HA0207        1047        MACROREG-MAGHRIB

HA0208        1047        MACROREG-SYRIA

HA0209        1048        MACROREG-ARABIA

HA0210        1048        MACROREG-ANDALUS

HA0211        1050        MACROREG-RUM

HA0213        1060        MACROREG-RUM

HA0214        1060        MACROREG-RUM

HA0215        1060        MACROREG-SARABIA

HA0216        1061        MACROREG-RUM

HA0217        1065        MACROREG-RUM

HA0218        1071        MACROREG-SARABIA

HA0220        1079        MACROREG-EGYPT

HA0221        1083        MACROREG-SARABIA

HA0222        1065        MACROREG-SARABIA

HA0223        1071        MACROREG-ARABIA

HA0223        1071        MACROREG-RUM

HA0223        1071        MACROREG-SARABIA

HA0224        1077        MACROREG-ARABIA

HA0224        1077        MACROREG-MAGHRIB

HA0225        1083        MACROREG-ARABIA

HA0226        1091        MACROREG-EGYPT

HA0227        1092        MACROREG-RUM

HA0228        1094        MACROREG-EGYPT

HA0228        1094        MACROREG-SYRIA

HA0229        1099        MACROREG-ARABIA

HA0230        1098        MACROREG-SYRIA

HA0231        1200        MACROREG-SYRIA

HA0232        1099        MACROREG-INDIA

HA0232        1099        MACROREG-SARABIA

HA0233        1100        MACROREG-RUM

HA0234        1101        MACROREG-ARABIA

HA0234        1101        MACROREG-IRAN

HA0235        1106        MACROREG-EGYPT

HA0237        1108        MACROREG-SYRIA

HA0238        1109        MACROREG-RUM

HA0239        1114        MACROREG-RUM

HA0240        1111        MACROREG-EGYPT

HA0240        1111        MACROREG-RUM

HA0241        1112        MACROREG-SYRIA

HA0242        1115        MACROREG-RUM

HA0243        1120        MACROREG-ARABIA

HA0243        1120        MACROREG-SYRIA

HA0244        1126        MACROREG-RUM

HA0244        1126        MACROREG-SYRIA

HA0245        1134        MACROREG-RUM

HA0246        1135        MACROREG-MAWARANNAHR

HA0247        1136        MACROREG-RUM

HA0248        1137        MACROREG-MAGHRIB

HA0249        1137        MACROREG-EGYPT

HA0250        1165        MACROREG-INDIA

HA0251        1186        MACROREG-SYRIA

HA0252        0000        MACROREG-ARABIA

HA0253        1187        MACROREG-RUM

HA0254        1188        MACROREG-RUM

HA0255        1187        MACROREG-ARABIA

HA0256        1140        MACROREG-RUM

HA0257        1150        MACROREG-RUM

HA0258        1175        MACROREG-RUM

HA0259        1180        MACROREG-RUM

HA0260        1189        MACROREG-RUM

HA0261        1190        MACROREG-RUM

HA0261        1190        MACROREG-SYRIA

HA0262        1195        MACROREG-RUM

HA0263        1195        MACROREG-ARABIA

HA0264        1192        MACROREG-SYRIA

HA0265        1160        MACROREG-RUM

HA0266        1190        MACROREG-RUM

HA0267        1197        MACROREG-SYRIA

HA0268        1213        MACROREG-SARABIA

HA0270        1253        MACROREG-RUM

HA0272        1231        MACROREG-EGYPT

HA0273        1264        MACROREG-IRAN

HA0274        1206        MACROREG-RUM

HA0275        1265        MACROREG-EGYPT

HA0276        1276        MACROREG-EGYPT

HA0277        1228        MACROREG-ARABIA

HA0277        1228        MACROREG-RUM

HA0278        1262        MACROREG-IRAN

HA0279        1266        MACROREG-MAGHRIB

HA0280        1222        MACROREG-RUM

HA0281        1283        MACROREG-EGYPT

HA0282        1298        MACROREG-EGYPT

HA0283        1299        MACROREG-ARABIA

HA0283        1299        MACROREG-IRAQ

HA0284        1228        MACROREG-IRAN

HA0285        1281        MACROREG-SYRIA

HA0286        1293        MACROREG-RUM

HA0288        1260        MACROREG-RUM

HA0290        1258        MACROREG-RUM

HA0291        1247        MACROREG-ARABIA

HA0291        1247        MACROREG-RUM

HA0292        1304        MACROREG-EGYPT

HA0292        1304        MACROREG-MAGHRIB

HA0293        1309        MACROREG-RUM

HA0294        1312        MACROREG-RUM

HA0295        1293        MACROREG-EGYPT

HA0296        1301        MACROREG-EGYPT

HA0297        1297        MACROREG-SYRIA

HA0298        1308        MACROREG-SYRIA

HA0299        0000        MACROREG-SYRIA

HA0300        1307        MACROREG-RUM

HA0301        1321        MACROREG-IRAN

HA0301        1321        MACROREG-MAWARANNAHR

HA0301        1321        MACROREG-RUM

HA0302        1310        MACROREG-RUM

HA0303        1312        MACROREG-RUM

HA0305        1111        MACROREG-INDIA

HA0306        0200        MACROREG-IRAQ

HA0307        0200        MACROREG-IRAQ

HA0308        0200        MACROREG-IRAQ

HA0309        0214        MACROREG-SYRIA

HA0310        0215        MACROREG-IRAQ

HA0312        0220        MACROREG-IRAQ

HA0312        0220        MACROREG-MAWARANNAHR

HA0313        0219        MACROREG-IRAN

HA0314        0221        MACROREG-IRAQ

HA0315        0231        MACROREG-IRAQ

HA0316        0234        MACROREG-IRAN

HA0317        0234        MACROREG-IRAN

HA0318        0240        MACROREG-IRAQ

HA0319        0241        MACROREG-IRAN

HA0319        0241        MACROREG-IRAQ

HA0319        0241        MACROREG-MAWARANNAHR

HA0320        0250        MACROREG-EGYPT

HA0321        0241        MACROREG-IRAQ

HA0322        0243        MACROREG-IRAQ

HA0323        0245        MACROREG-IRAQ

HA0325        0256        MACROREG-IRAQ

HA0326        0258        MACROREG-IRAQ

HA0327        0258        MACROREG-IRAN

HA0328        0258        MACROREG-IRAQ

HA0329        0260        MACROREG-IRAQ

HA0330        0261        MACROREG-IRAQ

HA0331        0261        MACROREG-IRAQ

HA0331        0261        MACROREG-MAGHRIB

HA0332        0261        MACROREG-IRAN

HA0332        0261        MACROREG-IRAQ

HA0333        0261        MACROREG-IRAQ

HA0335        0270        MACROREG-EGYPT

HA0336        0272        MACROREG-IRAN

HA0337        0276        MACROREG-IRAQ

HA0338        0265        MACROREG-IRAQ

HA0339        0265        MACROREG-IRAQ

HA0340        0268        MACROREG-MAWARANNAHR

HA0341        0270        MACROREG-IRAN

HA0341        0270        MACROREG-IRAQ

HA0342        0270        MACROREG-IRAQ

HA0343        0270        MACROREG-IRAQ

HA0344        0273        MACROREG-IRAN

HA0344        0273        MACROREG-IRAQ

HA0346        0277        MACROREG-IRAQ

HA0347        0279        MACROREG-IRAQ

HA0348        0279        MACROREG-IRAQ

HA0349        0279        MACROREG-IRAQ

HA0349        0279        MACROREG-MAWARANNAHR

HA0350        0280        MACROREG-IRAN

HA0350        0280        MACROREG-IRAQ

HA0351        0284        MACROREG-EGYPT

HA0352        0286        MACROREG-IRAQ

HA0354        0281        MACROREG-IRAN

HA0355        0285        MACROREG-EGYPT

HA0355        0285        MACROREG-IRAQ

HA0356        0286        MACROREG-IRAN

HA0357        0286        MACROREG-IRAN

HA0358        0290        MACROREG-IRAQ

HA0359        0289        MACROREG-EGYPT

HA0359        0289        MACROREG-IRAN

HA0359        0289        MACROREG-IRAQ

HA0360        0287        MACROREG-IRAN

HA0361        0290        MACROREG-IRAQ

HA0362        0290        MACROREG-EGYPT

HA0363        0290        MACROREG-IRAQ

HA0364        0291        MACROREG-IRAN

HA0364        0291        MACROREG-IRAQ

HA0366        0292        MACROREG-IRAQ

HA0367        0292        MACROREG-MAWARANNAHR

HA0368        0293        MACROREG-EGYPT

HA0368        0293        MACROREG-IRAN

HA0369        0293        MACROREG-IRAQ

HA0370        0293        MACROREG-IRAQ

HA0371        0295        MACROREG-IRAQ

HA0373        0297        MACROREG-IRAQ

HA0374        0299        MACROREG-IRAN

HA0374        0299        MACROREG-IRAQ

HA0375        0301        MACROREG-IRAQ

HA0376        0000        MACROREG-IRAQ

HA0377        0300        MACROREG-IRAQ

HA0378        0300        MACROREG-IRAN

HA0381        0304        MACROREG-IRAN

HA0381        0304        MACROREG-IRAQ

HA0382        0306        MACROREG-IRAN

HA0383        0311        MACROREG-IRAN

HA0384        0212        MACROREG-IRAN

HA0385        0306        MACROREG-IRAQ

HA0386        0307        MACROREG-IRAQ

HA0389        0310        MACROREG-IRAQ

HA0390        0311        MACROREG-IRAQ

HA0391        0312        MACROREG-IRAQ

HA0392        0315        MACROREG-IRAN

HA0393        0318        MACROREG-MAGHRIB

HA0394        0317        MACROREG-IRAQ

HA0395        0318        MACROREG-IRAQ

HA0396        0319        MACROREG-IRAQ

HA0397        0320        MACROREG-IRAQ

HA0398        0321        MACROREG-EGYPT

HA0399        0322        MACROREG-ANDALUS

HA0400        0322        MACROREG-IRAN

HA0401        0323        MACROREG-IRAQ

HA0402        0324        MACROREG-IRAQ

HA0404        0326        MACROREG-IRAQ

HA0405        0328        MACROREG-ANDALUS

HA0406        0332        MACROREG-EGYPT

HA0407        0330        MACROREG-IRAN

HA0408        0333        MACROREG-IRAQ

HA0409        0334        MACROREG-IRAQ

HA0410        0334        MACROREG-IRAQ

HA0411        0335        MACROREG-IRAN

HA0412        0336        MACROREG-IRAN

HA0413        0337        MACROREG-IRAN

HA0414        0338        MACROREG-ANDALUS

HA0415        0338        MACROREG-EGYPT

HA0416        0340        MACROREG-IRAN

HA0416        0340        MACROREG-IRAQ

HA0417        0340        MACROREG-ARABIA

HA0417        0340        MACROREG-IRAQ

HA0419        0340        MACROREG-ARABIA

HA0419        0340        MACROREG-MAWARANNAHR

HA0420        0341        MACROREG-IRAN

HA0421        0341        MACROREG-IRAQ

HA0423        0344        MACROREG-ANDALUS

HA0423        0344        MACROREG-IRAN

HA0424        0344        MACROREG-MAWARANNAHR

HA0425        0345        MACROREG-EGYPT

HA0426        0348        MACROREG-IRAQ

HA0428        0350        MACROREG-IRAQ

HA0429        0350        MACROREG-IRAN

HA0430        0350        MACROREG-IRAN

HA0431        0350        MACROREG-ANDALUS

HA0432        0350        MACROREG-IRAQ

HA0433        0351        MACROREG-IRAN

HA0434        0352        MACROREG-IRAN

HA0434        0352        MACROREG-IRAQ

HA0435        0353        MACROREG-IRAQ

HA0436        0353        MACROREG-IRAN

HA0438        0355        MACROREG-EGYPT

HA0438        0355        MACROREG-IRAQ

HA0439        0360        MACROREG-ANDALUS

HA0443        0359        MACROREG-IRAQ

HA0444        0360        MACROREG-IRAQ

HA0446        0361        MACROREG-IRAN

HA0447        0369        MACROREG-SYRIA

HA0448        0370        MACROREG-IRAQ

HA0449        0370        MACROREG-IRAQ

HA0450        0362        MACROREG-IRAQ

HA0450        0362        MACROREG-MAWARANNAHR

HA0451        0364        MACROREG-IRAN

HA0453        0370        MACROREG-IRAN

HA0454        0370        MACROREG-IRAQ

HA0455        0371        MACROREG-IRAN

HA0456        0370        MACROREG-IRAN

HA0456        0370        MACROREG-IRAQ

HA0457        0381        MACROREG-EGYPT

HA0457        0381        MACROREG-IRAN

HA0458        0376        MACROREG-IRAQ

HA0459        0377        MACROREG-IRAQ

HA0460        0379        MACROREG-ANDALUS

HA0461        0380        MACROREG-IRAN

HA0462        0380        MACROREG-IRAQ

HA0463        0382        MACROREG-ANDALUS

HA0465        0395        MACROREG-IRAN

HA0467        0398        MACROREG-IRAN

HA0469        0398        MACROREG-MAWARANNAHR

HA0470        0398        MACROREG-MAWARANNAHR

HA0472        0399        MACROREG-ANDALUS

HA0473        0399        MACROREG-RUM

HA0475        0401        MACROREG-IRAQ

HA0476        0400        MACROREG-MAGHRIB

HA0477        0401        MACROREG-IRAN

HA0478        0401        MACROREG-ANDALUS

HA0479        0401        MACROREG-ANDALUS

HA0480        0401        MACROREG-ANDALUS

HA0481        0404        MACROREG-MAWARANNAHR

HA0482        0415        MACROREG-IRAN

HA0484        0406        MACROREG-IRAN

HA0484        0406        MACROREG-IRAQ

HA0486        0407        MACROREG-IRAN

HA0487        0408        MACROREG-IRAQ

HA0488        0410        MACROREG-IRAN

HA0489        0410        MACROREG-ANDALUS

HA0490        0412        MACROREG-EGYPT

HA0491        0413        MACROREG-EGYPT

HA0492        0415        MACROREG-IRAN

HA0492        0415        MACROREG-MAGHRIB

HA0493        0418        MACROREG-ANDALUS

HA0494        0420        MACROREG-IRAN

HA0495        0418        MACROREG-IRAQ

HA0495        0418        MACROREG-MAWARANNAHR

HA0496        0415        MACROREG-IRAQ

HA0497        0416        MACROREG-ANDALUS

HA0498        0420        MACROREG-ANDALUS

HA0499        0420        MACROREG-ANDALUS

HA0500        0421        MACROREG-IRAN

HA0502        0423        MACROREG-IRAQ

HA0503        0421        MACROREG-ANDALUS

HA0504        0421        MACROREG-IRAN

HA0504        0421        MACROREG-IRAQ

HA0505        0423        MACROREG-IRAQ

HA0506        0425        MACROREG-MAWARANNAHR

HA0507        0426        MACROREG-ANDALUS

HA0508        0428        MACROREG-IRAN

HA0509        0428        MACROREG-IRAQ

HA0510        0436        MACROREG-IRAN

HA0511        0430        MACROREG-IRAN

HA0512        0431        MACROREG-EGYPT

HA0513        0432        MACROREG-ANDALUS

HA0514        0433        MACROREG-ANDALUS

HA0515        0433        MACROREG-IRAN

HA0516        0434        MACROREG-SYRIA

HA0517        0437        MACROREG-IRAN

HA0519        0439        MACROREG-ANDALUS

HA0520        0440        MACROREG-MAGHRIB

HA0521        0440        MACROREG-IRAN

HA0522        0442        MACROREG-IRAQ

HA0523        0445        MACROREG-ANDALUS

HA0524        0446        MACROREG-IRAN

HA0525        0446        MACROREG-IRAQ

HA0528        0449        MACROREG-IRAQ

HA0528        0449        MACROREG-MAWARANNAHR

HA0529        0449        MACROREG-EGYPT

HA0530        0449        MACROREG-IRAN

HA0532        0450        MACROREG-IRAQ

HA0534        0459        MACROREG-ANDALUS

HA0535        0459        MACROREG-ANDALUS

HA0536        0460        MACROREG-SARABIA

HA0537        0460        MACROREG-ANDALUS

HA0538        0463        MACROREG-IRAQ

HA0539        0463        MACROREG-ANDALUS

HA0540        0470        MACROREG-IRAN

HA0541        0474        MACROREG-IRAQ

HA0543        0480        MACROREG-IRAN

HA0544        0486        MACROREG-IRAQ

HA0547        0482        MACROREG-IRAN

HA0548        0485        MACROREG-IRAQ

HA0549        0489        MACROREG-ANDALUS

HA0550        0489        MACROREG-IRAN

HA0550        0489        MACROREG-SYRIA

HA0551        0493        MACROREG-MAWARANNAHR

HA0552        0498        MACROREG-IRAQ

HA0553        0500        MACROREG-IRAN

HA0554        0493        MACROREG-ANDALUS

HA0554        0493        MACROREG-MAWARANNAHR

HA0555        0494        MACROREG-IRAQ

HA0556        0499        MACROREG-IRAQ

HA0557        0500        MACROREG-IRAN

HA0558        0500        MACROREG-MAWARANNAHR

HA0559        0500        MACROREG-IRAN

HA0559        0500        MACROREG-IRAQ

HA0560        0507        MACROREG-IRAQ

HA0561        0510        MACROREG-MAWARANNAHR

HA0562        0512        MACROREG-IRAN

HA0562        0512        MACROREG-IRAQ

HA0563        0517        MACROREG-SYRIA

HA0564        0517        MACROREG-IRAQ

HA0565        0518        MACROREG-IRAN

HA0566        0518        MACROREG-MAWARANNAHR

HA0567        0520        MACROREG-IRAQ

HA0568        0520        MACROREG-ANDALUS

HA0569        0520        MACROREG-IRAN

HA0571        0532        MACROREG-IRAN

HA0571        0532        MACROREG-IRAQ

HA0573        0536        MACROREG-ANDALUS

HA0573        0536        MACROREG-MAGHRIB

HA0574        0536        MACROREG-IRAN

HA0577        0540        MACROREG-ANDALUS

HA0578        0540        MACROREG-ANDALUS

HA0579        0541        MACROREG-IRAN

HA0579        0541        MACROREG-SYRIA

HA0580        0544        MACROREG-IRAN

HA0582        0545        MACROREG-ANDALUS

HA0583        0548        MACROREG-SYRIA

HA0584        0553        MACROREG-ANDALUS

HA0585        0550        MACROREG-ANDALUS

HA0586        0550        MACROREG-SARABIA

HA0588        0552        MACROREG-MAWARANNAHR

HA0589        0553        MACROREG-IRAN

HA0589        0553        MACROREG-MAWARANNAHR

HA0589        0553        MACROREG-SYRIA

HA0590        0555        MACROREG-MAGHRIB

HA0591        0559        MACROREG-MAGHRIB

HA0592        0562        MACROREG-IRAN

HA0593        0560        MACROREG-MAWARANNAHR

HA0594        0552        MACROREG-IRAQ

HA0595        0559        MACROREG-IRAQ

HA0596        0563        MACROREG-EGYPT

HA0597        0565        MACROREG-IRAN

HA0598        0566        MACROREG-SARABIA

HA0599        0575        MACROREG-IRAN

HA0600        0576        MACROREG-IRAN

HA0601        0577        MACROREG-ANDALUS

HA0602        0580        MACROREG-MAWARANNAHR

HA0603        0580        MACROREG-ANDALUS

HA0604        0585        MACROREG-ARABIA

HA0605        0586        MACROREG-MAWARANNAHR

HA0606        0578        MACROREG-IRAN

HA0606        0578        MACROREG-IRAQ

HA0606        0578        MACROREG-RUM

HA0607        0586        MACROREG-IRAQ

HA0608        0599        MACROREG-EGYPT

HA0609        0594        MACROREG-MAGHRIB

HA0610        0589        MACROREG-IRAN

HA0610        0589        MACROREG-IRAQ

HA0611        0590        MACROREG-SARABIA

HA0612        0592        MACROREG-ANDALUS

HA0613        0593        MACROREG-IRAN

HA0614        0596        MACROREG-IRAQ

HA0616        0601        MACROREG-ANDALUS

HA0618        0601        MACROREG-MAWARANNAHR

HA0619        0601        MACROREG-ANDALUS

HA0620        0603        MACROREG-SYRIA

HA0621        0603        MACROREG-ANDALUS

HA0622        0609        MACROREG-ANDALUS

HA0623        0616        MACROREG-MAWARANNAHR

HA0623        0616        MACROREG-SYRIA

HA0624        0618        MACROREG-IRAQ

HA0625        0619        MACROREG-ANDALUS

HA0628        0625        MACROREG-ANDALUS

HA0631        0622        MACROREG-IRAQ

HA0632        0625        MACROREG-IRAN

HA0633        0627        MACROREG-ANDALUS

HA0633        0627        MACROREG-EGYPT

HA0633        0627        MACROREG-MAGHRIB

HA0634        0634        MACROREG-IRAQ

HA0635        0628        MACROREG-ANDALUS

HA0636        0630        MACROREG-SARABIA

HA0637        0630        MACROREG-SARABIA

HA0638        0631        MACROREG-IRAN

HA0639        0631        MACROREG-IRAQ

HA0641        0636        MACROREG-ARABIA

HA0641        0636        MACROREG-EGYPT

HA0642        0637        MACROREG-SYRIA

HA0643        0638        MACROREG-EGYPT

HA0643        0638        MACROREG-IRAQ

HA0644        0637        MACROREG-ANDALUS

HA0645        0638        MACROREG-MAGHRIB

HA0646        0638        MACROREG-SYRIA

HA0647        0541        MACROREG-ANDALUS

HA0648        0641        MACROREG-ANDALUS

HA0651        0642        MACROREG-ANDALUS

HA0653        0643        MACROREG-SYRIA

HA0654        0644        MACROREG-SYRIA

HA0655        0651        MACROREG-ANDALUS

HA0656        0630        MACROREG-MAWARANNAHR

HA0657        0652        MACROREG-SYRIA

HA0658        0653        MACROREG-IRAQ

HA0659        0637        MACROREG-IRAQ

HA0660        0656        MACROREG-ANDALUS

HA0660        0656        MACROREG-EGYPT

