arBW,source,arTitle,lat,eiSearch,lon,region,translitTitleOther,topURI,searchNames,topTypeAlt,topType,translitTitle,arTitleOther,UStranslitTitle
xdymnkAn,Transoxiana,خديمنكان,40.12063,Khudimankan,65.58856,Transoxiana,Ḫudīmankān,KHUDIMANKAN_655E401N_S_TRAN,Khudimankan,canton,towns,Ḫudīmankān,خديمنكان,Ḫudīmankān
xrgAnkv,Transoxiana,خرغانكث,40.1917,Kharghankath,65.61472,Transoxiana,Ḫarġānkaṯ,KHARGHANKATH_656E401N_S_TRAN,Kharghankath,canton,towns,Ḫarġānkaṯ,خرغانكث,Ḫarġānkaṯ
nsf,Transoxiana,نسف,38.86245,Nasaf,65.8104,Transoxiana,Nasaf,NASAF_658E388N_S_TRAN,Nasaf,capitale,capitals,Nasaf,نسف,Nasaf
nsf,Transoxiana,نسف,38.86245,Nasaf,65.8104,Transoxiana,Nasaf,NASAF_658E388N_R_TRAN,Nasaf,territoire,regions,Nasaf,نسف,Nasaf
AlSgd,Transoxiana,الصغد,39.41449,al-Sughd,65.93205,Transoxiana,al-Ṣuġd,SUGHD_659E394N_R_TRAN,al-Sughd,region,regions,al-Ṣuġd,الصغد,al-Ṣuġd
blxAn,Transoxiana,بلخان,37.51897,Balkhan,66.00329,Transoxiana,Balḫān,BALKHAN_660E375N_S_TRAN,Balkhan,etape,waystations,Balḫān,بلخان,Balḫān
dbwsyo,Transoxiana,دبوسية,39.93282,Dabusiya,66.0174,Transoxiana,Dabūsiyaŧ,DABUSIYA_660E399N_S_TRAN,Dabusiya,canton,towns,Dabūsiyaŧ,دبوسية,Dabūsiyaŧ
snjrfgn,Transoxiana,سنجرفغن,39.5421,Sanjarfaghan,66.03353,Transoxiana,Sanǧarfaġan,SANJARFAGHAN_660E395N_R_TRAN,Sanjarfaghan,region,regions,Sanǧarfaġan,سنجرفغن,Sanǧarfaġan
swnj,Transoxiana,سونج,38.58192,Sunaj,66.2654,Transoxiana,Sūnaǧ,SUNAJ_662E385N_S_TRAN,Sunaj,canton,towns,Sūnaǧ,سونج,Sūnaǧ
nwkAd، nwqAd qryE,Transoxiana,نوكاد,38.84309,Nawkad-Nuqad Quraysh,66.29094,Transoxiana,Nawkād-Nūqād Qurayš,NAWKAD_662E388N_S_TRAN,Nawkad-Nuqad Quraysh,cite,towns,Nawkād,نوكاد، نوقاد قريش,Nawkād
Askyfgn,Transoxiana,إسكيفغن,38.53462,Iskifaghan,66.30707,Transoxiana,Iskīfaġan,ISKIFAGHAN_663E385N_S_TRAN,Iskifaghan,cite,towns,Iskīfaġan,إسكيفغن,Iskīfaġan
kAlf,Transoxiana,كالف,37.37958,Kalif,66.31581,Transoxiana,Kālif,KALIF_663E373N_S_TRAN,Kalif,cite,towns,Kālif,كالف,Kālif
rbnjn، Arbnjn,Transoxiana,ربنجن,39.86785,Rabinjan-Arbinjan,66.37226,Transoxiana,Rabinǧan-Arbinǧan,RABINJAN_663E398N_S_TRAN,Rabinjan-Arbinjan,cite,towns,Rabinǧan,ربنجن، أربنجن,Rabinǧan
kEAny، kEAnyy,Transoxiana,كشاني,40.00888,Kushani-Kushaniya,66.49906,Transoxiana,Kušānī-Kušānīya,KUSHANI_664E400N_S_TRAN,Kushani-Kushaniya,canton/cheflieu,towns,Kušānī,كشاني، كشانيي,Kušānī
Awfr,Transoxiana,أوفر,39.82347,Awfar,66.5255,Transoxiana,Awfar,AWFAR_665E398N_R_TRAN,Awfar,region,regions,Awfar,أوفر,Awfar
zrmAn,Transoxiana,زرمان,39.7739,Zarman,66.63169,Transoxiana,Zarmān,ZARMAN_666E397N_S_TRAN,Zarman,localite,villages,Zarmān,زرمان,Zarmān
mAymrg، mAymrg,Transoxiana,مايمرغ,39.53329,Maymurgh-Mayamurgh,66.69218,Transoxiana,Māymurġ-Māyamurġ,MAYMURGH_666E395N_R_TRAN,Maymurgh-Mayamurgh,region,regions,Māymurġ,مايمرغ، مايمرغ,Māymurġ
kndk,Transoxiana,كندك,38.37384,Kandak,66.78829,Transoxiana,Kandak,KANDAK_667E383N_S_TRAN,Kandak,localite,villages,Kandak,كندك,Kandak
kE، kE,Transoxiana,كش,39.03102,Kishsh-Kashsh,66.84071,Transoxiana,Kišš-Kašš,KISHSH_668E390N_S_TRAN,Kishsh-Kashsh,capitale,capitals,Kišš,كش، كش,Kišš
kE، kE,Transoxiana,كش,39.03102,Kishsh-Kashsh,66.84071,Transoxiana,Kišš-Kašš,KISHSH_668E390N_R_TRAN,Kishsh-Kashsh,territoire,regions,Kišš,كش، كش,Kišš
AEtyxAn,Transoxiana,إشتيخان,39.94544,Ishtikhan,66.87902,Transoxiana,Ištīḫān,ISHTIKHAN_668E399N_S_TRAN,Ishtikhan,cite,towns,Ištīḫān,إشتيخان,Ištīḫān
mHlo AlqyAsyn,Transoxiana,محلة القياسين,37.44577,Mahalla al-Qayyasin,66.8817,Transoxiana,Maḥallaŧ al-Qayyāsīn,MAHALLAQAYYASIN_668E374N_S_TRAN,Mahalla al-Qayyasin,etape,waystations,Maḥallaŧ al-Qayyāsīn,محلة القياسين,Maḥallaŧ al-Qayyāsīn
bAb AlHdyd,Transoxiana,باب الحديد,38.22114,Bab al-Hadid,67.03158,Transoxiana,Bāb al-Ḥadīd,BABHADID_670E382N_O_TRAN,Bab al-Hadid,defile,sites,Bāb al-Ḥadīd,باب الحديد,Bāb al-Ḥadīd
smrqnd,Transoxiana,سمرقند,39.67905,Samarqand,67.03225,Transoxiana,Samarqand,SAMARQAND_670E396N_S_TRAN,Samarqand,metropole,metropoles,Samarqand,سمرقند,Samarqand
drzdh,Transoxiana,درزده,39.31836,Dirizdah,67.06451,Transoxiana,Dirizdah,DIRIZDAH_670E393N_S_TRAN,Dirizdah,localite,villages,Dirizdah,درزده,Dirizdah
hAEmjrd,Transoxiana,هاشمجرد,37.69255,Hashimjird,67.07594,Transoxiana,Hāšimǧird,HASHIMJIRD_670E376N_S_TRAN,Hashimjird,cite,towns,Hāšimǧird,هاشمجرد,Hāšimǧird
kbwznjkv، kbwVnjkv,Transoxiana,كبوزنجكث,39.70827,Kabuzanjakath-Kabudhanjakath,67.1707,Transoxiana,Kabūzanǧakaṯ-Kabūḏanǧakaṯ,KABUZANJAKATH_671E397N_S_TRAN,Kabuzanjakath-Kabudhanjakath,canton/cheflieu,towns,Kabūzanǧakaṯ,كبوزنجكث، كبوذنجكث,Kabūzanǧakaṯ
AlEAwVAr,Transoxiana,الشاوذار,39.33812,al-Shawdhar,67.21506,Transoxiana,al-Šāwḏār,SHAWDHAR_672E393N_R_TRAN,al-Shawdhar,region,regions,al-Šāwḏār,الشاوذار,al-Šāwḏār
bAsnd,Transoxiana,باسند,38.21375,Basand,67.24396,Transoxiana,Bāsand,BASAND_672E382N_S_TRAN,Basand,cite,towns,Bāsand,باسند,Bāsand
SbrAn، SwrAn,Transoxiana,صبران,43.82577,Sabran-Sawran,67.26184,Transoxiana,Ṣabrān-Ṣawrān,SABRAN_672E438N_S_TRAN,Sabran-Sawran,cite,towns,Ṣabrān,صبران، صوران,Ṣabrān
wzkrd، wzkrdo,Transoxiana,وزكرد,39.42539,Wazkard-Wizkarda,67.29033,Transoxiana,Wazkard-Wizkardaŧ,WAZKARD_672E394N_S_TRAN,Wazkard-Wizkarda,village,villages,Wazkard,وزكرد، وزكردة,Wazkard
AltrmyV,Transoxiana,الترميذ,37.27697,al-Tirmidh,67.32394,Transoxiana,al-Tirmīḏ,TIRMIDH_673E372N_S_TRAN,al-Tirmidh,cite,towns,al-Tirmīḏ,الترميذ,al-Tirmīḏ
bwzmAjn,Transoxiana,بوزماجن,39.74445,Buzmajan,67.32394,Transoxiana,Būzmāǧan,BUZMAJAN_673E397N_S_TRAN,Buzmajan,canton,towns,Būzmāǧan,بوزماجن,Būzmāǧan
AbArkv، brkAv,Transoxiana,أباركث,39.79611,Abarkath-Barkath,67.38308,Transoxiana,Abārkaṯ-Barkāṯ,ABARKATH_673E397N_S_TRAN,Abarkath-Barkath,cheflieu,capitals,Abārkaṯ,أباركث، بركاث,Abārkaṯ
wrgEr,Transoxiana,ورغشر,39.52707,Waraghshar,67.41937,Transoxiana,Waraġšar,WARAGHSHAR_674E395N_S_TRAN,Waraghshar,canton/cheflieu,towns,Waraġšar,ورغشر,Waraġšar
Srmnjy، jrmnqAn,Transoxiana,صرمنجي,37.60634,Sarmanji-Jarmanqan,67.44155,Transoxiana,Ṣarmanǧī-Ǧarmanqān,SARMANJI_674E376N_S_TRAN,Sarmanji-Jarmanqan,localite,villages,Ṣarmanǧī,صرمنجي، جرمنقان,Ṣarmanǧī
snkrdh,Transoxiana,سنكرده,38.50044,Sankardah,67.57933,Transoxiana,Sankardah,SANKARDAH_675E385N_S_TRAN,Sankardah,cite,towns,Sankardah,سنكرده,Sankardah
xrqAno,Transoxiana,خرقانة,39.9712,Kharaqana,67.58739,Transoxiana,Ḫaraqānaŧ,KHARAQANA_675E399N_S_TRAN,Kharaqana,cite,towns,Ḫaraqānaŧ,خرقانة,Ḫaraqānaŧ
dArznkA، dArznjy,Transoxiana,دارزنكا,37.84131,Darzanka-Darzanji,67.63175,Transoxiana,Dārzankā-Dārzanǧī,DARZANKA_676E378N_S_TRAN,Darzanka-Darzanji,cite,towns,Dārzankā,دارزنكا، دارزنجي,Dārzankā
bwnjkv,Transoxiana,بونجكث,39.46899,Bunjikath,67.65863,Transoxiana,Būnǧikaṯ,BUNJIKATH_676E394N_S_TRAN,Bunjikath,canton/cheflieu,towns,Būnǧikaṯ,بونجكث,Būnǧikaṯ
rbAT sCd,Transoxiana,رباط سعد,39.8547,Ribat Sad,67.71106,Transoxiana,Ribāṭ Saʿd,RIBATSAD_677E398N_S_TRAN,Ribat Sad,ribat,waystations,Ribāṭ Saʿd,رباط سعد,Ribāṭ Saʿd
nwjkv,Transoxiana,نوجكث,39.94338,Nujakath,67.73525,Transoxiana,Nūǧakaṯ,NUJAKATH_677E399N_S_TRAN,Nujakath,cite,towns,Nūǧakaṯ,نوجكث,Nūǧakaṯ
dyzk,Transoxiana,ديزك,40.09748,Dizak,67.79942,Transoxiana,Dīzak,DIZAK_677E400N_S_TRAN,Dizak,cite,towns,Dīzak,ديزك,Dīzak
AlSgAnyAn,Transoxiana,الصغانيان,38.26337,al-Saghaniyan,67.89454,Transoxiana,al-Ṣaġāniyān,SAGHANIYAN_678E382N_S_TRAN,al-Saghaniyan,capitale,capitals,al-Ṣaġāniyān,الصغانيان,al-Ṣaġāniyān
AlSgAnyAn,Transoxiana,الصغانيان,38.26337,al-Saghaniyan,67.89454,Transoxiana,al-Ṣaġāniyān,SAGHANIYAN_678E382N_R_TRAN,al-Saghaniyan,territoire,regions,al-Ṣaġāniyān,الصغانيان,al-Ṣaġāniyān
bcr AlHsyn,Transoxiana,بئر الحسين,40.23516,Bir al-Husayn,67.99605,Transoxiana,Biʾr al-Ḥusayn,BIRHUSAYN_679E402N_S_TRAN,Bir al-Husayn,etape,waystations,Biʾr al-Ḥusayn,بئر الحسين,Biʾr al-Ḥusayn
nhr AlSgd، nhr bxAro,Transoxiana,نهر الصغد,39.4015,Nahr al-Sughd-Nahr Bukhara,68.07129,Transoxiana,Nahr al-Ṣuġd-Nahr Buḫāraŧ,NAHRSUGHD_680E394N_W_TRAN,Nahr al-Sughd-Nahr Bukhara,riviere,waters,Nahr al-Ṣuġd,نهر الصغد، نهر بخارة,Nahr al-Ṣuġd
nhr EAE، SyHwn,Transoxiana,نهر شاش,41.90165,Nahr Shash-Sayhun,68.10841,Transoxiana,Nahr Šāš-Ṣayḥūn,NAHRSHASH_681E419N_W_TRAN,Nahr Shash-Sayhun,riviere,waters,Nahr Šāš,نهر شاش، صيحون,Nahr Šāš
qbAVyAn، qwAVyAn,Transoxiana,قباذيان,37.2898,Qubadhiyan-Quwadhiyan,68.12506,Transoxiana,Qubāḏiyān-Quwāḏiyān,QUBADHIYAN_681E372N_S_TRAN,Qubadhiyan-Quwadhiyan,capitale,capitals,Qubāḏiyān,قباذيان، قواذيان,Qubāḏiyān
qbAVyAn، qwAVyAn,Transoxiana,قباذيان,37.2898,Qubadhiyan-Quwadhiyan,68.12506,Transoxiana,Qubāḏiyān-Quwāḏiyān,QUBADHIYAN_681E372N_R_TRAN,Qubadhiyan-Quwadhiyan,circon,regions,Qubāḏiyān,قباذيان، قواذيان,Qubāḏiyān
bwrnmV، fwrnmV,Transoxiana,بورنمذ,39.95059,Burnamadh-Furnamadh,68.12909,Transoxiana,Būrnamaḏ-Fūrnamaḏ,BURNAMADH_681E399N_S_TRAN,Burnamadh-Furnamadh,canton/cheflieu,towns,Būrnamaḏ,بورنمذ، فورنمذ,Būrnamaḏ
wsyj,Transoxiana,وسيج,42.63098,Wasij,68.12972,Transoxiana,Wasīǧ,WASIJ_681E426N_S_TRAN,Wasij,cite,towns,Wasīǧ,وسيج,Wasīǧ
bcr Hmyd,Transoxiana,بئر حميد,40.3886,Bir Humayd,68.19849,Transoxiana,Biʾr Ḥumayd,BIRHUMAYD_681E403N_S_TRAN,Bir Humayd,etape,waystations,Biʾr Ḥumayd,بئر حميد,Biʾr Ḥumayd
fArAb، bArAb,Transoxiana,فاراب,42.7449,Farab-Barab,68.29439,Transoxiana,Fārāb-Bārāb,FARAB_682E427N_R_TRAN,Farab-Barab,region,regions,Fārāb,فاراب، باراب,Fārāb
EAwgr,Transoxiana,شاوغر,43.25,Shawaghar,68.3157,Transoxiana,Šāwaġar,SHAWAGHAR_683E432N_S_TRAN,Shawaghar,cite,towns,Šāwaġar,شاوغر,Šāwaġar
kdr,Transoxiana,كدر,42.66945,Kadar,68.31763,Transoxiana,Kadar,KADAR_683E426N_S_TRAN,Kadar,cite,towns,Kadar,كدر,Kadar
nhr jyHwn,Transoxiana,نهر جيحون,37.02412,Nahr Jayhun,68.40465,Transoxiana,Nahr Ǧayḥūn,NAHRJAYHUN_684E370N_W_TRAN,Nahr Jayhun,riviere,waters,Nahr Ǧayḥūn,نهر جيحون,Nahr Ǧayḥūn
zAmn,Transoxiana,زامن,39.95781,Zamin,68.43288,Transoxiana,Zāmin,ZAMIN_684E399N_S_TRAN,Zamin,cite,towns,Zāmin,زامن,Zāmin
wynkrd,Transoxiana,وينكرد,40.57316,Winkard,68.43871,Transoxiana,Wīnkard,WINKARD_684E405N_S_TRAN,Winkard,bourgade,villages,Wīnkard,وينكرد,Wīnkard
Albtm,Transoxiana,البتم,38.95345,al-Buttam,68.49336,Transoxiana,al-Buttam,BUTTAM_684E389N_S_TRAN,al-Buttam,montagnes/canton,towns,al-Buttam,البتم,al-Buttam
nhr wxEAb,Transoxiana,نهر وخشاب,37.4415,Nahr Wakhshab,68.5599,Transoxiana,Nahr Waḫšāb,NAHRWAKHSHAB_685E374N_R_TRAN,Nahr Wakhshab,region,regions,Nahr Waḫšāb,نهر وخشاب,Nahr Waḫšāb
AErwsno,Transoxiana,أشروسنة,39.56749,Ushrusana,68.72187,Transoxiana,Ušrūsanaŧ,USHRUSANA_687E395N_R_TRAN,Ushrusana,circon,regions,Ušrūsanaŧ,أشروسنة,Ušrūsanaŧ
wxE,Transoxiana,وخش,37.70584,Wakhsh,68.72725,Transoxiana,Waḫš,WAKHSH_687E377N_R_TRAN,Wakhsh,region,regions,Waḫš,وخش,Waḫš
SAbAT,Transoxiana,صاباط,39.99901,Sabat,68.7622,Transoxiana,Ṣābāṭ,SABAT_687E399N_S_TRAN,Sabat,cite,towns,Ṣābāṭ,صاباط,Ṣābāṭ
hlAwrd,Transoxiana,هلاورد,37.83441,Halaward,68.78102,Transoxiana,Halāward,HALAWARD_687E378N_S_TRAN,Halaward,cite,towns,Halāward,هلاورد,Halāward
bnAkv,Transoxiana,بناكث,40.71867,Banakath,68.80969,Transoxiana,Banākaṯ,BANAKATH_688E407N_S_TRAN,Banakath,cite,towns,Banākaṯ,بناكث,Banākaṯ
EwmAn,Transoxiana,شومان,38.58166,Shuman,68.82268,Transoxiana,Šūmān,SHUMAN_688E385N_S_TRAN,Shuman,cite,towns,Šūmān,شومان,Šūmān
xAwS، HAws,Transoxiana,خاوص,40.22314,Khawas-Hawas,68.82906,Transoxiana,Ḫāwaṣ-Ḥāwas,KHAWAS_688E402N_S_TRAN,Khawas-Hawas,bourgade,villages,Ḫāwaṣ,خاوص، حاوس,Ḫāwaṣ
bwmjkv، bnjkv، bmjkv,Transoxiana,بومجكث,39.74616,Bumjikath-Bunjikath-Bamjikath,68.83442,Transoxiana,Būmǧikaṯ-Bunǧikaṯ-Bamǧikaṯ,BUMJIKATH_688E397N_S_TRAN,Bumjikath-Bunjikath-Bamjikath,capitale,capitals,Būmǧikaṯ,بومجكث، بنجكث، بمجكث,Būmǧikaṯ
stwrkv، AEtwrkv,Transoxiana,ستوركث,40.88768,Suturkath-Ushturkath,68.87652,Transoxiana,Sutūrkaṯ-Uštūrkaṯ,SUTURKATH_688E408N_S_TRAN,Suturkath-Ushturkath,cite,towns,Sutūrkaṯ,ستوركث، أشتوركث,Sutūrkaṯ
sbAnykv,Transoxiana,سبانيكث,42.36818,Subanikath,68.89105,Transoxiana,Subānīkaṯ,SUBANIKATH_688E423N_S_TRAN,Subanikath,cite,towns,Subānīkaṯ,سبانيكث,Subānīkaṯ
xrEkv,Transoxiana,خرشكث,40.80598,Kharashkath,68.90655,Transoxiana,Ḫaraškaṯ,KHARASHKATH_689E408N_S_TRAN,Kharashkath,cite,towns,Ḫaraškaṯ,خرشكث,Ḫaraškaṯ
kArbnk,Transoxiana,كاربنك,37.32188,Karbank,68.92955,Transoxiana,Kārbank,KARBANK_689E373N_S_TRAN,Karbank,cite,towns,Kārbank,كاربنك,Kārbank
fgkv، wgkv,Transoxiana,فغكث,39.83509,Faghkath-Waghkath,69.01759,Transoxiana,Faġkaṯ-Waġkaṯ,FAGHKATH_690E398N_S_TRAN,Faghkath-Waghkath,cite,towns,Faġkaṯ,فغكث، وغكث,Faġkaṯ
lAwknd,Transoxiana,لاوكند,37.95639,Lawakand,69.04582,Transoxiana,Lāwakand,LAWAKAND_690E379N_S_TRAN,Lawakand,cite,towns,Lāwakand,لاوكند,Lāwakand
nhr AndyjArAg,Transoxiana,نهر أنديجاراغ,37.5901,Nahr Andijaragh,69.09689,Transoxiana,Nahr Andīǧārāġ,NAHRANDIJARAGH_690E375N_W_TRAN,Nahr Andijaragh,riviere,waters,Nahr Andīǧārāġ,نهر أنديجاراغ,Nahr Andīǧārāġ
jynAnjkv,Transoxiana,جينانجكث,40.9956,Jinanjakath,69.11286,Transoxiana,Ǧīnānǧakaṯ,JINANJAKATH_691E409N_S_TRAN,Jinanjakath,cite,towns,Ǧīnānǧakaṯ,جينانجكث,Ǧīnānǧakaṯ
AndAjArAg,Transoxiana,أنداجاراغ,37.26841,Andajaragh,69.17687,Transoxiana,Andāǧārāġ,ANDAJARAGH_691E372N_S_TRAN,Andajaragh,cite,towns,Andāǧārāġ,أنداجاراغ,Andāǧārāġ
AlEAE، blAd AlEAE,Transoxiana,الشاش,41.27136,al-Shash-Bilad al-Shash,69.18357,Transoxiana,al-Šāš-Bilād al-Šāš,SHASH_691E412N_R_TRAN,al-Shash-Bilad al-Shash,region,regions,al-Šāš,الشاش، بلاد الشاش,al-Šāš
wEjrd، dstjrd، dstkrd,Transoxiana,وشجرد,38.46704,Washjird-Dastjird-Dastkird,69.21115,Transoxiana,Wašǧird-Dastǧird-Dastkird,WASHJIRD_692E384N_S_TRAN,Washjird-Dastjird-Dastkird,capitale,capitals,Wašǧird,وشجرد، دستجرد، دستكرد,Wašǧird
mynk,Transoxiana,مينك,39.30172,Mink,69.38051,Transoxiana,Mīnk,MINK_693E393N_R_TRAN,Mink,region,regions,Mīnk,مينك,Mīnk
xAtwnkv,Transoxiana,خاتونكث,41.4306,Khatunkath,69.39376,Transoxiana,Ḫātūnkaṯ,KHATUNKATH_693E414N_S_TRAN,Khatunkath,cite,towns,Ḫātūnkaṯ,خاتونكث,Ḫātūnkaṯ
bnkv,Transoxiana,بنكث,41.22621,Binkath,69.41991,Transoxiana,Binkaṯ,BINKATH_694E412N_S_TRAN,Binkath,capitale,capitals,Binkaṯ,بنكث,Binkaṯ
bskv,Transoxiana,بسكث,40.89646,Biskath,69.42766,Transoxiana,Biskaṯ,BISKATH_694E408N_S_TRAN,Biskath,cite,towns,Biskaṯ,بسكث,Biskaṯ
fArgr، frgr,Transoxiana,فارغر,37.48738,Farghar-Farghar,69.44705,Transoxiana,Fārġar-Farġar,FARGHAR_694E374N_S_TRAN,Farghar-Farghar,cite,towns,Fārġar,فارغر، فرغر,Fārġar
bAlAyAn,Transoxiana,بالايان,41.11173,Balayan,69.45575,Transoxiana,Bālāyān,BALAYAN_694E411N_S_TRAN,Balayan,cite,towns,Bālāyān,بالايان,Bālāyān
msHA,Transoxiana,مسحا,39.51566,Masha,69.45848,Transoxiana,Masḥā,MASHA_694E395N_R_TRAN,Masha,region,regions,Masḥā,مسحا,Masḥā
nwjAkv,Transoxiana,نوجاكث,41.40191,Nujakath,69.50903,Transoxiana,Nūǧākaṯ,NUJAKATH_695E414N_S_TRAN,Nujakath,cite,towns,Nūǧākaṯ,نوجاكث,Nūǧākaṯ
jbgwkv,Transoxiana,جبغوكث,41.31976,Jabghukath,69.52452,Transoxiana,Ǧabġūkaṯ,JABGHUKATH_695E413N_S_TRAN,Jabghukath,cite,towns,Ǧabġūkaṯ,جبغوكث,Ǧabġūkaṯ
tmlyAt,Transoxiana,تمليات,38.25651,Tamliyat,69.53106,Transoxiana,Tamliyāt,TAMLIYAT_695E382N_S_TRAN,Tamliyat,cite,towns,Tamliyāt,تمليات,Tamliyāt
brkwE,Transoxiana,بركوش,41.5108,Barkush,69.53615,Transoxiana,Barkūš,BARKUSH_695E415N_S_TRAN,Barkush,cite,towns,Barkūš,بركوش,Barkūš
nhr brbAn,Transoxiana,نهر بربان,37.84635,Nahr Barban,69.56601,Transoxiana,Nahr Barbān,NAHRBARBAN_695E378N_W_TRAN,Nahr Barban,riviere,waters,Nahr Barbān,نهر بربان,Nahr Barbān
nhr fArgr,Transoxiana,نهر فارغر,37.41482,Nahr Farghar,69.57609,Transoxiana,Nahr Fārġar,NAHRFARGHAR_695E374N_W_TRAN,Nahr Farghar,riviere,waters,Nahr Fārġar,نهر فارغر,Nahr Fārġar
ArsbAnykv، sbAnykv,Transoxiana,أرسبانيكث,39.93024,Arsubanikath-Subanikath,69.60096,Transoxiana,Arsubānīkaṯ-Subānīkaṯ,ARSUBANIKATH_696E399N_S_TRAN,Arsubanikath-Subanikath,cite,towns,Arsubānīkaṯ,أرسبانيكث، سبانيكث,Arsubānīkaṯ
jmwkt,Transoxiana,جموكت,42.26934,Jamukat,69.62235,Transoxiana,Ǧamūkat,JAMUKAT_696E422N_S_TRAN,Jamukat,cite,towns,Ǧamūkat,جموكت,Ǧamūkat
xjndo,Transoxiana,خجندة,40.24606,Khujanda,69.63107,Transoxiana,Ḫuǧandaŧ,KHUJANDA_696E402N_S_TRAN,Khujanda,cite,towns,Ḫuǧandaŧ,خجندة,Ḫuǧandaŧ
mnk,Transoxiana,منك,38.32824,Munk,69.69102,Transoxiana,Munk,MUNK_696E383N_S_TRAN,Munk,cite,towns,Munk,منك,Munk
xrgAnkv,Transoxiana,خرغانكث,41.59198,Kharghankath,69.69791,Transoxiana,Ḫarġānkaṯ,KHARGHANKATH_696E415N_S_TRAN,Kharghankath,cite,towns,Ḫarġānkaṯ,خرغانكث,Ḫarġānkaṯ
Alxtl,Transoxiana,الختل,37.94076,al-Khuttal,69.75285,Transoxiana,al-Ḫuttal,KHUTTAL_697E379N_R_TRAN,al-Khuttal,region,regions,al-Ḫuttal,الختل,al-Ḫuttal
AsbyjAb,Transoxiana,إسبيجاب,42.23062,Isbijab,69.75409,Transoxiana,Isbīǧāb,ISBIJAB_697E422N_S_TRAN,Isbijab,capitale,capitals,Isbīǧāb,إسبيجاب,Isbīǧāb
AsbyjAb,Transoxiana,إسبيجاب,42.23062,Isbijab,69.75409,Transoxiana,Isbīǧāb,ISBIJAB_697E422N_R_TRAN,Isbijab,circon,regions,Isbīǧāb,إسبيجاب,Isbīǧāb
jrkrd، grkrd,Transoxiana,جركرد,42.02949,Jarkard-Gharkard,69.82576,Transoxiana,Ǧarkard-Ġarkard,JARKARD_698E420N_S_TRAN,Jarkard-Gharkard,cite,towns,Ǧarkard,جركرد، غركرد,Ǧarkard
Arblx,Transoxiana,أربلخ,40.8701,Arbilakh,69.83739,Transoxiana,Arbilaḫ,ARBILAKH_698E408N_S_TRAN,Arbilakh,cite,towns,Arbilaḫ,أربلخ,Arbilaḫ
hlbk,Transoxiana,هلبك,37.87023,Hulbuk,69.85097,Transoxiana,Hulbuk,HULBUK_698E378N_S_TRAN,Hulbuk,capitale,capitals,Hulbuk,هلبك,Hulbuk
mCbr bVxEAn,Transoxiana,معبر بذخشان,37.5917,Mabar Badhakhshan,69.90205,Transoxiana,Maʿbar Baḏaḫšān,MABARBADHAKHSHAN_699E375N_O_TRAN,Mabar Badhakhshan,gue,sites,Maʿbar Baḏaḫšān,معبر بذخشان,Maʿbar Baḏaḫšān
rstAq byk,Transoxiana,رستاق بيك,37.11046,Rustaq Bik,69.91617,Transoxiana,Rustāq Bīk,RUSTAQBIK_699E371N_S_TRAN,Rustaq Bik,canton/cheflieu,towns,Rustāq Bīk,رستاق بيك,Rustāq Bīk
nhr AylAq,Transoxiana,نهر إيلاق,40.91696,Nahr Ilaq,69.98462,Transoxiana,Nahr Īlāq,NAHRILAQ_699E409N_W_TRAN,Nahr Ilaq,riviere,waters,Nahr Īlāq,نهر إيلاق,Nahr Īlāq
bnxAE، bnjxAE,Transoxiana,بنخاش,40.99377,Bankhash-Banjkhash,70.00883,Transoxiana,Banḫāš-Banǧḫāš,BANKHASH_700E409N_S_TRAN,Bankhash-Banjkhash,cite,towns,Banḫāš,بنخاش، بنجخاش,Banḫāš
nhr AylAq,Transoxiana,نهر إيلاق,40.91403,Nahr Ilaq,70.01367,Transoxiana,Nahr Īlāq,NAHRILAQ_700E409N_W_TRAN,Nahr Ilaq,riviere,waters,Nahr Īlāq,نهر إيلاق,Nahr Īlāq
nhr hlbk,Transoxiana,نهر هلبك,38.3061,Nahr Hulbuk,70.17895,Transoxiana,Nahr Hulbuk,NAHRHULBUK_701E383N_W_TRAN,Nahr Hulbuk,riviere,waters,Nahr Hulbuk,نهر هلبك,Nahr Hulbuk
bVxkv,Transoxiana,بذخكث,42.45971,Badhakhkath,70.19287,Transoxiana,Baḏaḫkaṯ,BADHAKHKATH_701E424N_S_TRAN,Badhakhkath,cite,towns,Baḏaḫkaṯ,بذخكث,Baḏaḫkaṯ
AylAq,Transoxiana,إيلاق,40.78508,Ilaq,70.2074,Transoxiana,Īlāq,ILAQ_702E407N_R_TRAN,Ilaq,region,regions,Īlāq,إيلاق,Īlāq
twnkv,Transoxiana,تونكث,41.01789,Tunkath,70.22483,Transoxiana,Tūnkaṯ,TUNKATH_702E410N_S_TRAN,Tunkath,capitale,capitals,Tūnkaṯ,تونكث,Tūnkaṯ
SAmgAr,Transoxiana,صامغار,40.46049,Samghar,70.22677,Transoxiana,Ṣāmġār,SAMGHAR_702E404N_S_TRAN,Samghar,localite,villages,Ṣāmġār,صامغار,Ṣāmġār
AlrEt,Transoxiana,الرشت,39.19555,al-Rasht,70.3873,Transoxiana,al-Rašt,RASHT_703E391N_R_TRAN,al-Rasht,district,regions,al-Rašt,الرشت,al-Rašt
jAjystAn,Transoxiana,جاجيستان,40.55623,Jajistan,70.43986,Transoxiana,Ǧāǧīstān,JAJISTAN_704E405N_S_TRAN,Jajistan,etape,waystations,Ǧāǧīstān,جاجيستان,Ǧāǧīstān
