Lon	Lat	Region	TypeCat	KW	Name	Map
56.95205	37.51437	Daylam	villages	localite	Aǧġ	cornu16
55.71277	39.19825	Daylam	capitals	cheflieu	Āḫur	cornu16
54.37503	36.13093	Daylam	capitals	capitale	al-Damġān	cornu16
54.80181	36.2852	Daylam	villages	localite	al-Ḥaddādaŧ	cornu16
52.23414	36.56405	Daylam	towns	cite	Alham	cornu16
52.40859	35.26209	Daylam	regions	canton	al-Ḫuwār	cornu16
55.67094	36.39341	Daylam	waystations	etape	al-Murǧān ?	cornu16
51.7108	36.36237	Daylam	regions	region	al-Rūyān	cornu16
51.7108	36.36237	Daylam	towns	cite	al-Rūyān	cornu16
52.40859	36.42256	Daylam	capitals	capitale	Āmul	cornu16
52.21623	35.8734	Daylam	waystations	etape	Asak/Ašk	cornu16
54.47005	36.7886	Daylam	towns	cite	Astārabāḏ	cornu16
55.17875	36.33289	Daylam	waystations	etape	Baḏaš	cornu16
52.0667	35.81911	Daylam	waystations	etape	Balūr/Bulūr	cornu16
48.55981	37.57057	Daylam	towns	cite	Barwān ?	cornu16
54.72705	37.88855	Daylam	waystations	etape	Baylamak/Salmak ?	cornu16
55.07205	36.45952	Daylam	towns	cite	Bisṭām	cornu16
55.86992	36.05824	Daylam	towns	cite	Biyār	cornu16
50.52548	36.69592	Daylam	regions	region	Daylamān/al-Daylam	cornu16
55.63466	39.09457	Daylam	regions	region	Dihistān	cornu16
55.99881	37.57458	Daylam	waystations	etape	Dīnāzārī #?	cornu16
52.96387	35.61266	Daylam	regions	region	Fādūsbān/Qādūstān/Qādūsiyān 	cornu16
52.55968	36.01794	Daylam	sites	mont	Ǧabal Qārīn	cornu16
51.63759	36.0318	Daylam	sites	mont	Ǧabal Rūbanǧ/Ruyanǧ	cornu16
54.04249	35.97336	Daylam	waystations	etape	Ǧarmǧuwī	cornu16
49.65635	37.13924	Daylam	regions	region	Ǧīl/Ǧīlān	cornu16
55.206	37.19091	Daylam	regions	region	Ǧurǧān	cornu16
54.99028	37.33269	Daylam	regions	region	Ǧurǧān	cornu16
56.13276	36.36629	Daylam	waystations	etape	Hafdar ?	cornu16
49.18674	37.48626	Daylam	towns	cite	Ḫašm ?	cornu16
52.04412	35.31676	Daylam	waystations	etape	Kahdaŧ/Kahandaŧ/Kasb ?	cornu16
51.07686	36.49897	Daylam	towns	cite	Kalār	cornu16
49.00372	37.79153	Daylam	waystations	port/etape	Kuhanrūḏ	cornu16
52.74659	36.51713	Daylam	towns	cite	Māmaṭīr	cornu16
53.69593	36.68468	Daylam	villages	localite	Mihrawān ?	cornu16
52.55267	36.4708	Daylam	towns	cite	Mīlaŧ #?	cornu16
55.38357	37.06455	Daylam	waters	riviere	Nahr Ḫurmārūḏ	cornu16
49.67893	36.93549	Daylam	waters	riviere	Nahr Isbīḏrūḏ/Nahr Sabīḏrūḏ	cornu16
48.8394	36.97532	Daylam	waters	riviere	Nahr Isbīḏrūḏ/Nahr Sabīḏrūḏ	cornu16
50.19216	36.52902	Daylam	waters	riviere	Nahr Ṭālaqānrūḏ	cornu16
51.9273	35.72749	Daylam	waystations	etape	Nāmahand ?	cornu16
54.32519	36.77488	Daylam	towns	cite	Nāmiyaŧ ?	cornu16
51.91951	36.47768	Daylam	towns	cite	Nātil	cornu16
52.636	35.26209	Daylam	villages	localite	Qaryaŧ al-Milḥ	cornu16
54.13205	36.11206	Daylam	regions	region	Qūmis	cornu16
53.07601	35.37647	Daylam	villages	localite	Raʾs al-Kalb	cornu16
57.45149	40.18649	Daylam	sites	ribat	Ribāṭ Abū Sahl	cornu16
54.76443	37.58399	Daylam	sites	ribat	Ribāṭ al-Amīr ?	cornu16
54.51366	37.22611	Daylam	sites	ribat	Ribāṭ ʿAlī ?	cornu16
53.73487	35.74424	Daylam	sites	ribat	Rībāṭ ʿAliyyābāḏ	cornu16
54.61471	38.26671	Daylam	sites	ribat	Ribāṭ Dihistān	cornu16
54.88904	36.8176	Daylam	sites	ribat	Ribāṭ Ḥafṣ ?	cornu16
55.206	37.19091	Daylam	metropoles	metropole	Šahrastān/Ǧurǧān	cornu16
51.35722	36.39749	Daylam	towns	cite	Saʿīdābāḏ	cornu16
52.04723	35.68449	Daylam	towns	cite	Šalanbaŧ	cornu16
51.45535	36.60408	Daylam	towns	cite	Šālūs/Sālūs	cornu16
52.86652	36.16111	Daylam	towns	cite	Šihmār/Sihmār ?	cornu16
53.40856	35.49513	Daylam	towns	cite	Simnān	cornu16
52.60329	36.34732	Daylam	regions	circon	Ṭabaristān	cornu16
50.84322	36.18658	Daylam	regions	region	Ṭalaqān ?	cornu16
50.84322	36.18658	Daylam	towns	cite	Ṭalaqān ?	cornu16
54.05573	36.7312	Daylam	towns	cite	Ṭamīšaŧ/Ṭamīsaŧ	cornu16
55.30802	36.65798	Daylam	waystations	etape	Ziradābāḏ/Zirdābāḏ	cornu16
31.7988	26.47449	Egypt	villages	localite	Abšāyaŧ ?	cornu10
32.38039	30.05828	Egypt	waystations	etape	ʿAǧarūd	cornu10
31.72957	26.56301	Egypt	towns	cite	Aḫmīm	cornu10
30.95992	29.13124	Egypt	towns	cite	Ahnās	cornu10
31.70644	30.53647	Egypt	towns	cite	al-ʿAbbāsiyyaŧ	cornu10
34.09472	17.49927	Egypt	villages	localite	al-Abwāb	cornu11
30.91239	31.19144	Egypt	regions	region	al-Afrāḥūn	cornu10
32.61253	25.72063	Egypt	towns	cite	al-Aqṣūr	cornu10
33.80807	31.12453	Egypt	towns	cite	al-ʿArīš	cornu1
31.25278	31.19181	Egypt	regions	district	al-Awsiyaŧ	cornu10
30.52845	30.89835	Egypt	regions	region	al-Badaqūn	cornu10
33.12566	31.02385	Egypt	towns	cite	al-Baqqāraŧ	cornu11
31.23342	31.28817	Egypt	regions	region	al-Bašarūd	cornu10
30.92804	30.72039	Egypt	towns	cite	al-Bundāriyyaŧ	cornu10
28.73902	25.54178	Egypt	regions	region	al-Dāḫilaŧ	cornu11
31.60625	26.5449	Egypt	regions	district	al-Dayr/Dayr Bū Šanūdaŧ	cornu10
32.59811	31.02282	Egypt	capitals	capitale	al-Faramā	cornu10
30.69978	29.43447	Egypt	capitals	capitale	al-Fayyūm	cornu10
30.84266	29.35921	Egypt	regions	territoire	al-Fayyūm	cornu10
30.25325	19.63029	Egypt	sites	cataracte	al-Ǧanādil	cornu11
32.92462	24.01605	Egypt	sites	cataracte	al-Ǧanādil	cornu11
31.21122	30.04436	Egypt	quarter	quartier	al-Ǧazīraŧ	cornu10
33.23727	30.75519	Egypt	regions	region	al-Ǧifār	cornu11
31.20183	30.00653	Egypt	towns	cite	al-Ǧīzaŧ	cornu10
30.89161	30.34164	Egypt	villages	village	al-Ǧurasiyyāt	cornu10
30.51687	24.98738	Egypt	regions	region	al-Ḫāriǧaŧ	cornu11
30.43738	30.75268	Egypt	regions	region	al-Ḥawf al-Ġarbī	cornu10
31.57495	30.59137	Egypt	regions	circon	al-Ḥawf al-Šarqī	cornu10
29.90981	31.1949	Egypt	capitals	capitale	al-Iskandariyyaŧ	cornu10
30.13142	31.14286	Egypt	towns	cite	al-Karyūn/Kiryawn	cornu10
30.99122	29.24901	Egypt	towns	cite	al-Lāhūn	cornu10
32.87404	23.01969	Egypt	towns	cite	ʿAllaqī	cornu11
30.37989	31.24231	Egypt	regions	region	al-Malīdās/al-Malaydis	cornu10
32.05366	30.18702	Egypt	villages	localite	al-Manṣaf	cornu10
32.3556	15.06046	Egypt	waters	riviere	al-Nīl al-Abyaḍ	cornu11
31.24168	30.05778	Egypt	quarter	quartier	al-Qāhiraŧ	cornu10
32.32461	30.85902	Egypt	villages	localite	al-Qanṭaraŧ	cornu10
32.93994	23.86056	Egypt	villages	localite	al-Qaṣr	cornu11
28.83405	25.67032	Egypt	villages	localite	al-Qaṣr	cornu11
31.24253	30.0154	Egypt	villages	localite	al-Qaṣr/Bāb Alyūn	cornu10
30.78687	28.52624	Egypt	towns	cite	al-Qays	cornu10
32.55684	30.02822	Egypt	towns	cite	al-Qulzum	cornu10
30.73593	30.6947	Egypt	villages	localite	al-Rāfiqaŧ	cornu10
30.6995	31.04306	Egypt	villages	localite	al-Ṣāfiyyaŧ	cornu10
33.43051	19.40078	Egypt	villages	localite	al-Sanṭaŧ ?	cornu11
30.57342	30.99062	Egypt	regions	region	al-Širāk	cornu10
30.75576	27.85616	Egypt	towns	cite	al-Ušmūnayn	cornu10
29.46855	26.524	Egypt	regions	region	al-Wāḥāt	cornu11
33.54242	31.06734	Egypt	towns	cite	al-Warrādaŧ	cornu11
30.84685	27.90125	Egypt	towns	cite	Anṣinā	cornu10
32.51795	25.64017	Egypt	towns	cite	Armant	cornu10
32.55162	25.32189	Egypt	towns	cite	Asnā	cornu10
31.18485	27.17922	Egypt	towns	cite	Asyūṭ	cornu10
31.29974	29.43347	Egypt	towns	cite	Aṭfīḥ	cornu10
32.87999	25.01203	Egypt	regions	district	Atfū	cornu10
31.74628	30.70963	Egypt	regions	region	Aṭrabiyyaŧ	cornu10
31.17223	30.45947	Egypt	regions	district	Atrīb	cornu10
31.17223	30.45947	Egypt	towns	cite	Atrīb	cornu10
31.30514	31.00708	Egypt	towns	cite	Awīš	cornu10
36.24428	22.48899	Egypt	sites	port	ʿAyḏab	cornu11
31.3077	30.12919	Egypt	towns	cite	ʿAyn Šams	cornu10
30.75642	30.87466	Egypt	towns	cite	Babīǧ	cornu10
39.48117	15.63308	Egypt	regions	ile	Bāḍiʿ	cornu7
30.66449	28.60073	Egypt	regions	region	Bahnasá	cornu10
30.28697	32.20303	Egypt	waters	mer	Baḥr al-Rūm	cornu11
31.60503	19.72554	Egypt	regions	region	Balad al-Nūbaŧ	cornu11
30.46299	31.28513	Egypt	towns	cite	Balhīb	cornu10
31.16142	30.43641	Egypt	towns	cite	Banhā al-ʿAsal	cornu10
28.83711	28.28725	Egypt	regions	oasis	Banhasá ?	cornu11
30.29934	31.08146	Egypt	towns	cite	Barsīq	cornu10
31.49925	30.56736	Egypt	regions	district	Basṭaŧ	cornu10
31.02025	30.85291	Egypt	regions	region	Baṭn al-Rīf	cornu10
30.50461	24.59152	Egypt	towns	cite	Bayrīs	cornu11
37.0673	19.28058	Egypt	regions	region	Bilād al-Buǧǧaŧ	cornu11
34.14753	14.94825	Egypt	regions	region	Bilād al-Ḥabašaŧ	cornu11
32.94356	23.99294	Egypt	regions	ile	Bilāq/Ablāq	cornu11
31.57097	30.41776	Egypt	capitals	capitale	Bilbays	cornu10
30.78887	30.62076	Egypt	towns	cite	Bistāmaŧ	cornu10
30.80708	31.4596	Egypt	waters	lac	Buḥayraŧ al-Burullus	cornu10
29.91455	31.12142	Egypt	waters	lac	Buḥayraŧ Maryūṭ	cornu10
31.99133	31.25935	Egypt	waters	lac	Buḥayraŧ Tinnīs	cornu10
31.9959	26.21922	Egypt	towns	cite	Bulyanā	cornu10
29.71572	30.93264	Egypt	waystations	etape	Būmīnaŧ/Būmīná ?	cornu13
31.93498	30.09522	Egypt	waystations	etape	Bunduqaŧ/Manzil Ibn Bunduqaŧ/Manzil Ibn Ṣadaqaŧ	cornu10
30.99606	31.58612	Egypt	towns	cite	Burullus/Barullus	cornu10
31.10677	29.27633	Egypt	towns	cite	Būṣīr/Būṣīr al-Fayyūm/Abūṣīr/Būṣīr Qūrīdus/Būṣīr al-Ašmūnayn	cornu10
31.22681	27.10901	Egypt	towns	cite	Būtīǧ	cornu10
31.57979	30.16955	Egypt	waystations	etape	Buwayb	cornu10
31.16142	29.21524	Egypt	towns	cite	Dalāṣ/Dilāṣ	cornu10
30.45872	31.03855	Egypt	towns	cite	Damanhūr	cornu10
31.3504	31.1414	Egypt	towns	cite	Damīraŧ/Dumayraŧ	cornu10
31.22403	30.82041	Egypt	regions	district	Damsīs	cornu10
31.22403	30.82041	Egypt	towns	cite	Damsīs	cornu10
32.64544	26.15778	Egypt	regions	district	Dandaraŧ	cornu10
30.51137	30.95938	Egypt	villages	localite	Danšāl	cornu10
31.66289	31.28355	Egypt	towns	cite	Daqahlaŧ	cornu10
31.01228	30.22134	Egypt	waystations	etape	Ḏāt al-Sāḥil	cornu10
33.05753	31.14397	Egypt	waystations	etape	Dayr al-Naṣārá/Ḥiṣn al-Naṣārá/al-Qaṣr	cornu11
30.44535	31.25059	Egypt	towns	cite	Dayrūṭ	cornu10
30.70519	31.01916	Egypt	towns	cite	Dayyāy	cornu10
31.1062	30.37013	Egypt	towns	cite	Diǧwaŧ	cornu10
31.79125	31.43739	Egypt	towns	cite	Dimyāṭ	cornu10
30.73756	18.04347	Egypt	towns	cite	Dunqalaŧ/Dunqulaŧ/Dumqulaŧ	cornu11
31.79581	30.71061	Egypt	towns	cite	Fāqūs	cornu10
33.67254	28.67926	Egypt	regions	district/oasis	Fārān	cornu11
28.20107	26.96368	Egypt	regions	region	Farfārūn	cornu11
30.66905	30.9872	Egypt	villages	localite	Farnwaŧ	cornu10
31.649	26.69354	Egypt	villages	localite	Fāw	cornu10
30.49999	31.13129	Egypt	villages	village	Fīšaŧ	cornu10
30.92633	30.76345	Egypt	villages	village	Fīšaŧ Ibn Sulaym	cornu10
31.24964	30.04325	Egypt	metropoles	metropole	Fusṭāṭ	cornu10
30.50654	31.2237	Egypt	towns	cite	Fuwaŧ	cornu10
31.31852	30.01368	Egypt	sites	mont	Ǧabal Muqaṭṭam	cornu10
31.51348	30.38241	Egypt	towns	cite	Ġayfā	cornu10
31.38569	30.1607	Egypt	sites	lieu	Ǧubb ʿAmīraŧ	cornu10
32.19454	30.91373	Egypt	towns	cite	Ǧurǧīr	cornu10
30.15818	31.10144	Egypt	waters	canal	Ḫalīǧ al-Iskandariyyaŧ	cornu10
31.79922	30.57863	Egypt	waters	canal	Ḫalīǧ Amīr al-Muʾminīn	cornu10
31.65521	30.93839	Egypt	waters	riviere	Ḫalīǧ Daqādūs	cornu10
31.55816	31.11972	Egypt	waters	riviere	Ḫalīǧ Sardūs	cornu10
30.66535	30.75281	Egypt	regions	district	Ḫaribtā	cornu10
32.29854	26.02153	Egypt	towns	cite	Hū	cornu10
31.29831	29.86015	Egypt	towns	cite	Ḥulwān	cornu10
31.8311	31.0155	Egypt	regions	region	Iblīl	cornu10
30.65681	31.46786	Egypt	regions	region	Iḫnā	cornu10
30.79	31.51979	Egypt	towns	cite?	Iḫnā/Aǧnā ?	cornu10
32.8863	23.12192	Egypt	waystations	etape	Kubān/Qubbān	cornu11
30.75642	30.63742	Egypt	waystations	etape	Kūm Šarīk	cornu10
33.35835	22.61001	Egypt	sites	mines	Maʿādin al-Tibr	cornu11
33.89324	25.07556	Egypt	sites	mines	Maʿādin al-Zumurruḏ	cornu11
30.61583	31.02501	Egypt	villages	village	Maḥallaŧ Abū Ḫurāšaŧ #?	cornu10
31.14662	30.97329	Egypt	towns	cite	Maḥallaŧ al-Kabīraŧ	cornu10
30.92349	30.79572	Egypt	towns	cite	Maḥallaŧ al-Maḥrūm	cornu10
30.70804	30.78411	Egypt	villages	village	Maḥallaŧ Nuqaydaŧ	cornu10
30.8512	30.96963	Egypt	villages	localite	Maḥallaŧ Ṣurad	cornu10
31.01342	30.58083	Egypt	towns	cite	Malīǧ	cornu10
31.25648	29.85447	Egypt	towns	ville	Manf/al-ʿAzīziyyaŧ	cornu10
30.9195	30.45505	Egypt	towns	cite	Manūf	cornu10
30.95223	30.8705	Egypt	regions	district	Manūf al-ʿUliyā	cornu10
32.46943	18.06095	Egypt	regions	region	Maqurraŧ/Muqurraŧ	cornu11
30.93987	20.35618	Egypt	regions	region	Marīs	cornu11
30.47836	31.11959	Egypt	regions	region	Maṣīl	cornu10
31.37174	30.36522	Egypt	towns	cite	Maštūl	cornu10
30.97785	31.05159	Egypt	villages	localite	Misīr	cornu10
30.94294	21.75496	Egypt	waters	riviere	Nahr al-Nīl	cornu11
32.74002	25.22987	Egypt	waters	riviere	Nahr al-Nīl	cornu10
31.00602	28.89131	Egypt	waters	riviere	Nahr al-Nīl	cornu10
30.70804	31.48776	Egypt	towns	cite	Nastarāwaŧ/Nastarāw	cornu10
31.37316	30.69837	Egypt	regions	region	Naṭwayaŧ/Naṭw al-Rummān	cornu10
31.28494	30.97866	Egypt	regions	district	Nawasā	cornu10
28.92294	25.44771	Egypt	villages	localite	Qalamūn	cornu11
30.44108	31.05659	Egypt	villages	localite	Qarṭasā	cornu10
31.47498	26.94253	Egypt	villages	localite	Qaw/Qahqāwaŧ/Qahqaŧ ?	cornu10
32.80433	25.99671	Egypt	regions	district	Qifṭ/Qufṭ	cornu10
32.73283	26.17068	Egypt	regions	district	Qinā	cornu10
30.82245	30.86818	Egypt	villages	localite	Qulayb al-`Ummāl	cornu10
31.62447	30.73556	Egypt	regions	district	Qurbayt	cornu10
32.74342	25.91848	Egypt	towns	cite	Qūṣ	cornu10
34.27748	26.10673	Egypt	villages	localite	Quṣayr	cornu11
30.37989	31.41298	Egypt	towns	cite	Rašīd	cornu10
30.73849	30.95914	Egypt	villages	localite	Ṣāʾ	cornu10
30.72312	31.08986	Egypt	regions	district	Šabās	cornu10
31.24225	30.11048	Egypt	towns	cite	Šabruwā/Šubrū	cornu10
30.73365	30.80318	Egypt	villages	localite	Šābūr	cornu10
30.92519	31.08645	Egypt	towns	cite	Ṣaḫā	cornu10
31.26672	30.65235	Egypt	villages	localite	Ṣahraǧāt	cornu10
31.24509	30.94986	Egypt	regions	district	Samannūd	cornu10
31.87265	30.9789	Egypt	regions	district	Ṣān	cornu10
30.47267	31.19071	Egypt	towns	cite	Sanbāḏaŧ	cornu10
31.16426	30.9689	Egypt	towns	cite	Ṣandafā	cornu10
30.47608	31.25387	Egypt	villages	localite	Sandiyūn	cornu10
30.70832	31.16283	Egypt	towns	cite	Sanhūr	cornu10
31.18645	30.16277	Egypt	towns	cite	Sardūs ?	cornu10
31.87094	31.40557	Egypt	towns	cite	Šaṭā	cornu10
31.06351	30.23314	Egypt	towns	cite	Šaṭnūf	cornu10
32.55275	15.48074	Egypt	villages	localite	Sūbaŧ	cornu11
31.05262	30.43271	Egypt	villages	localite	Subk al-ʿAbīd	cornu10
30.88762	28.96006	Egypt	towns	cite	Sumusṭā	cornu10
37.33032	19.11304	Egypt	villages	localite	Suwākin	cornu11
32.54404	29.97325	Egypt	villages	localite	Suways	cornu10
30.69125	28.27313	Egypt	towns	cite	Ṭaḥā	cornu10
31.54194	31.04233	Egypt	towns	cite	Tanā	cornu10
30.7011	27.76484	Egypt	towns	cite	Tandaŧ	cornu10
31.10165	30.27628	Egypt	villages	localite	Tantītā/Ṭant	cornu10
30.78944	30.67267	Egypt	villages	localite	Ṭanūb/Ṭunūb	cornu10
30.81078	30.40094	Egypt	villages	localite	Tarnūṭ	cornu10
31.0897	30.6876	Egypt	towns	cite	Ṭaṭāʾ	cornu10
30.827	31.23866	Egypt	regions	district	Tīdaŧ	cornu10
33.80128	29.16755	Egypt	regions	desert	Tīh Banū Isrāʾil #	cornu11
32.22755	31.21262	Egypt	towns	cite	Tinnīs	cornu10
31.51063	30.94376	Egypt	regions	district	Ṭumayy	cornu10
32.0824	31.16442	Egypt	towns	cite	Tūnaŧ	cornu10
33.95454	28.35876	Egypt	sites	mont	Ṭūr Sīnāʾ	cornu11
30.93316	30.68075	Egypt	regions	district	Ṭuwwaŧ	cornu10
32.98745	24.46534	Egypt	towns	cite	Unbuwā/Unbuw	cornu11
32.98286	24.10701	Egypt	capitals	capitale	Uswān	cornu11
34.10934	22.13452	Egypt	waters	wadi	Wādī ʿAllaqī	cornu11
32.97579	22.98246	Egypt	waters	wadi	Wādī ʿAllāqī	cornu10
31.10905	30.12144	Egypt	sites	port	Wasīm	cornu10
31.21094	30.70718	Egypt	towns	cite	Ziftā Ǧawād	cornu10
53.73617	29.7821	Faris	towns	cite	Ābāḏaŧ	cornu6
52.66127	31.1643	Faris	capitals	cite	Ābāḏaŧ/Arǧumān	cornu6
55.25395	30.88547	Faris	towns	cite	Abān	cornu6
53.25737	31.15094	Faris	towns	cite	Abarqūh	cornu6
52.94703	28.28084	Faris	villages	localite	Abzar ?	cornu6
52.36712	30.03958	Faris	towns	cite	al-Bayḍāʾ/Nasā	cornu6
54.624	31.76601	Faris	towns	cite	al-Fahraǧ	cornu6
54.07735	28.88371	Faris	regions	canton	al-Fustuǧān/al-Fustukān/al-Bustaǧān	cornu6
54.07735	28.88371	Faris	towns	cite	al-Fustuǧān/al-Fustukān/al-Bustaǧān	cornu6
51.26065	29.22327	Faris	towns	cite	al-Ġundiǧān	cornu6
51.94541	30.04859	Faris	waystations	etape	al-Ḫarrāraŧ	cornu6
54.04351	29.10684	Faris	towns	ville	al-Iṣbahānāt/Iṣṭahbānān	cornu6
54.29861	28.72175	Faris	towns	cite	al-Māḏawan	cornu6
54.39753	28.80847	Faris	villages	localite	al-Murayziǧān	cornu6
53.44663	29.12318	Faris	waystations	etape	al-Ribāṭ	cornu6
56.02186	30.39947	Faris	regions	territoire	al-Rūḏān	cornu6
56.02186	30.39947	Faris	towns	cite	al-Rūḏān	cornu6
52.44	30.7491	Faris	regions	region	al-Rūn	cornu6
53.13182	28.69941	Faris	towns	cite	al-Ṣīmakān	cornu6
52.62743	31.1799	Faris	regions	region	Arǧumān	cornu6
50.29766	30.6103	Faris	capitals	capitale	Arrāǧān	cornu6
52.17709	31.51558	Faris	waystations	etape	Azkās	cornu6
53.38985	26.11223	Faris	waters	mer	Baḥr Fāris	cornu6
51.1775	30.39947	Faris	regions	region	Balā Sābūr	cornu6
53.43209	27.88081	Faris	waystations	etape	Bārāb	cornu6
52.62743	31.1799	Faris	regions	region	Barm	cornu6
53.6192	30.46456	Faris	towns	cite	Bawwān	cornu6
51.11281	29.92934	Faris	regions	region	Bazranǧ	cornu6
52.68133	28.69894	Faris	waystations	etape	Biyābšūrāb/Dašt Šūrāb?	cornu6
53.97836	29.33096	Faris	waters	lac	Buḥayraŧ al-Baḫtikān	cornu6
53.47044	29.697	Faris	waters	lac	Buḥayraŧ al-Bāšfūyaŧ/ Buḥayraŧ al-Bāšfūriyyaŧ#	cornu6
51.83196	29.5028	Faris	waters	lac	Buḥayraŧ Kāzarūn	cornu6
51.2582	30.30738	Faris	villages	pont/bourgade/etape	Daḫwīd/Darḫīḏ	cornu6
54.54591	28.75143	Faris	capitals	capitale	Darābaǧird	cornu6
54.27779	28.83127	Faris	waystations	etape	Dārakān	cornu6
52.92548	29.54062	Faris	waystations	etape	Dāriyān	cornu6
51.54129	29.66188	Faris	towns	cite	Darīz	cornu6
51.94222	29.6096	Faris	villages	localite	Dašt Arzan	cornu6
51.26816	29.28011	Faris	regions	canton	Dašt Bārīn	cornu6
55.70689	30.31412	Faris	towns	cite	Dih Ušturān/Qaryaŧ al-Ǧimāl ?	cornu6
53.06569	29.97467	Faris	towns	cite	Fārūq	cornu6
53.63181	28.92193	Faris	towns	cite	Fasā	cornu6
55.16805	28.31921	Faris	towns	cite	Furǧ	cornu6
51.81266	31.19326	Faris	waystations	etape	Ǧaʿfarābāḏ ?	cornu6
54.18928	28.85635	Faris	towns	cite	Ǧāh Zandāyaŧ ?	cornu6
53.51012	28.51826	Faris	towns	cite	Ǧahram	cornu6
52.39133	27.8168	Faris	villages	localite	Ǧamm	cornu6
50.53898	29.60089	Faris	towns	cite	Ǧannābaŧ	cornu6
51.78402	30.09815	Faris	villages	localite	Ǧarkān/Ḫarkān/Karkān/al-Karǧān ?	cornu6
54.7906	28.6007	Faris	waystations	etape	Ǧarmwaŧ	cornu6
50.33529	29.23531	Faris	regions	ile	Ǧazīraŧ Ḫarak	cornu6
55.80019	26.74974	Faris	regions	ile	Ǧazīraŧ Laft/Ǧazīraŧ Barkāwān/Ǧazīraŧ Banū Kāwān	cornu6
53.44398	29.79117	Faris	waystations	etape	Ǧūbānan	cornu6
50.84951	30.29389	Faris	towns	cite	Ǧunbaḏ Mallaġān/Ǧunbaḏ Mallaǧān	cornu6
52.58324	28.84797	Faris	towns	cite	Ǧūr/Bayrūzābāḏ	cornu6
52.29587	29.87379	Faris	villages	village	Ǧuwaym	cornu6
53.94661	28.14336	Faris	villages	village	Ǧuwaym Abū Aḥmad #	cornu6
53.27732	28.76436	Faris	towns	cite	Ḫabr	cornu6
52.22036	29.5682	Faris	waystations	etape	Ḫān al-Asad	cornu6
52.8858	29.31712	Faris	villages	village	Ḫān Mīm	cornu6
52.02871	31.25559	Faris	waystations	etape	Ḫān Rūšan/Ḫān Awīs/Ḫuwāriš 	cornu6
54.41315	30.11392	Faris	towns	cite	Harāŧ	cornu6
51.30575	29.54859	Faris	towns	cite	Ḫašt	cornu6
54.40794	28.5161	Faris	capitals	cheflieu	Ḫasū	cornu6
51.50809	30.24443	Faris	villages	localite	Ḫawāḏān/Ḫawrāwāḏān/Ḫawrābāḏān/Ḫūbaḏān	cornu6
54.09036	29.95166	Faris	waystations	etape	Ḫawaristān	cornu6
53.20589	29.25713	Faris	towns	cite	Ḫawaristān/Sarwistān	cornu6
53.93868	29.25944	Faris	villages	localite	Ḫayār/Ḫayr/Ḫayraŧ	cornu6
52.49428	29.94029	Faris	towns	cite	Hazār/Azār Sābūr ?	cornu6
51.30074	29.39151	Faris	villages	localite	Hindūǧān/Hindīǧān	cornu6
49.70675	30.25118	Faris	towns	cite	Hinduwān/Hindīǧān	cornu6
54.90122	26.57451	Faris	sites	citadelle	Ḥiṣn Ibn ʿUmāraŧ/Qalʿaŧ Ibn ʿUmāraŧ	cornu6
52.19005	29.98842	Faris	waystations	etape	Ḫullār/Ḫullān	cornu6
51.44858	30.01617	Faris	regions	region	Ḫumayǧān	cornu6
51.39095	28.66191	Faris	regions	region	Ḫurmuq	cornu6
53.33817	29.54292	Faris	towns	cite	Ḫurrāmaŧ	cornu6
51.9773	29.22327	Faris	towns	cite	Ḫurraŧ	cornu6
52.48426	30.5027	Faris	waystations	etape	Ḫūsikān	cornu6
52.67168	30.91897	Faris	villages	localite	Iqlīd	cornu6
52.92548	29.97008	Faris	capitals	capitale	Iṣṭaḫr	cornu6
54.24655	28.98623	Faris	towns	cite	Iyǧ/Iyk	cornu6
54.67346	29.16368	Faris	towns	cite	Kadruwā	cornu6
52.49957	29.50609	Faris	waystations	etape	Kafrah/Kafr	cornu6
53.1975	30.2849	Faris	waystations	etape	Kahamandaŧ/Kihmand/Kamahank	cornu6
51.92199	30.72449	Faris	villages	localite	Kallār	cornu6
53.16886	29.88067	Faris	waystations	etape	Kalwaḏār/Qalwaḏar/Qaryaŧ al-Ḥammām ?	cornu6
51.90116	30.50943	Faris	regions	region	Kām Fayrūz	cornu6
53.16106	30.17019	Faris	regions	district	Kamīn	cornu6
53.16106	30.17019	Faris	villages	bourgade	Kamīn	cornu6
53.12982	30.73791	Faris	towns	cite	Karaŧ	cornu6
54.21531	28.26649	Faris	waystations	etape	Karb ?	cornu6
51.69552	31.79256	Faris	waystations	etape	Karū	cornu6
53.70323	28.05935	Faris	waystations	etape	Kāryān	cornu6
53.11293	28.40599	Faris	villages	localite	Kārzin	cornu6
53.70323	29.36324	Faris	waystations	etape	Kaṯ	cornu6
51.68412	29.60743	Faris	towns	cite	Kāzarūn	cornu6
52.36569	28.41977	Faris	waystations	etape	Kīrand ?	cornu6
51.51373	29.57692	Faris	towns	ville	Kumāriǧ	cornu6
52.86193	27.76342	Faris	towns	cite	Kurān ?	cornu6
51.9324	30.69092	Faris	waystations	etape	Kūrd/Kūrad ?	cornu6
53.608	29.07233	Faris	towns	cite	Kurm	cornu6
52.69768	29.21962	Faris	waystations	etape	Kuwār	cornu6
50.73914	31.53831	Faris	towns	cite	Lūrdaǧān/al-Lūriǧān	cornu4
52.2805	28.05331	Faris	waystations	etape	Mah/Má ?	cornu6
50.21436	30.06436	Faris	towns	cite	Mahrūbān	cornu6
