Lon	Lat	Region	TypeCat	KW	Name	Map
52.63784	30.18595	Faris	towns	cite	Maʾīn/Maʿīn #?	cornu6
51.91938	31.44454	Faris	sites	site	Mās ?	cornu6
53.98932	32.27744	Faris	towns	cite	Maybuḏ #	cornu6
52.21353	30.39049	Faris	waystations	etape	Mihrǧānāwāz	cornu6
52.85141	28.88488	Faris	towns	cite	Mīmand	cornu6
52.86431	30.60582	Faris	towns	cite	Muškān	cornu6
52.64171	27.34352	Faris	villages	localite	Nāband	cornu6
51.12283	28.49687	Faris	regions	region	Naǧīram	cornu6
51.76932	29.326	Faris	waters	riviere	Nahr Ǧarsīq/Nahr Ǧaršīq	cornu6
51.42853	29.64228	Faris	waters	riviere	Nahr Sābūr	cornu6
53.13563	28.52387	Faris	waters	riviere	Nahr Sakkān	cornu6
54.27518	29.21368	Faris	capitals	territoire	Nayrīz	cornu6
54.27518	29.21368	Faris	regions	territoire	Nayrīz	cornu6
51.55235	30.12743	Faris	towns	cite	Nūbandaǧān/Nūbanǧān	cornu6
51.64606	30.15444	Faris	sites	citadelle	Qalʿaŧ al-Ǧiṣṣ ?	cornu6
52.67428	30.09815	Faris	sites	citadelle	Qalʿaŧ Saʿīdābāḏ	cornu6
53.92036	29.69008	Faris	sites	citadelle	Qaryaŧ al-Ās	cornu6
53.84828	31.55774	Faris	waystations	etape	Qaryaŧ al-Asad #	cornu6
52.80644	29.37477	Faris	waystations	etape	Qaryaŧ al-Rummān	cornu6
53.18449	30.63942	Faris	villages	bourgade	Qaryaŧ Bīḏ/Bīḏ/Qaryaŧ al-Ḫillāf	cornu6
53.0309	30.13418	Faris	waystations	etape	Qaryaŧ Ibn Bundār	cornu6
52.44521	30.82066	Faris	towns	cite/etape	Qaṣr Aʿīn/Qaṣr Āyīn/al-Rūn	cornu6
53.03724	28.44621	Faris	regions	canton	Qīr/Kīr	cornu6
51.86732	32.00251	Faris	waystations	etape	Qūmisaŧ	cornu6
54.70209	30.12067	Faris	waystations	etape	Rāḏān/Dāḏān ?	cornu6
52.74824	29.7751	Faris	villages	localite	Rakān	cornu6
53.78841	30.00577	Faris	waystations	etape	Raʾs al-Dunyā ?	cornu6
52.87257	29.7751	Faris	sites	barrage	Raʾs al-Sikr	cornu6
56.28286	26.96505	Faris	towns	cite	Raʾs Kišm	cornu6
52.67152	28.52097	Faris	waystations	etape	Rāykān/Ḫān Azādmard ?	cornu6
50.22217	30.34108	Faris	villages	localite	Rīšahr	cornu6
50.51371	30.44661	Faris	xroads	rPoint	RoutePoints0699	cornu6
54.40794	28.5161	Faris	regions	territoire	Rūbanǧ	cornu6
55.10037	28.4795	Faris	towns	cite	Rustāq	cornu6
51.96103	31.80584	Faris	waystations	etape	Rūzkān ?	cornu6
55.05872	30.13418	Faris	towns	cite	Šābābak/Šābāwak/Šahrbābāk	cornu6
51.51624	29.83157	Faris	regions	circonscription	Sābūr/Šahrastān	cornu6
54.30902	29.77106	Faris	towns	cite?	Ṣahīh/Ṣāhik	cornu6
50.80266	30.74015	Faris	villages	village?	Ṣāhik	cornu6
50.4613	29.96408	Faris	waystations	etape?	Ṣāḥik	cornu6
51.51624	29.83157	Faris	capitals	capitale	Šahrastān/Sābūr	cornu6
50.38864	29.74023	Faris	waystations	etape	Sanǧāhān ?	cornu6
50.42781	30.9971	Faris	regions	region	Sardān	cornu6
52.79142	31.05956	Faris	towns	cite	Sarmaq/al-Surmaq	cornu6
52.43219	31.42233	Faris	towns	cite	Sarwīstān/Sarūrīr	cornu6
54.75943	26.77937	Faris	regions	region	Sīf ʿUmāraŧ	cornu6
50.27838	29.92283	Faris	towns	cite	Sīnīz/Šīnīz	cornu6
52.34306	27.69666	Faris	capitals	capitale	Sīrāf	cornu6
52.52867	29.61884	Faris	metropoles	metropole	Šīrāz	cornu6
51.81266	31.35567	Faris	waystations	etape	Sumayram	cornu6
56.21348	27.19067	Faris	towns	cite	Sūrū	cornu6
53.81699	28.94971	Faris	towns	cite	Ṭabistān/Ṭamistān/Ṭimāristān ?	cornu6
55.80841	28.18163	Faris	towns	cite	Tārim/Tārum	cornu6
51.17294	29.42208	Faris	towns	cite	Tawwaz/Tawwaǧ !?	cornu6
51.03513	29.44172	Faris	towns	cite	Tawwaz/Tawwaǧ ?!	cornu6
51.92718	29.86635	Faris	regions	region	Tīr Mardān	cornu6
55.98281	30.24893	Faris	towns	cite	Ūnas ?	cornu6
53.66217	32.40568	Faris	towns	ville	ʿUqdaŧ	cornu6
51.99227	30.77818	Faris	regions	canton	Ūrd #?	cornu6
51.99227	30.77818	Faris	towns	cite	Ūrd #?	cornu6
54.34286	31.90975	Faris	regions	territoire	Yazd/Kaṯaŧ	cornu6
54.34286	31.90975	Faris	towns	cite	Yazd/Kaṯaŧ	cornu6
54.43137	28.33754	Faris	towns	cite	Yazdaḫawāst	cornu6
54.85047	29.41342	Faris	waystations	etape	Zarūdūwaŧ	cornu6
50.39397	30.51616	Faris	towns	cite	Zaytūn/Zaytān/Firzuk #?	cornu6
53.22441	29.83708	Faris	waystations	etape	ZiyādābāḏZiyādāwāḏ ?	cornu6
44.93375	33.20675	Iraq	towns	cite	ʿAbartā	cornu3
48.27394	30.33563	Iraq	towns	cite	ʿAbbādān	cornu3
47.33731	31.46283	Iraq	towns	cite	ʿAbdās	cornu3
47.99265	30.43759	Iraq	towns	cite	Abū al-Ḫaṣīb	cornu3
43.7015	33.39492	Iraq	towns	cite	al-Anbār	cornu3
47.71735	30.40147	Iraq	capitals	capitale	al-Baṣraŧ	cornu3
45.29796	31.98716	Iraq	regions	region	al-Baṭāʾiḥ/al-Baṭīḥaŧ	cornu3
43.80541	34.46814	Iraq	towns	cite	al-Dūr	cornu3
46.58171	31.83729	Iraq	waystations	etape	al-Fārūṯ	cornu3
44.43704	32.48152	Iraq	towns	cite	al-Ǧāmiʿān/al-Ǧāmiʿayn	cornu3
45.01502	33.97686	Iraq	towns	cite	al-Hārūniyya/Ṭarastān	cornu3
44.36286	31.97375	Iraq	towns	ville	al-Ḫawarnaq	cornu3
44.37232	32.01734	Iraq	towns	ville	al-Ḥīraŧ	cornu3
44.35293	33.31703	Iraq	quarter	quartier	al-Karḫ	cornu3
43.87468	34.29663	Iraq	villages	localite	al-Karḫ	cornu3
44.39355	32.03808	Iraq	capitals	capitale	al-Kūfaŧ	cornu3
44.59672	33.09075	Iraq	towns	cite	al-Madāʾīn	cornu3
47.37621	31.48197	Iraq	towns	cite	al-Maḏār	cornu3
44.59405	33.43161	Iraq	towns	cite	al-Nahrawān	cornu3
42.61179	33.82317	Iraq	waystations	etape	al-Nāwusaŧ	cornu3
44.89011	32.511	Iraq	towns	cite	al-Nīl	cornu3
45.4265	32.59694	Iraq	towns	cite	al-Nuʿmāniyyaŧ/Tall Nuʿmān	cornu3
44.18717	31.65292	Iraq	towns	cite	al-Qādisiyyaŧ	cornu9
43.98259	34.09388	Iraq	waystations	etape	al-Qādisiyyaŧ	cornu3
46.62959	31.71519	Iraq	sites	site	al-Qaṭr	cornu3
43.26055	33.46273	Iraq	villages	localite	al-Rabb	cornu3
46.3645	31.78987	Iraq	sites	site	al-Ruṣāfaŧ	cornu3
44.06385	33.41382	Iraq	waystations	etape	al-Saylaḥīn ?	cornu3
44.8461	32.97916	Iraq	towns	cite	al-Sīb	cornu3
46.77226	32.19607	Iraq	towns	cite	al-Sikr ?	cornu3
43.46591	35.26076	Iraq	towns	cite	al-Sinn	cornu2
43.60292	34.81448	Iraq	waystations	etape	al-Sūdaqāniyyaŧ	cornu3
44.08916	34.02656	Iraq	towns	cite	ʿAlṯ / al-ʿAlṯ	cornu3
47.30428	32.22674	Iraq	towns	cite	al-Ṭīb	cornu3
47.83555	30.49692	Iraq	towns	cite	al-Ubullaŧ	cornu3
44.18108	33.34374	Iraq	sites	tall	ʿAqarqūf	cornu3
43.52574	32.62337	Iraq	towns	cite	ʿAyn al-Tamr	cornu3
44.26367	33.81321	Iraq	towns	cite	Aywānaŧ/Awānaŧ/Uwānaŧ	cornu3
44.42281	32.57211	Iraq	towns	cite	Bābil	cornu3
45.93688	33.09968	Iraq	regions	canton	Bādarāyā ?	cornu3
44.54578	32.25849	Iraq	regions	canton	Badāŧ/Budāŧ	cornu3
46.59233	32.17087	Iraq	towns	cite	Bāḏibīn ?	cornu3
44.21572	33.37712	Iraq	regions	canton	Bādūrayā	cornu3
44.35693	33.35932	Iraq	metropoles	metropole	Baġdād	cornu3
44.63801	33.73126	Iraq	towns	cite	Bāǧisrá	cornu3
46.46935	32.94441	Iraq	regions	canton	Bākusāyā	cornu3
45.48927	33.71797	Iraq	towns	cite	Bandanīǧān/Bandanīǧīn	cornu3
44.65666	33.76006	Iraq	towns	cite	Baʿqūbā/Bāqūbaŧ	cornu3
44.36092	33.50829	Iraq	towns	cite	Baradān	cornu3
43.57361	35.07982	Iraq	waystations	etape	Bārimmā	cornu3
48.03005	30.46468	Iraq	towns	cite	Bayān ?	cornu3
44.64201	33.70578	Iraq	towns	cite	Buwahriz	cornu3
44.46217	35.13976	Iraq	villages	localite	Daqūqāʾ	cornu3
44.9231	33.94151	Iraq	towns	cite	Daskaraŧ/Daskaraŧ al-Malik	cornu3
44.9846	32.91181	Iraq	towns	cite	Dayr al-ʿĀqūl	cornu3
44.70196	33.60709	Iraq	waystations	etape	Dayr Bāzamaŧ / Dayr Tīrmaŧ ?	cornu3
43.78276	33.33483	Iraq	towns	cite	Dimimmā	cornu3
44.3076	32.55902	Iraq	regions	canton	Fallūǧaŧ	cornu3
46.1315	32.46405	Iraq	towns	cite	Fam al-Ṣilḥ	cornu3
43.8984	34.8037	Iraq	sites	mont	Ǧabal Bārimmā	cornu2
43.88401	34.93688	Iraq	sites	montagne	Ǧabal Bārimmā	cornu3
45.72633	32.55466	Iraq	towns	cite	Ǧabbūl	cornu3
43.72814	34.62614	Iraq	waystations	etape	Ǧabiltā/Ǧabultā	cornu3
45.11759	34.17989	Iraq	towns	cite	Ǧalūlā	cornu3
45.31987	32.74104	Iraq	towns	cite	Ǧarǧarāyā	cornu3
44.36973	32.87594	Iraq	waystations	etape	Ǧisr Kūṯá	cornu3
44.36585	32.64626	Iraq	towns	cite	Ǧisr Sūrā/Ǧisr Sūrān ?	cornu3
44.34773	32.39084	Iraq	towns	cite	Ḥammām Ibn ʿUmar ?	cornu3
45.44708	34.34844	Iraq	towns	cite	Ḫāniqīn	cornu3
44.18508	33.95808	Iraq	towns	cite	Ḥarbá	cornu3
42.80628	33.6437	Iraq	towns	cite	Hīt	cornu3
45.93468	34.47862	Iraq	capitals	capitale	Ḥulwān	cornu3
44.43153	33.30144	Iraq	regions	canton	Kalwāḏá	cornu3
44.03706	32.61792	Iraq	towns	cite	Karbalāʾ	cornu3
46.41887	32.32633	Iraq	regions	circonscription	Kaskar	cornu3
44.62604	32.75737	Iraq	towns	cite	Kūṯá Rabbaŧ	cornu3
47.47945	31.41304	Iraq	regions	canton	Maysān	cornu3
44.33826	31.98379	Iraq	villages	localite	Naǧāf	cornu3
47.04854	30.98302	Iraq	waters	canal	Nahr Abī al-Asad	cornu3
44.20922	32.74321	Iraq	waters	canal	Nahr al-ʿAlqamī	cornu3
47.55725	30.86237	Iraq	waters	cours	Nahr al-ʿAwrā	cornu3
44.36455	33.05406	Iraq	villages	village	Nahr al-Malik	cornu3
44.50953	32.94875	Iraq	waters	canal	Nahr al-Malik ?	cornu3
47.6964	30.49305	Iraq	waters	canal	Nahr al-Maʿqil	cornu3
44.97772	33.09856	Iraq	waters	canal	Nahr al-Nahrawān	cornu3
45.10369	32.53829	Iraq	waters	canal	Nahr al-Nīl	cornu3
44.44618	33.97797	Iraq	waters	canal	Nahr al-Qāṭūl	cornu3
47.8146	30.4105	Iraq	waters	canal	Nahr al-Ubullaŧ	cornu3
46.46676	32.54047	Iraq	waters	riviere	Nahr Diǧlaŧ	cornu3
44.13579	33.26692	Iraq	waters	canal	Nahr ʿIsá	cornu3
44.72053	32.7443	Iraq	waters	canal	Nahr Kūṯá	cornu3
45.96969	32.49681	Iraq	towns	cite	Nahr Sābus	cornu3
44.14778	33.13984	Iraq	waters	canal	Nahr Ṣarṣar	cornu3
44.44611	32.54156	Iraq	waters	canal	Nahr Sūrā	cornu3
44.34902	32.70401	Iraq	towns	cite	Qaṣr Ibn Hubayraŧ ?	cornu3
45.62659	34.49996	Iraq	villages	localite	Qaṣr Šīrīn	cornu3
44.24636	33.39714	Iraq	regions	canton	Qaṭrabbul	cornu3
47.70188	32.17254	Iraq	towns	cite	Qurqūb ?	cornu3
44.36844	32.24535	Iraq	waystations	etape	Šāhī/Sāhī ?	cornu3
43.88134	34.20964	Iraq	capitals	capitale	Sāmarrāʾ	cornu3
44.37025	33.10972	Iraq	villages	village	Ṣarṣar/Ǧisr Ṣarṣar	cornu3
44.29724	32.48043	Iraq	villages	localite	Sūq Asad ?	cornu3
43.69617	34.59215	Iraq	towns	cite	Takrīt	cornu3
44.22504	33.85526	Iraq	towns	cite	ʿUkbarā	cornu3
46.32308	32.19497	Iraq	capitals	capitale	Wāsiṭ	cornu3
46.54442	13.67538	Jazirat al-Arab	regions	region	Aḥwar	cornu7
46.61972	13.56967	Jazirat al-Arab	towns	cite	Aḥwar	cornu7
39.09484	23.22814	Jazirat al-Arab	waystations	etape	al-Abwāʾ	cornu7
50.8587	19.38865	Jazirat al-Arab	regions	region	al-Aḥqāf	cornu7
49.54137	25.34929	Jazirat al-Arab	capitals	capitale	al-Aḥsāʾ	cornu7
35.57504	28.06253	Jazirat al-Arab	towns	ville	al-Aʿrāʾ	cornu7
39.20944	23.85851	Jazirat al-Arab	sites	montee	al-ʿArǧ	cornu7
35.99173	27.00533	Jazirat al-Arab	towns	cite	al-ʿAwnīd	cornu7
44.07861	25.98495	Jazirat al-Arab	waystations	etape	al-ʿAwsaǧaŧ	cornu7
37.01435	26.79044	Jazirat al-Arab	waystations	etape	al-Bayḍāʾ	cornu7
53.39087	23.69448	Jazirat al-Arab	regions	region	al-Baynūnaŧ	cornu7
41.92466	23.22544	Jazirat al-Arab	waystations	etape	al-Daṯīnaŧ/Dafīnaŧ	cornu7
46.55875	22.14096	Jazirat al-Arab	regions	region	al-Falaǧ	cornu7
42.45066	23.54101	Jazirat al-Arab	waystations	etape	al-Falǧaŧ ?	cornu7
41.28101	21.44752	Jazirat al-Arab	waystations	etape	al-Futuq ?	cornu7
40.84007	21.89675	Jazirat al-Arab	sites	aiguade	al-Ġamraŧ ?	cornu7
38.50713	23.8182	Jazirat al-Arab	towns	cite	al-Ǧār	cornu7
41.07197	21.733	Jazirat al-Arab	waystations	etape	al-Ǧudad ?	cornu7
39.12422	22.60833	Jazirat al-Arab	towns	cite	al-Ǧuḥfaŧ	cornu7
48.37368	28.54666	Jazirat al-Arab	waystations	etape	al-Ḥadūṯaŧ ?	cornu7
49.94102	24.72896	Jazirat al-Arab	regions	region	al-Haǧar	cornu7
41.75129	25.9691	Jazirat al-Arab	waystations	etape	al-Ḥāǧir	cornu7
46.73212	24.64352	Jazirat al-Arab	capitals	capitale	al-Ḥaǧr	cornu7
35.03845	29.27449	Jazirat al-Arab	waystations	etape	al-Ḥaql	cornu7
47.26694	23.77518	Jazirat al-Arab	regions	region	al-Ḫarǧ	cornu7
37.33759	25.0302	Jazirat al-Arab	towns	cite	al-Ḥawrāʾ	cornu7
39.56795	22.38571	Jazirat al-Arab	villages	localite	al-Ḫaym/Ḫaym Umm Maʿbad/Qudayd	cornu7
39.02138	23.51137	Jazirat al-Arab	regions	region	al-Ḥiǧāz	cornu7
46.72918	24.881	Jazirat al-Arab	regions	region	al-ʿIrḍ ?	cornu7
40.33707	20.18053	Jazirat al-Arab	waystations	etape	al-Līṯ	cornu7
39.60908	24.47782	Jazirat al-Arab	towns	cite	al-Madīnaŧ/Madīntaŧ al-Nabī/Yaṯrib	cornu7
43.54039	17.60657	Jazirat al-Arab	villages	localite	al-Mahǧaraŧ ?	cornu7
38.58647	25.71785	Jazirat al-Arab	towns	cite	al-Marwaŧ/Ḏū al-Marwaŧ	cornu7
40.79626	22.44276	Jazirat al-Arab	waystations	etape	al-Mislaḥ	cornu7
36.24739	26.71435	Jazirat al-Arab	waystations	etape	al-Nabk	cornu7
57.66352	22.68969	Jazirat al-Arab	towns	cite	al-Qalʿaŧ	cornu7
46.88787	27.45084	Jazirat al-Arab	waystations	etape	al-Qarʿaŧ	cornu7
49.96159	26.53966	Jazirat al-Arab	towns	cite	al-Qaṭīf	cornu7
49.50023	26.90449	Jazirat al-Arab	waystations	etape	al-Qurá	cornu7
51.97155	23.61911	Jazirat al-Arab	regions	region	al-Sabḫaŧ #?	cornu7
38.95085	24.03308	Jazirat al-Arab	villages	village	al-Ṣafrāʾ	cornu7
35.41578	27.85039	Jazirat al-Arab	waystations	etape	al-Ṣalā	cornu7
41.22235	24.34402	Jazirat al-Arab	waystations	etape	al-Salīlaŧ	cornu7
47.21404	26.78388	Jazirat al-Arab	regions	region	al-Ṣammān	cornu7
49.5998	14.76671	Jazirat al-Arab	towns	cite/port	al-Šiḥr	cornu7
56.82897	23.0552	Jazirat al-Arab	towns	cite	al-Sirr	cornu7
40.76268	19.83698	Jazirat al-Arab	sites	port	al-Sirrayn	cornu7
41.51032	22.44819	Jazirat al-Arab	waystations	etape	al-Šubaykaŧ	cornu7
45.37745	23.64065	Jazirat al-Arab	regions	region	al-Sudd #?	cornu7
40.35548	23.28483	Jazirat al-Arab	towns	cite	al-Suwāriqiyyaŧ	cornu7
39.03019	25.04884	Jazirat al-Arab	villages	localite	al-Suwaydāʾ/al-Suwaydiyyaŧ	cornu7
40.40566	21.21629	Jazirat al-Arab	towns	cite	al-Ṭāʾif	cornu7
39.79161	21.53869	Jazirat al-Arab	sites	miqat	al-Tanʿīm	cornu7
46.32366	24.02771	Jazirat al-Arab	regions	region	al-Ṯaniyyaŧ	cornu7
40.02342	24.59544	Jazirat al-Arab	waystations	etape	al-Ṭarafaŧ/al-Ṭaraf	cornu7
43.19302	18.1711	Jazirat al-Arab	waystations	etape	al-Ṯuǧǧaŧ ?	cornu7
40.75512	23.02816	Jazirat al-Arab	waystations	etape	al-Ufayʿiyyaŧ	cornu7
40.99902	24.01161	Jazirat al-Arab	waystations	etape	al-ʿUmaq	cornu7
50.22312	25.5589	Jazirat al-Arab	towns	cite	al-ʿUqayr	cornu7
40.79626	25.04085	Jazirat al-Arab	villages	localite	al-ʿUsaylaŧ	cornu7
36.5001	26.29359	Jazirat al-Arab	waystations	etape	al-Waǧh	cornu7
40.98726	22.03204	Jazirat al-Arab	waystations	etape	al-Waǧraŧ	cornu7
46.73506	24.08674	Jazirat al-Arab	regions	region	al-Yamāmaŧ	cornu7
40.20316	21.32282	Jazirat al-Arab	villages	village	ʿArafāt	cornu7
48.72446	27.68528	Jazirat al-Arab	waystations	etape	ʿArfaǧaŧ ?	cornu7
41.23862	19.80364	Jazirat al-Arab	regions	region	ʿAšam	cornu7
40.68003	21.733	Jazirat al-Arab	waystations	etape	Awṭās ?	cornu7
35.19783	28.1703	Jazirat al-Arab	waystations	etape	ʿAynūnaŧ	cornu7
36.74694	27.03413	Jazirat al-Arab	waystations	etape	Badāʾ Yaʿqūb	cornu7
38.80098	23.72676	Jazirat al-Arab	towns	cite	Badr	cornu7
39.48379	19.02737	Jazirat al-Arab	waters	mer	Baḥr al-Qulzum	cornu7
42.7829	19.20706	Jazirat al-Arab	sites	site	Banāt Ǧarm/Banāt Ḥarm/Banāt Ḥarb ?	cornu7
40.00579	24.85968	Jazirat al-Arab	regions	region	Baṭn al-Naḫl #?	cornu7
39.73935	21.64499	Jazirat al-Arab	villages	localite	Baṭn Marr	cornu7
42.69682	20.04402	Jazirat al-Arab	regions	region	Bīšaŧ	cornu7
42.62594	19.93935	Jazirat al-Arab	waystations	etape	Bīšaŧ	cornu7
56.22657	25.59071	Jazirat al-Arab	towns	cite	Dabā	cornu7
35.78604	27.3269	Jazirat al-Arab	waystations	etape	Ḍabbā/Ẓabbā	cornu7
40.07137	15.69528	Jazirat al-Arab	regions	ile	Dahlak	cornu7
56.30591	23.53023	Jazirat al-Arab	towns	cite	Ḍank	cornu7
50.19373	26.28437	Jazirat al-Arab	waystations	etape	Dārīn	cornu7
42.86206	24.64886	Jazirat al-Arab	waystations	etape	Ḍariyyaŧ	cornu7
40.42853	21.62677	Jazirat al-Arab	villages	localite	Ḏāt ʿIrq	cornu7
40.96521	19.5605	Jazirat al-Arab	villages	localite	Dawqaŧ	cornu7
39.56501	24.40558	Jazirat al-Arab	villages	village	Ḏū al-Ḥulayfaŧ	cornu7
39.29172	24.72896	Jazirat al-Arab	waystations	etape	Ḏū Ḫušub ?	cornu7
39.374	25.24834	Jazirat al-Arab	villages	localite	Fadak	cornu7
40.43179	21.10664	Jazirat al-Arab	sites	mont	Ǧabal Ǧazwān/Ǧabal Ġazwān #?	cornu7
39.59145	24.64886	Jazirat al-Arab	sites	mont	Ǧabal Uḥud	cornu7
42.99135	24.09211	Jazirat al-Arab	waystations	etape	Ǧadīlaŧ ?	cornu7
39.1779	21.46201	Jazirat al-Arab	towns	cite	Ǧuddaŧ	cornu7
55.98855	25.75227	Jazirat al-Arab	towns	cite	Ǧullafār	cornu7
42.44873	18.77618	Jazirat al-Arab	regions	region	Ǧuraš	cornu7
42.69682	18.63711	Jazirat al-Arab	towns	cite	Ǧuraš	cornu7
42.71961	19.51994	Jazirat al-Arab	waystations	etape	Ǧusadāʾ ?	cornu7
38.85976	25.46077	Jazirat al-Arab	towns	cite	Ḥaḏaŧ	cornu7
48.80405	15.64792	Jazirat al-Arab	regions	region	Ḥaḍramawt	cornu7
55.85631	23.89613	Jazirat al-Arab	towns	cite	Ḥafīt	cornu7
41.39305	18.62751	Jazirat al-Arab	towns	cite	Ḥalī	cornu7
50.65214	24.74231	Jazirat al-Arab	waystations	etape	Ḥamaḍ ?	cornu7
39.26821	25.78667	Jazirat al-Arab	towns	cite	Ḫaybar	cornu7
37.93999	26.86125	Jazirat al-Arab	towns	cite	Ḥiǧr Ṣāliḥ/al-Ḥiǧr	cornu7
43.29934	20.06543	Jazirat al-Arab	regions	region	Huǧayraŧ	cornu7
39.41808	22.10557	Jazirat al-Arab	towns	cite	Ḫulayṣ	cornu7
43.1471	25.37319	Jazirat al-Arab	waystations	etape	Immaraŧ ?	cornu7
47.92209	29.29998	Jazirat al-Arab	waystations	etape	Kāẓimaŧ	cornu7
36.07695	27.50168	Jazirat al-Arab	regions	oasis	Kilābaŧ/Kilāyaŧ	cornu7
41.8722	20.55409	Jazirat al-Arab	waystations	etape?	Kudayy ?	cornu7
42.98036	18.48351	Jazirat al-Arab	regions	mikhlaf	Kuṯbaŧ/Kuṯnaŧ	cornu7
41.52796	25.5536	Jazirat al-Arab	waystations	etape	Maʿdin al-Naqiraŧ	cornu7
35.07298	28.47663	Jazirat al-Arab	waystations	etape	Madyan Šuʿayb	cornu7
39.83612	21.39132	Jazirat al-Arab	metropoles	metropole	Makkaŧ	cornu7
39.45628	24.29047	Jazirat al-Arab	waystations	etape	Malal	cornu7
58.63618	23.5437	Jazirat al-Arab	towns	cite	Masqaṭ	cornu7
58.11018	22.61105	Jazirat al-Arab	towns	cite	Milaḥ	cornu7
39.93206	21.35325	Jazirat al-Arab	towns	cite	Miná	cornu7
41.4016	25.00091	Jazirat al-Arab	waystations	etape	Muġīṯaŧ al-Māwān/al-Muġīṯaŧ	cornu7
49.98216	26.18157	Jazirat al-Arab	waystations	etape	Musayliḥaŧ ?	cornu7
44.2995	17.58603	Jazirat al-Arab	towns	cite	Naǧrān	cornu7
57.52541	22.86309	Jazirat al-Arab	towns	cite	Nazwaŧ	cornu7
41.15761	19.12337	Jazirat al-Arab	waystations	etape	Qanawnaŧ	cornu7
40.21296	21.46576	Jazirat al-Arab	towns	cite	Qarn/Qarn al-Manāzil	cornu7
51.21928	24.95829	Jazirat al-Arab	regions	region	Qaṭar	cornu7
39.58264	24.44572	Jazirat al-Arab	villages	village	Qubā	cornu7
41.65725	22.78726	Jazirat al-Arab	villages	village	Qubāʾ ?	cornu7
39.57789	21.41489	Jazirat al-Arab	villages	localite	Qurayn	cornu7
37.99288	26.55412	Jazirat al-Arab	capitals	cheflieu	Qurḥ	cornu7
41.30169	24.66756	Jazirat al-Arab	waystations	etape	Rabaḏaŧ	cornu7
43.4292	25.77608	Jazirat al-Arab	waystations	etape	Rāmaŧ ?	cornu7
42.1041	20.30924	Jazirat al-Arab	villages	village	Ranyaŧ	cornu7
38.05459	25.06481	Jazirat al-Arab	waystations	etape	Raʾs al-ʿAyn ?	cornu7
39.2976	24.11893	Jazirat al-Arab	waystations	etape	Rawḥāʾ	cornu7
36.48835	27.67097	Jazirat al-Arab	regions	region	Ruḥbaŧ/Raḥabaŧ	cornu7
39.23589	24.01966	Jazirat al-Arab	waystations	etape	Ruwayṯaŧ	cornu7
41.68929	20.85351	Jazirat al-Arab	waystations	etape?	Ṣafr ?	cornu7
36.47366	27.19891	Jazirat al-Arab	waystations	etape	Saġb	cornu7
57.96619	22.71138	Jazirat al-Arab	towns	cite	Samad	cornu7
42.03339	26.41998	Jazirat al-Arab	waystations	etape	Samīrāʾ	cornu7
46.92186	15.24886	Jazirat al-Arab	waters	wadi	Šanuwaŧ/Sanūʾaŧ #	cornu7
35.19783	28.9426	Jazirat al-Arab	waystations	etape	Šaraf Ḏū al-Naml/Šaraf al-Baʿl	cornu7
43.43742	17.85975	Jazirat al-Arab	waystations	etape?	Šarūraŧ ?	cornu7
39.35343	24.19669	Jazirat al-Arab	waystations	etape	Sayyālaŧ	cornu7
56.69086	24.35205	Jazirat al-Arab	capitals	capitale	Ṣuḥār	cornu7
47.35509	24.15648	Jazirat al-Arab	waystations	etape	Sulaymaŧ ?	cornu7
39.23295	23.58141	Jazirat al-Arab	waystations	etape	Suqyāʾ Banū Ġifār #?	cornu7
38.35433	26.15916	Jazirat al-Arab	towns	cite	Suqyāʾ Yazīd/al-Suqyāʾ	cornu7
42.41439	20.04558	Jazirat al-Arab	waystations	etape	Tabālaŧ	cornu7
42.51067	17.58374	Jazirat al-Arab	regions	region	Tihāmaŧ	cornu7
43.01192	24.95296	Jazirat al-Arab	waystations	etape	Ṭiḫfaŧ ?	cornu7
55.77403	24.19401	Jazirat al-Arab	towns	cite	Tuʾām	cornu7
41.57497	21.0975	Jazirat al-Arab	regions	mikhlaf	Turabaŧ	cornu7
41.6403	21.25283	Jazirat al-Arab	villages	localite	Turabaŧ	cornu7
42.29198	26.71435	Jazirat al-Arab	waystations	etape	Tūz	cornu7
56.45284	23.82088	Jazirat al-Arab	regions	circon	ʿUmān	cornu7
39.46144	21.88079	Jazirat al-Arab	sites	aiguade	ʿUsfān	cornu7
50.56693	26.11827	Jazirat al-Arab	regions	ile	Uwāl	cornu7
40.29083	24.11089	Jazirat al-Arab	waters	wadi	Wādī al-ʿAqīq	cornu7
38.29849	25.67549	Jazirat al-Arab	waters	wadi	Wādī al-Qurá	cornu7
39.0919	23.06872	Jazirat al-Arab	waters	wadi	Wādī Furʿ	cornu7
41.48925	19.08509	Jazirat al-Arab	waters	wadi	Wādī Yabaŧ	cornu7
42.82847	18.87682	Jazirat al-Arab	waystations	etape	Yabambam/Yabanbam	cornu7
48.95073	23.29563	Jazirat al-Arab	regions	region	Yabrīn #?	cornu7
40.08231	20.84741	Jazirat al-Arab	waystations	etape	Yalamlam	cornu7
38.12512	24.1082	Jazirat al-Arab	towns	cite/port	Yanbuʿ	cornu7
49.23473	36.15722	Jibal	towns	cite	Abhar	cornu16
50.05422	33.62812	Jibal	waystations	etape	Abtiʿaŧ	cornu5
49.64019	33.39951	Jibal	towns	cite	al-Burǧ	cornu5
