CR0165_from350e315n_to350e315n	HABRA_350N315E_C01	ROUTPOINT_350N315E_C01	5024
CR0166_from353e313n_to354e318n	ROUTPOINT_353N313E_C01	ROUTPOINT_354N318E_C01	52940
CR0167_from353e313n_to350e315n	ROUTPOINT_353N313E_C01	HABRA_350N315E_C01	42055
CR0168_from354e310n_to353e313n	SUGHAR_354N310E_C01	ROUTPOINT_353N313E_C01	38750
CR0169_from357e312n_to359e319n	MAAB_357N312E_C01	AMMAN_359N319E_C01	81829
CR0170_from356e310n_to357e312n	MUTA_356N310E_C01	MAAB_357N312E_C01	22507
CR0171_from354e310n_to356e310n	SUGHAR_354N310E_C01	MUTA_356N310E_C01	24571
CR0172_from354e308n_to354e310n	ROUTPOINT_354N308E_C01	SUGHAR_354N310E_C01	24460
CR0173_from357e303n_to354e308n	ADHRUH_357N303E_C01	ROUTPOINT_354N308E_C01	69135
CR0174_from354e303n_to357e303n	WADIMUSA_354N303E_C01	ADHRUH_357N303E_C01	27654
CR0175_from357e301n_to357e303n	MAAN_357N301E_C01	ADHRUH_357N303E_C01	16312
CR0176_from359e348n_to359e348n	ROUTPOINT_359N348E_C01	ANTARTUS_359N348E_C01	3455
CR0177_from384e359n_to380e360n	DAWSAR_384N359E_C01	BALIS_380N360E_C01	38282
CR0178_from390e359n_to384e359n	RAQQA_390N359E_C02	DAWSAR_384N359E_C01	50432
CR0179_from361e368n_to356e369n	TINAT_361N368E_C01	MISSISA_356N369E_C01	47065
CR0180_from353e303n_to354e303n	ROUTPOINT_353N303E_C09	WADIMUSA_354N303E_C01	11514
CR0181_from354e308n_to353e303n	ROUTPOINT_354N308E_C01	ROUTPOINT_353N303E_C09	50657
CR0182_from407e347n_to404e348n	DALIYA_407N347E_C02	QAMARTI_404N348E_C02	28840
CR0183_from407e347n_to405e349n	DALIYA_407N347E_C02	FASH_405N349E_C02	29934
CR0184_from408e345n_to407e347n	KHALIJBANUJUMAY_408N345E_C02	DALIYA_407N347E_C02	21638
CR0185_from409e344n_to408e345n	WADISIBA_409N344E_C02	KHALIJBANUJUMAY_408N345E_C02	15498
CR0186_from411e343n_to409e344n	DAZIQI_411N343E_C02	WADISIBA_409N344E_C02	23784
CR0187_from415e343n_to411e343n	NIHIYYA_415N343E_C02	DAZIQI_411N343E_C02	37617
CR0188_from416e343n_to415e343n	ROUTPOINT_416N343E_C02	NIHIYYA_415N343E_C02	5487
CR0189_from421e342n_to416e343n	ROUTPOINT_421N342E_C02	ROUTPOINT_416N343E_C02	50014
CR0190_from419e344n_to416e343n	ANA_419N344E_C02	ROUTPOINT_416N343E_C02	32279
CR0191_from421e342n_to419e344n	ROUTPOINT_421N342E_C02	ANA_419N344E_C02	24730
CR0192_from421e342n_to421e342n	FUHAYMA_421N342E_C02	ROUTPOINT_421N342E_C02	5600
CR0193_from423e341n_to421e342n	HADITHA_423N341E_C02	FUHAYMA_421N342E_C02	25762
CR0194_from424e339n_to423e341n	ALUS_424N339E_C02	HADITHA_423N341E_C02	13845
CR0195_from390e359n_to398e355n	RAQQA_390N359E_C02	MUBARAK_398N355E_C02	84583
CR0196_from390e359n_to398e357n	RAQQA_390N359E_C02	KHANUQA_398N357E_C02	73149
CR0197_from390e359n_to390e359n	RAQQA_390N359E_C02	RAFIQA_390N359E_C02	2485
CR0198_from387e356n_to390e359n	RUSAFA_387N356E_C02	RAQQA_390N359E_C02	45772
CR0199_from394e353n_to387e356n	GHURAYZ_394N353E_C02	RUSAFA_387N356E_C02	69765
CR0200_from406e360n_to398e357n	ARABAN_406N360E_C02	KHANUQA_398N357E_C02	86746
CR0201_from398e355n_to398e357n	MUBARAK_398N355E_C02	KHANUQA_398N357E_C02	19029
CR0202_from401e353n_to398e355n	FAMNAHRSAID_401N353E_C02	MUBARAK_398N355E_C02	39637
CR0203_from404e351n_to398e357n	QARQISIYYA_404N351E_C02	KHANUQA_398N357E_C02	89364
CR0204_from407e357n_to406e360n	MIKISIN_407N357E_C02	ARABAN_406N360E_C02	36152
CR0205_from407e356n_to407e357n	HUSAYN_407N356E_C02	MIKISIN_407N357E_C02	14176
CR0206_from406e354n_to407e356n	SUWWAR_406N354E_C02	HUSAYN_407N356E_C02	15235
CR0207_from405e354n_to406e354n	FUDAYN_405N354E_C02	SUWWAR_406N354E_C02	10248
CR0208_from404e351n_to401e353n	QARQISIYYA_404N351E_C02	FAMNAHRSAID_401N353E_C02	34601
CR0209_from404e351n_to405e354n	QARQISIYYA_404N351E_C02	FUDAYN_405N354E_C02	33342
CR0210_from405e352n_to405e354n	SUKAYRABBAS_405N352E_C02	FUDAYN_405N354E_C02	19303
CR0211_from404e351n_to405e352n	QARQISIYYA_404N351E_C02	SUKAYRABBAS_405N352E_C02	19105
CR0212_from397e350n_to394e353n	QASABA_397N350E_C02	GHURAYZ_394N353E_C02	40535
CR0213_from404e349n_to404e351n	RAHBAMALIKIBNTAWQ_404N349E_C02	QARQISIYYA_404N351E_C02	18224
CR0214_from405e349n_to404e349n	FASH_405N349E_C02	RAHBAMALIKIBNTAWQ_404N349E_C02	11957
CR0215_from400e349n_to397e350n	AWAMIL_400N349E_C02	QASABA_397N350E_C02	33154
CR0216_from404e348n_to400e349n	QAMARTI_404N348E_C02	AWAMIL_400N349E_C02	35361
CR0217_from380e379n_to379e380n	ROUTPOINT_380N379E_C02	ZIBATRA_379N380E_C02	25936
CR0218_from375e377n_to379e380n	HADATH_375N377E_C02	ZIBATRA_379N380E_C02	52459
CR0219_from380e378n_to380e379n	HISNMANSUR_380N378E_C02	ROUTPOINT_380N379E_C02	9514
CR0220_from380e378n_to375e377n	HISNMANSUR_380N378E_C02	HADATH_375N377E_C02	48884
CR0221_from385e375n_to380e378n	SUMAYSAT_385N375E_C02	HISNMANSUR_380N378E_C02	55795
CR0222_from385e375n_to385e375n	ROUTPOINT_385N375E_C02	SUMAYSAT_385N375E_C02	4636
CR0223_from388e371n_to389e374n	RUHA_388N371E_C02	JULLAB_389N374E_C02	30874
CR0224_from385e375n_to385e372n	ROUTPOINT_385N375E_C02	MUZANIYYA_385N372E_C02	24213
CR0225_from388e371n_to385e375n	RUHA_388N371E_C02	ROUTPOINT_385N375E_C02	46099
CR0226_from384e369n_to385e372n	SARUJ_384N369E_C02	MUZANIYYA_385N372E_C02	35201
CR0227_from388e371n_to390e368n	RUHA_388N371E_C02	ROUTPOINT_390N368E_C02	36471
CR0228_from384e369n_to388e371n	SARUJ_384N369E_C02	RUHA_388N371E_C02	38904
CR0229_from387e366n_to384e369n	TALLABDA_387N366E_C02	SARUJ_384N369E_C02	41081
CR0230_from382e366n_to384e369n	JISRMANBIJ_382N366E_C02	SARUJ_384N369E_C02	39749
CR0231_from387e366n_to382e366n	TALLABDA_387N366E_C02	JISRMANBIJ_382N366E_C02	45658
CR0232_from390e368n_to387e366n	ROUTPOINT_390N368E_C02	TALLABDA_387N366E_C02	36826
CR0233_from390e368n_to390e368n	HARRAN_390N368E_C02	ROUTPOINT_390N368E_C02	3002
CR0234_from391e366n_to390e368n	TALLMAHRA_391N366E_C02	HARRAN_390N368E_C02	29699
CR0235_from392e364n_to390e368n	ROUTPOINT_392N364E_C02	HARRAN_390N368E_C02	54209
CR0236_from390e363n_to391e366n	HISNMASLAMA_390N363E_C02	TALLMAHRA_391N366E_C02	26487
CR0237_from389e363n_to387e366n	AYNRUMIYYA_389N363E_C02	TALLABDA_387N366E_C02	41604
CR0238_from389e361n_to389e363n	BAJARWAN_389N361E_C02	AYNRUMIYYA_389N363E_C02	24799
CR0239_from390e361n_to389e361n	ROUTPOINT_390N361E_C02	BAJARWAN_389N361E_C02	2927
CR0240_from390e359n_to390e361n	RAQQA_390N359E_C02	ROUTPOINT_390N361E_C02	18795
CR0241_from390e363n_to390e361n	HISNMASLAMA_390N363E_C02	ROUTPOINT_390N361E_C02	31573
CR0242_from392e364n_to390e363n	ROUTPOINT_392N364E_C02	HISNMASLAMA_390N363E_C02	19498
CR0243_from398e357n_to392e364n	KHANUQA_398N357E_C02	ROUTPOINT_392N364E_C02	89175
CR0244_from380e379n_to383e383n	ROUTPOINT_380N379E_C02	MALATIN_383N383E_C02	56504
CR0245_from379e383n_to383e383n	ARQA_379N383E_C02	MALATIN_383N383E_C02	35959
CR0246_from379e380n_to383e383n	ZIBATRA_379N380E_C02	MALATIN_383N383E_C02	51670
CR0247_from369e375n_to375e377n	MARASH_369N375E_C02	HADATH_375N377E_C02	55151
CR0248_from379e365n_to382e366n	MANBIJ_379N365E_C02	JISRMANBIJ_382N366E_C02	28700
CR0249_from380e360n_to379e365n	BALIS_380N360E_C01	MANBIJ_379N365E_C02	56280
CR0250_from405e352n_to416e362n	SUKAYRABBAS_405N352E_C02	JIBAL_416N362E_C02	145730
CR0251_from416e362n_to406e360n	JIBAL_416N362E_C02	ARABAN_406N360E_C02	86442
CR0252_from407e357n_to416e362n	MIKISIN_407N357E_C02	JIBAL_416N362E_C02	99000
CR0253_from416e362n_to418e363n	JIBAL_416N362E_C02	SINJAR_418N363E_C02	26341
CR0254_from424e366n_to420e369n	BAAYNATHA_424N366E_C02	BARQAID_420N369E_C02	47011
CR0255_from427e364n_to424e366n	BALAD_427N364E_C02	BAAYNATHA_424N366E_C02	37659
CR0256_from426e373n_to421e372n	THAMANIN_426N373E_C02	JAZIRAIBNUMAR_421N372E_C02	40212
CR0257_from427e371n_to426e373n	HASANIYYA_427N371E_C02	THAMANIN_426N373E_C02	24460
CR0258_from429e368n_to427e371n	MALATHAYA_429N368E_C02	HASANIYYA_427N371E_C02	44039
CR0259_from430e366n_to429e368n	MAZARII_430N366E_C02	MALATHAYA_429N368E_C02	21814
CR0260_from433e356n_to434e352n	BAQIA_433N356E_C02	SINN_434N352E_C02	43203
CR0261_from433e360n_to433e356n	HADITHA_433N360E_C02	BAQIA_433N356E_C02	45341
CR0262_from432e361n_to433e360n	MARJJUHAYNA_432N361E_C02	HADITHA_433N360E_C02	21530
CR0263_from431e363n_to430e366n	NINAWA_431N363E_C02	MAZARII_430N366E_C02	33861
CR0264_from431e363n_to432e361n	MAWSIL_431N363E_C02	MARJJUHAYNA_432N361E_C02	24519
CR0265_from431e363n_to431e363n	MAWSIL_431N363E_C02	NINAWA_431N363E_C02	5050
CR0266_from429e362n_to431e363n	SHAHHAJIYYA_429N362E_C02	MAWSIL_431N363E_C02	15921
CR0267_from427e364n_to431e363n	BALAD_427N364E_C02	MAWSIL_431N363E_C02	38008
CR0268_from427e362n_to429e362n	MAHLABIYYA_427N362E_C02	SHAHHAJIYYA_429N362E_C02	18180
CR0269_from424e363n_to427e364n	TALLAFAR_424N363E_C02	BALAD_427N364E_C02	26939
CR0270_from424e363n_to427e362n	TALLAFAR_424N363E_C02	MAHLABIYYA_427N362E_C02	27413
CR0271_from418e363n_to424e363n	SINJAR_418N363E_C02	TALLAFAR_424N363E_C02	54710
CR0272_from393e377n_to396e379n	BAMAQARA_393N377E_C02	JARNAN_396N379E_C02	32629
CR0273_from389e374n_to393e377n	JULLAB_389N374E_C02	BAMAQARA_393N377E_C02	53878
CR0274_from385e375n_to383e383n	SUMAYSAT_385N375E_C02	MALATIN_383N383E_C02	102692
