cornu1	33.06755	35.59845	بحيرة قدس	Buḥayraŧ Qadas	Buḥayrat Qadas	Buhayrat Qadas	waters	BUHAYRAQADAS_355N330E_C01	bHyro qds
cornu1	35.18256	35.97212	بلنياس	Bulunyās ?	Bulunyās ?	Bulunyas	towns	BULUNYAS_359N351E_C01	blnyAs
cornu1	33.46544	36.23184	داريا	Dārayyā	Dārayyā	Darayya	villages	DARAYYA_362N334E_C01	dAryA
cornu1	35.92575	38.49243	دوسر	Dawsar	Dawsar	Dawsar	waystations	DAWSAR_384N359E_C01	dwsr
cornu1	33.51843	36.30199	دمشق	Dimašq	Dimashq	Dimashq	metropoles	DIMASHQ_363N335E_C01	dmEq
cornu1	35.41665	36.40440	فامية	Fāmiyyaŧ	Fāmiyya	Famiyya	towns	FAMIYYA_364N354E_C01	fAmyo
cornu1	35.66663	35.80083	فاسرة|كاسرة|قاسرة	Fāsiraŧ/Kāsiraŧ/Qāsiraŧ ?	Fāsirat/Kāsirat/Qāsira ?	Fasira/Kasira/Qasira	villages	FASIRA_358N356E_C01	fAsro|kAsro|qAsro
cornu1	32.77421	35.67655	عقبة الفيق|أفيق|فيق	ʿAqabaŧ al-Fīq/Afīq/Fīq	ʿAqabat al-Fīq/Afīq/Fīq	Aqabat al-Fiq/Afiq/Fiq	sites	AQABAFIQ_356N327E_C01	Cqbo Alfyq|Afyq|fyq
cornu1	32.43634	35.61434	فهل	Fahl	Fahl	Fahl	regions	FAHL_356N324E_C01	fhl
cornu1	34.87271	36.93472	فرعايا	Farʿāyā ?	Farʿāyā ?	Faraya	waystations	FARAYA_369N348E_C01	frCAyA
cornu1	36.57473	36.19234	إسكندرونة|إسكندرية	Iskandarūnaŧ/Iskandarīyaŧ	Iskandarūnat/Iskandarīya	Iskandaruna/Iskandariya	towns	ISKANDARUNA_361N365E_C01	Askndrwno|Askndryo
cornu1	32.98099	36.04321	جاسم	Ǧāsim	Jāsim	Jasim	waystations	JASIM_360N329E_C01	jAsm
cornu1	32.92434	35.52565	جب يوسف	Ǧubb Yūsuf	Jubb Yūsuf	Jubb Yusuf	villages	JUBBYUSUF_355N329E_C01	jb ywsf
cornu1	32.27309	35.88040	جرش	Ǧuraš	Jurash	Jurash	towns	JURASH_358N322E_C01	jrE
cornu1	32.86543	35.21458	كابل	Kābul	Kābul	Kabul	villages	KABUL_352N328E_C01	kAbl
cornu1	35.50744	36.61239	كفرطاب	Kafarṭāb	Kafarṭāb	Kafartab	villages	KAFARTAB_366N355E_C01	kfrTAb
cornu1	32.17778	34.88134	كفرسابا	Kafarsābā	Kafarsābā	Kafarsaba	villages	KAFARSABA_348N321E_C01	kfrsAbA
cornu1	31.17824	35.69038	كرك	Karak	Karak	Karak	villages	KARAK_356N311E_C01	krk
cornu1	34.19007	36.33244	لبوة	Labwaŧ	Labwa	Labwa	villages	LABWA_363N341E_C01	lbwo
cornu1	31.95598	34.88482	لد	Ludd	Ludd	Ludd	villages	LUDD_348N319E_C01	ld
cornu1	31.81276	34.63712	ماحوز أزدود	Māḥūz Azdūd	Māḥūz Azdūd	Mahuz Azdud	sites	MAHUZAZDUD_346N318E_C01	mAHwz Azdwd
cornu1	31.87811	34.66888	ماحوز يبنا	Māḥūz Yubnā	Māḥūz Yubnā	Mahuz Yubna	sites	MAHUZYUBNA_346N318E_C01	mAHwz ybnA
cornu1	31.50145	34.42276	ميماس	Mīmās	Mīmās	Mimas	towns	MIMAS_344N315E_C01	mymAs
cornu1	31.25790	35.73272	مآب	Maʾāb	Maʾāb	Maab	towns	MAAB_357N312E_C01	mAb
cornu1	30.19664	35.72442	معان|معان	Maʿān/Muʿān	Maʿān/Muʿān	Maan/Muan	towns	MAAN_357N301E_C01	mCAn|mCAn
cornu1	35.64344	36.69124	معرة النعمان	Maʿarraŧ al-Nuʿmān	Maʿarrat al-Nuʿmān	Maarrat al-Numan	towns	MAARRANUMAN_366N356E_C01	mCro AlnCmAn
cornu1	36.01376	36.69667	معرة قنسرين	Maʿarraŧ Qinnasrīn	Maʿarrat Qinnasrīn	Maarrat Qinnasrin	towns	MAARRAQINNASRIN_366N360E_C01	mCro qnsryn
cornu1	33.22604	35.43299	مجدل سليم	Maǧdal Salīm	Majdal Salīm	Majdal Salim	villages	MAJDALSALIM_354N332E_C01	mjdl slym
cornu1	33.22659	36.14580	مرج الصفر	Marǧ al-Ṣuffar	Marj al-Ṣuffar	Marj al-Suffar	sites	MARJSUFFAR_361N332E_C01	mrj AlSfr
cornu1	33.60226	36.50981	مرج راهط	Marǧ Rāhiṭ	Marj Rāhiṭ	Marj Rahit	sites	MARJRAHIT_365N336E_C01	mrj rAhT
cornu1	35.04801	35.91774	مراقية	Marāqiyyaŧ	Marāqiyya	Maraqiyya	villages	MARAQIYYA_359N350E_C01	mrAqyo
cornu1	31.06466	35.68544	مؤتة	Muʾtaŧ	Muʾta	Muta	villages	MUTA_356N310E_C01	mcto
cornu1	32.22047	35.24238	نابلس	Nābulus	Nābulus	Nabulus	towns	NABULUS_352N322E_C01	nAbls
cornu1	36.79276	35.58877	جيحان	Ǧayḥān	Jayḥān	Jayhan	waters	JAYHAN_355N367E_C01	jyHAn
cornu1	35.81449	38.38504	الفرات	al-Furāt	al-Furāt	al-Furat	waters	FURAT_383N358E_C01	AlfrAt
cornu1	32.15774	35.56271	الأردن	al-Urdunn	al-Urdunn	al-Urdunn	waters	URDUNN_355N321E_C01	AlArdn
cornu1	35.99287	36.42208	الأرنط|الأرند	al-Urunṭ/al-Urund	al-Urunṭ/al-Urund	al-Urunt/al-Urund	waters	URUNT_364N359E_C01	AlArnT|AlArnd
cornu1	33.48862	36.47275	بردى	Baradá	Baradā	Barada	waters	BARADA_364N334E_C01	brdy
cornu1	36.29913	37.22956	قويق	Quwayq	Quwayq	Quwayq	waters	QUWAYQ_372N362E_C01	qwyq
cornu1	36.80583	35.28698	سيحان	Sayḥān	Sayḥān	Sayhan	waters	SAYHAN_352N368E_C01	syHAn
cornu1	32.88099	36.02865	نوى	Nawá	Nawā	Nawa	towns	NAWA_360N328E_C01	nwy
cornu1	34.45245	37.38213	نهيا	Nihyā ?	Nihyā ?	Nihya	waystations	NIHYA_373N344E_C01	nhyA
cornu1	34.16598	36.84868	قارة	Qāraŧ	Qāra	Qara	waystations	QARA_368N341E_C01	qAro
cornu1	36.72960	36.94952	قورس	Qūrus	Qūrus	Qurus	towns	QURUS_369N367E_C01	qwrs
cornu1	33.12189	35.49123	قدس	Qadas	Qadas	Qadas	towns	QADAS_354N331E_C01	qds
cornu1	32.29512	34.98155	قلنسوة	Qalansuwaŧ	Qalansuwa	Qalansuwa	villages	QALANSUWA_349N322E_C01	qlnswo
cornu1	33.36423	35.56778	قرية العيون	Qaryaŧ al-ʿUyūn	Qaryat al-ʿUyūn	Qaryat al-Uyun	waystations	QARYAUYUN_355N333E_C01	qryo AlCywn
cornu1	32.49326	34.89906	قيسرية	Qaysariyyaŧ	Qaysariyya	Qaysariyya	towns	QAYSARIYYA_348N324E_C01	qysryo
cornu1	35.99617	37.02701	قنسرين	Qinnasrīn	Qinnasrīn	Qinnasrin	capitals	QINNASRIN_370N359E_C01	qnsryn
cornu1	31.30870	34.25897	رفح	Rafḥ	Rafḥ	Rafh	waystations	RAFH_342N313E_C01	rfH
cornu1	34.93133	36.41054	رفنية	Rafaniyyaŧ	Rafaniyya	Rafaniyya	towns	RAFANIYYA_364N349E_C01	rfnyo
cornu1	34.93350	36.75337	رستان	Rastān	Rastān	Rastan	towns	RASTAN_367N349E_C01	rstAn
cornu1	31.86043	35.43774	رحا|أريحا	Riḥā/Arīḥā	Riḥā/Arīḥā	Riha/Ariha	towns	RIHA_354N318E_C01	rHA|AryHA
cornu1	32.27085	35.15237	سبسطية	Sabasṭiyaŧ	Sabasṭiya	Sabastiya	villages	SABASTIYA_351N322E_C01	sbsTyo
cornu1	35.00401	37.07106	سلمية	Salamiyyaŧ	Salamiyya	Salamiyya	towns	SALAMIYYA_370N350E_C01	slmyo
cornu1	35.89492	36.72250	سرمين	Sarmīn	Sarmīn	Sarmin	villages	SARMIN_367N358E_C01	srmyn
cornu1	32.69627	36.55945	سويداء	Suwaydāʾ	Suwaydāʾ	Suwayda	villages	SUWAYDA_365N326E_C01	swydAc
cornu1	36.86458	36.16107	تينات|حصن التينات	Tīnāt/Ḥiṣn al-Tīnāt	Tīnāt/Ḥiṣn al-Tīnāt	Tinat/Hisn al-Tinat	sites	TINAT_361N368E_C01	tynAt|HSn AltynAt
cornu1	36.23776	36.70483	تيزين|توزين	Tīzīn/Tūzīn	Tīzīn/Tūzīn	Tizin/Tuzin	towns	TIZIN_367N362E_C01	tyzyn|twzyn
cornu1	32.33910	35.38269	تعاسر	Taʿāsir	Taʿāsir	Taasir	waystations	TAASIR_353N323E_C01	tCAsr
cornu1	34.54735	38.28754	تدمر	Tadmur	Tadmur	Tadmur	towns	TADMUR_382N345E_C01	tdmr
cornu1	35.63129	36.74697	تل منس	Tall Mannas	Tall Mannas	Tall Mannas	regions	TALLMANNAS_367N356E_C01	tl mns
cornu1	30.33334	35.47226	وادي موسى	Wādī Mūsá	Wādī Mūsā	Wadi Musa	villages	WADIMUSA_354N303E_C01	wAdy mwsy
cornu1	32.06237	34.75362	يافا	Yāfā	Yāfā	Yafa	towns	YAFA_347N320E_C01	yAfA
cornu1	31.87092	34.73521	يبنا	Yubnā	Yubnā	Yubna	villages	YUBNA_347N318E_C01	ybnA
cornu1	33.73115	36.08756	زبداني	Zabadānī	Zabadānī	Zabadani	villages	ZABADANI_360N337E_C01	zbdAny
cornu2	34.93204	40.09518	العوامل	al-ʿAwāmil	al-ʿAwāmil	al-Awamil	waystations	AWAMIL_400N349E_C02	AlCwAml
cornu2	34.81073	40.45161	القمرطي	al-Qamarṭī ?	al-Qamarṭī ?	al-Qamarti	waystations	QAMARTI_404N348E_C02	AlqmrTy
cornu2	34.98817	40.45784	رحبة ملك إبن طوق	Raḥbaŧ Malik Ibn Ṭawq	Raḥbat Malik Ibn Ṭawq	Rahbat Malik Ibn Tawq	towns	RAHBAMALIKIBNTAWQ_404N349E_C02	rHbo mlk Abn Twq
cornu2	34.92311	40.56368	الفاش	al-Fāš	al-Fāsh	al-Fash	waystations	FASH_405N349E_C02	AlfAE
cornu2	34.71355	40.74111	الدالية	al-Dāliyaŧ	al-Dāliya	al-Daliya	towns	DALIYA_407N347E_C02	AldAlyo
cornu2	34.67900	40.78158	الفرضة	al-Furḍaŧ	al-Furḍa	al-Furda	villages	FURDA_407N346E_C02	AlfrDo
