geoTitle,cornuName,geoTitleOther,lat,lon,cornuRegion,geoProv,geoFinalReg
بروان,بروان,بروان/ فروان,35.17084,69.25887,Khurasan,الديلم,الديلمان
بروان,جبروان,جبروان,36.96475,45.60275,Rihab,الديلم,الديلمان
تارم,تارم,تارم/ تارم,28.18163,55.80841,Faris,الديلم,الديلمان
خشم,خشم,خشم,37.48626,49.18674,Daylam,الديلم,الديلمان
إتل,إتل,إتل/ أتل,46.2788,48.0869,Khazar,الديلم,الخزر
بلغار,بلغار,بلغار,54.1546,48.40369,Khazar,الديلم,الخزر
بلغار,بلغار,بلغار,54.86714,49.25044,Khazar,الديلم,الخزر
سمندر,سمندر,سمندر,42.90467,47.51198,Khazar,الديلم,الخزر
سوار,سوار,سوار,54.45304,49.96347,Khazar,الديلم,الخزر
بلنجر,بلنجر,بلنجر,43.28166,46.42082,Khazar,الديلم,الخزر
البيضاء,البيضاء,البيضاء,41.83632,0.57785,Andalus,الديلم,الخزر
البيضاء,البيضاء,البيضاء/ نسا,30.03958,52.36712,Faris,الديلم,الخزر
البيضاء,البيضاء,البيضاء,26.79044,37.01435,Jazirat al-Arab,الديلم,الخزر
أغمات ويلا,أيلان,أغمات أيلا,31.49952,-7.6971,Maghrib,خوزستان,السوس
وريكة,وريكة,وريكة/ أغمات وريكة,31.44535,-7.6357,Maghrib,خوزستان,السوس
ماسة,ماسة,ماسة,30.0645,-9.6481,Maghrib,خوزستان,السوس
نهر تيري,نهر تيرا,نهر تيرين,31.4679,48.3809,Khuzistan,خوزستان,الأهواز
سوق الأربعاء,سوق الأربعاء,سوق الأربعاء,30.94139,48.5239,Khuzistan,خوزستان,الأهواز
باسيان,بارسيان,بارسيان,35.29415,48.71891,Jibal,خوزستان,الأهواز
باسيان,باسيان,باسيان,30.65916,48.77033,Khuzistan,خوزستان,الأهواز
شوراب,شوراب,شوراب,31.20731,48.79726,Khuzistan,خوزستان,الأهواز
بندم,مندم,بندم,31.02269,48.881,Khuzistan,خوزستان,الأهواز
الدورق,الدور,الدور,34.46814,43.80541,Iraq,خوزستان,الأهواز
الدورق,الدورق,الدورق/ السراق,30.81069,48.92625,Khuzistan,خوزستان,الأهواز
الدورق,الدورق,الدورق/ السراق,30.81069,48.92625,Khuzistan,خوزستان,الأهواز
إيذج,إيذج,إيذج,31.85548,49.87086,Khuzistan,خوزستان,رامهرمز
تيرم,تيرم,تيرم,31.39156,49.82612,Khuzistan,خوزستان,رامهرمز
بازنك,بازير,بازنك,31.6409,49.89265,Khuzistan,خوزستان,رامهرمز
غروة,غروة,غروة/ عروة,31.54027,49.89724,Khuzistan,خوزستان,رامهرمز
أجم,أزم,أجم,31.24752,49.04158,Khuzistan,خوزستان,الدورق
الدز,الدز,الدز/ دزفول,32.38975,48.42219,Khuzistan,خوزستان,الدورق
الدز,الدز,الدز/ قنطرة أندامش,32.9865,48.45021,Khuzistan,خوزستان,الدورق
الدز,رستجرد,الدز,31.71801,50.29984,Khuzistan,خوزستان,الدورق
برذعة,برذعة,برذعة,40.45334,47.23624,Rihab,الرحاب,الران
تفليس,تفليس,تفليس,42.0841,44.83734,Rihab,الرحاب,الران
القلعة,القلعة,القلعة,22.68969,57.66352,Jazirat al-Arab,الرحاب,الران
خنان,خنان,خنان,41.39027,45.50578,Rihab,الرحاب,الران
شمكور,شمكور,شمكور,40.99521,46.06157,Rihab,الرحاب,الران
جنزة,جنزة,جنزة/ جنجة,40.81356,46.38603,Rihab,الرحاب,الران
برديج,برداج,برديج,40.23581,47.56971,Rihab,الرحاب,الران
الشماخية,الشماخية,الشماخية,40.67871,48.68505,Rihab,الرحاب,الران
شروان,شروان,شروان/ شروان,41.11585,48.75339,Rihab,الرحاب,الران
شروان,شروان,شروان/ شروان,41.11585,48.75339,Rihab,الرحاب,الران
شروان,سروان,شروان,31.97709,64.84747,Sijistan,الرحاب,الران
باكوه,باكوه,باكوه,40.379,49.86422,Rihab,الرحاب,الران
باب الأبواب,باب الأبواب,باب الأبواب,42.04308,48.30854,Rihab,الرحاب,الران
قبلة,قبلة,قبلة,40.79878,47.65158,Rihab,الرحاب,الران
ملازكرد,ملازكرد,ملازكرد/ ملازجرد/ منازجرد,39.1437,42.55713,Aqur,الرحاب,الران
دبيل,دبيل,دبيل,40.16468,44.68562,Rihab,الرحاب,أرمينية
بدليس,بدليس,بدليس/ بدليس,38.3955,42.13266,Aqur,الرحاب,أرمينية
خلاط,أخلاط,خلاط,38.76551,42.51044,Rihab,الرحاب,أرمينية
أرجيش,أرجيش,أرجيش,39.0223,43.35895,Rihab,الرحاب,أرمينية
سلماس,سلماس,سلماس,38.22277,44.82832,Rihab,الرحاب,أرمينية
أرمية,أرمنية,أرمنية,39.47331,44.11256,Rihab,الرحاب,أرمينية
أرمية,أرميية,أرميية,37.52011,45.07411,Rihab,الرحاب,أرمينية
داخرقان,دارقان,دارقان,33.44757,48.7573,Jibal,الرحاب,أرمينية
داخرقان,داخرقان,داخرقان/ خرقان,37.72041,45.98591,Rihab,الرحاب,أرمينية
مراغة,مراغة,مراغة,37.34276,46.24758,Rihab,الرحاب,أرمينية
أهر,أهر,أهر,38.45223,47.14386,Rihab,الرحاب,أرمينية
مرند,مرند,مرند,38.46017,45.80321,Rihab,الرحاب,أرمينية
سنجان,سنكان,سنجان,35.05003,59.41155,Khurasan,الرحاب,أرمينية
سنجان,سمنجان,سمنجان,36.22585,68.09011,Khurasan,الرحاب,أرمينية
قاليقلا,قاليقلا,قاليقلا,39.91956,41.27233,Rihab,الرحاب,أرمينية
أردبيل,أردبيل,أردبيل,38.23604,48.30651,Rihab,الرحاب,أذربيجان
تبريز,تبريز,تبريز,38.06387,46.33121,Rihab,الرحاب,أذربيجان
جابروان,جبروان,جبروان,36.96475,45.60275,Rihab,الرحاب,أذربيجان
خونج,خونج,خونج,37.38856,47.2569,Rihab,الرحاب,أذربيجان
الميانج,الميانج,الميانج/ الميانج,37.40341,47.74052,Rihab,الرحاب,أذربيجان
ورثان,ورثان,ورثان,39.56659,47.64257,Rihab,الرحاب,أذربيجان
موقان,منوقان,منوقان/ منوجان,27.45601,57.56194,Kirman,الرحاب,أذربيجان
موقان,باجروان,موقان,39.2256,48.12475,Rihab,الرحاب,أذربيجان
موقان,موغان,موقان,39.33548,48.50179,Rihab,الرحاب,أذربيجان
موقان,موغان,موقان,39.33548,48.50179,Rihab,الرحاب,أذربيجان
ميمذ,ميمذ,ميمذ/ ميمذ,38.5498,47.02219,Rihab,الرحاب,أذربيجان
برزند,برزند,برزند,38.96621,47.85286,Rihab,الرحاب,أذربيجان
بنجبور,بنجبور,بنجبور/ فنجبور/ بنزبور/ قنزبور,26.92662,64.11916,Sind,السند,مكران
كيج,كيج,كيج/ كيز,26.02584,63.09359,Sind,السند,مكران
بربور,بربور,بربور,27.25778,60.41989,Sind,السند,مكران
خواش,خواش,خواش/ خواش/ أخواش,31.49499,62.76028,Sijistan,السند,مكران
خواش,خواش,خواش/ خواص,27.79777,61.88374,Sind,السند,مكران
جالك,جالق,جالك,27.64173,62.64811,Sind,السند,مكران
دزك,دزك,دزك,27.36457,62.26752,Sind,السند,مكران
دشت علي,دشت علي,دشت علي,25.58676,61.15124,Sind,السند,مكران
التيز,التيز,التيز,25.38207,60.63196,Sind,السند,مكران
قندبيل,قندابيل,قندابيل,28.62665,67.48191,Sind,السند,طوران
رستاكهن,رستاكهن,رستاكهن,26.57497,66.40105,Sind,السند,طوران
المنصورة,المنصورة,المنصورة,25.8651,68.87697,Sind,السند,السند
قنوج,قنوج,قنوج,27.11654,80.03921,Sind,السند,قنوج
قنوج,قنوج,قنوج,27.11654,80.03921,Sind,السند,قنوج
وجين,وجين,وجين,23.20809,75.78308,Sind,السند,قنوج
الملتان,المولتان,المولتان,30.17568,71.40071,Sind,السند,الملتان
مكة,مكة,مكة,21.39132,39.83612,Jazirat al-Arab,جزيرة العرب,الحجاز
يثرب,المدينة,يثرب,24.47782,39.60908,Jazirat al-Arab,جزيرة العرب,الحجاز
ينبع,ينبع,ينبع,24.1082,38.12512,Jazirat al-Arab,جزيرة العرب,الحجاز
قرح,قرح,قرح,26.55412,37.99288,Jazirat al-Arab,جزيرة العرب,الحجاز
خيبر,خيبر,خيبر,25.78667,39.26821,Jazirat al-Arab,جزيرة العرب,الحجاز
المروة,المروة,المروة/ ذو المروة,25.71785,38.58647,Jazirat al-Arab,جزيرة العرب,الحجاز
الحوراء,الحوراء,الحوراء,25.0302,37.33759,Jazirat al-Arab,جزيرة العرب,الحجاز
جدة,جدة,جدة,21.46201,39.1779,Jazirat al-Arab,جزيرة العرب,الحجاز
الطائف,الطائف,الطائف,21.21629,40.40566,Jazirat al-Arab,جزيرة العرب,الحجاز
الجار,الجفار,الجفار,30.75519,33.23727,Egypt,جزيرة العرب,الحجاز
الجار,الجار,الجار,23.8182,38.50713,Jazirat al-Arab,جزيرة العرب,الحجاز
السقيا,سقياء يزيد,السقياء,26.15916,38.35433,Jazirat al-Arab,جزيرة العرب,الحجاز
العونيد,العونيد,العونيد,31.64055,36.92899,Badiyat al-Arab,جزيرة العرب,الحجاز
العونيد,العونيد,العونيد,27.00533,35.99173,Jazirat al-Arab,جزيرة العرب,الحجاز
الجحفة,الجحفة,الجحفة,22.60833,39.12422,Jazirat al-Arab,جزيرة العرب,الحجاز
بدر,بدر,بدر,23.72676,38.80098,Jazirat al-Arab,جزيرة العرب,الحجاز
بدر,بدر,بدر,13.87387,44.72906,Yemen,جزيرة العرب,الحجاز
خليص,خليص,خليص,22.10557,39.41808,Jazirat al-Arab,جزيرة العرب,الحجاز
الحجر,حجر صالح,الحجر,26.86125,37.93999,Jazirat al-Arab,جزيرة العرب,الحجاز
الحجر,الحاجر,الحاجر,25.9691,41.75129,Jazirat al-Arab,جزيرة العرب,الحجاز
الحجر,الحجر,الحجر,24.64352,46.73212,Jazirat al-Arab,جزيرة العرب,الحجاز
بدا يعقوب,بداء يعقوب,بداء يعقوب,27.03413,36.74694,Jazirat al-Arab,جزيرة العرب,الحجاز
السوارقية,السوارقية,السوارقية,23.28483,40.35548,Jazirat al-Arab,جزيرة العرب,الحجاز
جبلة,جبلة,جبلة,35.36567,35.95309,Sham,جزيرة العرب,الحجاز
زبيد,زبيد,زبيد,14.20796,43.32654,Yemen,جزيرة العرب,تهامه
مور,مور,مور,15.73119,42.89942,Yemen,جزيرة العرب,تهامه
عطنة,عطنة,عطنة,14.82308,42.94507,Yemen,جزيرة العرب,تهامه
الشرجة,الشرجة,الشرجة,16.32481,42.80636,Yemen,جزيرة العرب,تهامه
الحمضة,الحمة,الحمة,34.0563,8.19472,Maghrib,جزيرة العرب,تهامه
غلافقة,غلافقة,غلافقة,14.44273,43.03243,Yemen,جزيرة العرب,تهامه
مخا,مخا,مخا,13.32902,43.26069,Yemen,جزيرة العرب,تهامه
الحردة,الحردة,الحردة,15.22479,42.73173,Yemen,جزيرة العرب,تهامه
الحردة,الحردة,الحردة,15.22479,42.73173,Yemen,جزيرة العرب,تهامه
الخصوف,الخصوف,الخصوف,16.67647,42.88142,Yemen,جزيرة العرب,تهامه
الساعد,الساعدة,الساعدة,32.13274,37.98572,Badiyat al-Arab,جزيرة العرب,تهامه
المهجم,المهجم,المهجم,15.22352,43.07237,Yemen,جزيرة العرب,تهامه
عدن,عدن,عدن,12.79365,45.03942,Yemen,جزيرة العرب,أبين
لهج,لحج,لهج,13.06747,44.86953,Yemen,جزيرة العرب,أبين
بيش,بيش,بيش,17.37689,42.53617,Yemen,جزيرة العرب,عثر
السرين,السرين,السرين,19.83698,40.76268,Jazirat al-Arab,جزيرة العرب,عثر
صنعاء,صنعاء,صنعاء,15.37373,44.20186,Yemen,جزيرة العرب,نجد
صعدة,صعدة,صعدة,16.9453,43.76442,Yemen,جزيرة العرب,نجد
نجران,نجران,نجران,17.58603,44.2995,Jazirat al-Arab,جزيرة العرب,نجد
جرش,جرش,جرش,18.77618,42.44873,Jazirat al-Arab,جزيرة العرب,نجد
جرش,جرش,جرش,18.63711,42.69682,Jazirat al-Arab,جزيرة العرب,نجد
جرش,جرش,جرش,32.27309,35.8804,Sham,جزيرة العرب,نجد
العرف,العرف,العرف,15.09101,44.27297,Yemen,جزيرة العرب,نجد
جبلان,جبلان,جبلان,14.2788,43.67157,Yemen,جزيرة العرب,نجد
جبلان,جبلان,جبلان,14.2788,43.67157,Yemen,جزيرة العرب,نجد
الجند,الجند,الجند,13.69225,44.17508,Yemen,جزيرة العرب,نجد
الجند,الجند,الجند,13.69225,44.17508,Yemen,جزيرة العرب,نجد
ذمار,ذمار,ذمار,14.56364,44.3972,Yemen,جزيرة العرب,نجد
ذمار,ذمار,ذمار,14.56364,44.3972,Yemen,جزيرة العرب,نجد
نسفان,نسفان,نسفان,14.02916,44.8432,Yemen,جزيرة العرب,نجد
يحصب,يحصب,يحصب,14.21583,44.41651,Yemen,جزيرة العرب,نجد
السحول,السحول,السحول,14.1937,44.03504,Yemen,جزيرة العرب,نجد
المذيخرة,المذيخرة,المذيخرة,13.78649,43.97403,Yemen,جزيرة العرب,نجد
حضرموت,حضرموت,حضرموت,15.64792,48.80405,Jazirat al-Arab,جزيرة العرب,الأحقاف
الشحر,الشحر,الشحر,14.76671,49.5998,Jazirat al-Arab,جزيرة العرب,مهرة
صحار,صحار,صحار,24.35205,56.69086,Jazirat al-Arab,جزيرة العرب,عمان
نزوة,نزوة,نزوة,22.86309,57.52541,Jazirat al-Arab,جزيرة العرب,عمان
السر,السر,السر,23.0552,56.82897,Jazirat al-Arab,جزيرة العرب,عمان
ضنك,ضنك,ضنك,23.53023,56.30591,Jazirat al-Arab,جزيرة العرب,عمان
حفيت,حفيت,حفيت,23.89613,55.85631,Jazirat al-Arab,جزيرة العرب,عمان
دبا,دبا,دبا,25.59071,56.22657,Jazirat al-Arab,جزيرة العرب,عمان
جلفار,جلفار,جلفار,25.75227,55.98855,Jazirat al-Arab,جزيرة العرب,عمان
سمد,سمد,سمد,22.71138,57.96619,Jazirat al-Arab,جزيرة العرب,عمان
ملح,ملح,ملح,22.61105,58.11018,Jazirat al-Arab,جزيرة العرب,عمان
الأحساء,الأحساء,الأحساء,25.34929,49.54137,Jazirat al-Arab,جزيرة العرب,هجر
الزرقاء,الزرقاء,الزرقاء,32.07029,36.08689,Sham,جزيرة العرب,هجر
أوال,أوال,أوال,26.11827,50.56693,Jazirat al-Arab,جزيرة العرب,هجر
أوال,أوال,أوال,40.4358,71.74749,Transoxiana,جزيرة العرب,هجر
العقير,العقير,العقير,25.5589,50.22312,Jazirat al-Arab,جزيرة العرب,هجر
